ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1981,1981-09-06,1,22.187,DAL,@,WAS,W 26-10,,,,,
2,1981,1981-09-13,2,22.194,DAL,,STL,W 30-17,,,,,
3,1981,1981-09-21,3,22.202,DAL,@,NWE,W 35-21,,,,,
4,1981,1981-09-27,4,22.208,DAL,,NYG,W 18-10,,,,,
5,1981,1981-10-04,5,22.215,DAL,@,STL,L 17-20,,,,,
6,1981,1981-10-11,6,22.222,DAL,@,SFO,L 14-45,,,,,
7,1981,1981-10-18,7,22.229,DAL,,RAM,W 29-17,,,,,
8,1981,1981-10-25,8,22.236,DAL,,MIA,W 28-27,,,,,
9,1981,1981-11-01,9,22.243,DAL,@,PHI,W 17-14,,,,,
10,1981,1981-11-09,10,22.251,DAL,,BUF,W 27-14,,,,,
11,1981,1981-11-15,11,22.257,DAL,@,DET,L 24-27,,,,,
12,1981,1981-11-22,12,22.264,DAL,,WAS,W 24-10,,,,,
13,1981,1981-11-26,13,22.268,DAL,,CHI,W 10-9,,,,,
14,1981,1981-12-06,14,22.278,DAL,@,BAL,W 37-13,,,,,
15,1981,1981-12-13,15,22.285,DAL,,PHI,W 21-10,,,,,
16,1981,1981-12-19,16,22.291,DAL,@,NYG,L 10-13,,,,,
17,1982,1982-09-13,1,23.194,DAL,,PIT,L 28-36,,,,,
18,1982,1982-09-19,2,23.200,DAL,@,STL,W 24-7,,,,,
19,1982,1982-11-21,3,23.263,DAL,,TAM,W 14-9,,,,,
20,1982,1982-11-25,4,23.267,DAL,,CLE,W 31-14,,,,,
21,1982,1982-12-05,5,23.277,DAL,@,WAS,W 24-10,,,,,
22,1982,1982-12-13,6,23.285,DAL,@,HOU,W 37-7,,,,,
23,1982,1982-12-19,7,23.291,DAL,,NOR,W 21-7,,,,,
24,1982,1982-12-26,8,23.298,DAL,,PHI,L 20-24,,,,,
25,1982,1983-01-03,9,23.306,DAL,@,MIN,L 27-31,,,,,
26,1983,1983-09-04,1,24.185,TAM,,DET,L 0-11,0,0,,0,
27,1983,1983-09-11,2,24.192,TAM,@,CHI,L 10-17,0,0,,0,
28,1983,1983-09-18,3,24.199,TAM,,MIN,L 16-19,0,0,,0,
29,1983,1983-09-25,4,24.206,TAM,,CIN,L 17-23,0,0,,0,
30,1983,1983-10-02,5,24.213,TAM,@,GNB,L 14-55,2,28,14.00,0,0.0
31,1983,1983-10-09,6,24.220,TAM,@,DAL,L 24-27,0,0,,0,
32,1983,1983-10-16,7,24.227,TAM,,STL,L 27-34,0,0,,0,
33,1983,1983-10-23,8,24.234,TAM,,NOR,L 21-24,0,0,,0,
34,1983,1983-10-30,9,24.241,TAM,@,PIT,L 12-17,0,0,,0,
35,1983,1983-11-06,10,24.248,TAM,@,MIN,W 17-12,0,0,,0,
36,1983,1983-11-13,11,24.255,TAM,@,CLE,L 0-20,1,7,7.00,0,0.0
37,1983,1983-11-20,12,24.262,TAM,,CHI,L 0-27,0,0,,0,
38,1983,1983-11-27,13,24.269,TAM,,HOU,W 33-24,0,0,,0,
39,1983,1983-12-04,14,24.276,TAM,@,SFO,L 21-35,0,0,,0,
40,1983,1983-12-12,15,24.284,TAM,,GNB,L 9-12,0,0,,0,1.0
41,1983,1983-12-18,16,24.290,TAM,@,DET,L 20-23,0,0,,0,
42,1984,1984-09-02,1,25.183,TAM,@,CHI,L 14-34,0,0,,0,
43,1984,1984-09-09,2,25.190,TAM,@,NOR,L 13-17,0,0,,0,
44,1984,1984-09-16,3,25.197,TAM,,DET,W 21-17,0,0,,0,
45,1984,1984-09-23,4,25.204,TAM,@,NYG,L 14-17,0,0,,0,
46,1984,1984-09-30,5,25.211,TAM,,GNB,W 30-27,0,0,,0,
47,1984,1984-10-07,6,25.218,TAM,,MIN,W 35-31,0,0,,0,
48,1984,1984-10-14,7,25.225,TAM,@,DET,L 7-13,0,0,,0,
49,1984,1984-10-21,8,25.232,TAM,,CHI,L 9-44,0,0,,0,
50,1984,1984-10-28,9,25.239,TAM,@,KAN,L 20-24,0,0,,0,
51,1984,1984-11-11,11,25.253,TAM,,NYG,W 20-17,0,0,,0,
52,1984,1984-11-18,12,25.260,TAM,@,SFO,L 17-24,0,0,,0,
53,1984,1984-11-25,13,25.267,TAM,,RAM,L 33-34,0,0,,0,
54,1984,1984-12-02,14,25.274,TAM,@,GNB,L 14-27,1,5,5.00,0,0.0
55,1984,1984-12-09,15,25.281,TAM,,ATL,W 23-6,0,0,,0,
56,1984,1984-12-16,16,25.288,TAM,,NYJ,W 41-21,0,0,,0,
57,1985,1985-09-22,3,26.203,STL,@,NYG,L 17-27,,,,,
58,1985,1985-09-29,4,26.210,STL,,GNB,W 43-28,,,,,
59,1985,1985-11-10,10,26.252,STL,@,TAM,L 0-16,,,,,
60,1985,1985-11-17,11,26.259,STL,,PHI,L 14-24,,,,,
61,1985,1985-11-24,12,26.266,STL,,NYG,L 3-34,,,,,
62,1985,1985-11-28,13,26.270,STL,@,DAL,L 17-35,,,,,
63,1985,1985-12-08,14,26.280,STL,,NOR,W 28-16,,,,,
