ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2015,2015-10-11,5,24.060,CHI,@,KAN,W 18-17,*,0,0,0,,0,0.0%,
2,2015,2015-10-18,6,24.067,CHI,@,DET,L 34-37,*,0,0,0,,0,0.0%,
3,2015,2015-11-22,10,24.102,CHI,,DEN,L 15-17,*,0,0,0,,0,0.0%,
4,2015,2015-11-26,11,24.106,CHI,@,GNB,W 17-13,*,0,0,0,,0,0.0%,
5,2015,2015-12-06,12,24.116,CHI,,SFO,L 20-26,*,0,0,0,,0,0.0%,
6,2015,2015-12-13,13,24.123,CHI,,WAS,L 21-24,*,0,0,0,,0,0.0%,
7,2015,2015-12-20,14,24.130,CHI,@,MIN,L 17-38,*,0,0,0,,0,0.0%,
8,2015,2015-12-27,15,24.137,CHI,@,TAM,W 26-21,*,0,0,0,,0,0.0%,
9,2017,2017-09-17,2,26.036,CHI,@,TAM,L 7-29,,0,0,0,,0,0.0%,
10,2017,2017-09-24,3,26.043,CHI,,PIT,W 23-17,*,0,0,0,,0,0.0%,
11,2017,2017-11-12,9,26.092,CHI,,GNB,L 16-23,*,0,0,2,,0,0.0%,
12,2017,2017-12-16,14,26.126,CHI,@,DET,L 10-20,,0,0,0,,0,0.0%,
13,2017,2017-12-24,15,26.134,CHI,,CLE,W 20-3,*,0,0,0,,0,0.0%,
14,2017,2017-12-31,16,26.141,CHI,@,MIN,L 10-23,*,0,0,0,,0,0.0%,
