ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,all_td,scoring
157,2005,2005-09-11,1,32.133,NYJ,@,KAN,L 7-27,*,20,57,2.85,0,3,3,20,6.67,0,100.0%,6.67,0,0,,0,0,0,,,,,,0,0
158,2005,2005-09-18,2,32.140,NYJ,,MIA,W 17-7,*,31,72,2.32,0,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,,,,,0,0
159,2005,2005-09-25,3,32.147,NYJ,,JAX,L 20-26,*,18,67,3.72,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,,,,,0,0
160,2005,2005-10-02,4,32.154,NYJ,@,BAL,L 3-13,*,13,30,2.31,0,3,3,15,5.00,0,100.0%,5.00,0,0,,0,0,0,,,,,,0,0
161,2005,2005-10-09,5,32.161,NYJ,,TAM,W 14-12,*,23,59,2.57,2,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,2,12
162,2005,2005-10-16,6,32.168,NYJ,@,BUF,L 17-27,*,18,148,8.22,1,2,2,3,1.50,0,100.0%,1.50,0,0,,0,0,0,,,,,,1,6
163,2005,2005-10-24,7,32.176,NYJ,@,ATL,L 14-27,*,14,28,2.00,1,4,3,26,8.67,0,75.0%,6.50,0,0,,0,0,0,,,,,,1,6
164,2005,2005-11-06,8,32.189,NYJ,,SDG,L 26-31,*,21,72,3.43,1,0,0,0,,0,0.0%,,0,0,,0,0,0,,,,,,1,6
165,2005,2005-11-13,9,32.196,NYJ,@,CAR,L 3-30,*,19,75,3.95,0,1,1,6,6.00,0,100.0%,6.00,0,0,,0,0,0,,,,,,0,0
166,2005,2005-11-20,10,32.203,NYJ,@,DEN,L 0-27,*,4,7,1.75,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0
167,2005,2005-11-27,11,32.210,NYJ,,NOR,L 19-21,*,24,91,3.79,0,3,3,8,2.67,0,100.0%,2.67,0,0,,0,0,0,,,,,,0,0
168,2005,2005-12-04,12,32.217,NYJ,@,NWE,L 3-16,*,15,29,1.93,0,7,4,26,6.50,0,57.1%,3.71,0,0,,0,0,0,,,,,,0,0
