ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,25.157,HOU,,NYJ,W 20-0,,,
2,1977,1977-09-25,2,25.164,HOU,@,GNB,W 16-10,,,
3,1977,1977-10-02,3,25.171,HOU,@,MIA,L 7-27,,,
4,1977,1977-10-09,4,25.178,HOU,,PIT,W 27-10,,,
5,1977,1977-10-16,5,25.185,HOU,,CLE,L 23-24,,,
6,1977,1977-10-23,6,25.192,HOU,@,PIT,L 10-27,,,
7,1977,1977-10-30,7,25.199,HOU,@,CIN,L 10-13,,,
8,1977,1977-11-06,8,25.206,HOU,,CHI,W 47-0,,,
9,1977,1977-11-13,9,25.213,HOU,@,OAK,L 29-34,,,
10,1977,1977-11-20,10,25.220,HOU,@,SEA,W 22-10,1,2,0
11,1977,1977-11-27,11,25.227,HOU,,KAN,W 34-20,,,
12,1977,1977-12-04,12,25.234,HOU,,DEN,L 14-24,,,
13,1977,1977-12-11,13,25.241,HOU,@,CLE,W 19-15,,,
14,1977,1977-12-18,14,25.248,HOU,,CIN,W 21-16,,,
