ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1987,1987-10-04,3,24.160,CIN,,SDG,L 9-10,3,25,8.33,0,1,6,6.00,0,1,9,9.00,0
2,1987,1987-10-11,4,24.167,CIN,@,SEA,W 17-10,1,-6,-6.00,0,1,12,12.00,0,0,0,,0
3,1987,1987-10-18,5,24.174,CIN,,CLE,L 0-34,0,0,,0,1,7,7.00,0,0,0,,0
