ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,xpm,xpa,xp_perc,fgm,fga,fg_perc,all_td,scoring
1,1982,1982-09-12,1,23.112,DEN,,SDG,L 3-23,,,,1,1,100.0,0,3
2,1982,1982-09-19,2,23.119,DEN,,SFO,W 24-21,3,3,100.0,1,1,100.0,0,6
3,1982,1982-11-21,3,23.182,DEN,,SEA,L 10-17,1,1,100.0,1,1,100.0,0,4
4,1982,1982-11-28,4,23.189,DEN,@,SDG,L 20-30,2,2,100.0,2,2,100.0,0,8
5,1982,1982-12-05,5,23.196,DEN,,ATL,L 27-34,3,3,100.0,2,2,100.0,0,9
6,1982,1982-12-12,6,23.203,DEN,@,RAM,W 27-24,3,3,100.0,2,2,100.0,0,9
7,1982,1982-12-19,7,23.210,DEN,,KAN,L 16-37,1,2,50.0,1,1,100.0,0,4
8,1982,1982-12-26,8,23.217,DEN,@,RAI,L 10-27,1,1,100.0,1,1,100.0,0,4
9,1982,1983-01-02,9,23.224,DEN,@,SEA,L 11-13,1,1,100.0,,2,0.0,0,1
10,1983,1983-09-04,1,24.104,DEN,@,PIT,W 14-10,2,2,100.0,,,,0,2
11,1983,1983-09-11,2,24.111,DEN,@,BAL,W 17-10,2,2,100.0,1,1,100.0,0,5
12,1983,1983-09-18,3,24.118,DEN,,PHI,L 10-13,1,1,100.0,1,1,100.0,0,4
13,1983,1983-09-25,4,24.125,DEN,,RAI,L 7-22,1,1,100.0,,,,0,1
14,1983,1983-10-02,5,24.132,DEN,@,CHI,L 14-31,2,2,100.0,,,,0,2
15,1983,1983-10-09,6,24.139,DEN,@,HOU,W 26-14,2,2,100.0,4,5,80.0,0,14
16,1983,1983-10-16,7,24.146,DEN,,CIN,W 24-17,3,3,100.0,1,1,100.0,0,6
17,1983,1983-10-23,8,24.153,DEN,,SDG,W 14-6,2,2,100.0,,,,0,2
18,1983,1983-10-30,9,24.160,DEN,,KAN,W 27-24,3,3,100.0,2,4,50.0,0,9
19,1983,1983-11-06,10,24.167,DEN,@,SEA,L 19-27,1,2,50.0,2,3,66.7,0,7
20,1983,1983-11-13,11,24.174,DEN,@,RAI,L 20-22,2,2,100.0,2,2,100.0,0,8
21,1983,1983-11-20,12,24.181,DEN,,SEA,W 38-27,3,3,100.0,5,5,100.0,0,18
22,1983,1983-11-27,13,24.188,DEN,@,SDG,L 7-31,1,1,100.0,,,,0,1
23,1983,1983-12-04,14,24.195,DEN,,CLE,W 27-6,3,3,100.0,2,2,100.0,0,9
24,1983,1983-12-11,15,24.202,DEN,,BAL,W 21-19,3,3,100.0,,,,0,3
25,1983,1983-12-18,16,24.209,DEN,@,KAN,L 17-48,2,2,100.0,1,1,100.0,0,5
26,1984,1984-09-02,1,25.102,DEN,,CIN,W 20-17,2,3,66.7,,,,0,2
27,1984,1984-09-09,2,25.109,DEN,@,CHI,L 0-27,,,,,1,0.0,0,0
28,1984,1984-09-16,3,25.116,DEN,@,CLE,W 24-14,3,3,100.0,1,1,100.0,0,6
29,1984,1984-09-23,4,25.123,DEN,,KAN,W 21-0,3,3,100.0,,1,0.0,0,3
