ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1989,1989-09-10,1,21.056,DET,,PHO,L 13-16,9,71,7.89,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
2,1989,1989-09-17,2,21.063,DET,@,NYG,L 14-24,12,57,4.75,1,,6,96,16.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
3,1989,1989-09-24,3,21.070,DET,,CHI,L 27-47,18,126,7.00,1,,1,10,10.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
4,1989,1989-10-01,4,21.077,DET,,PIT,L 3-23,5,1,0.20,0,,2,11,5.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
5,1989,1989-10-08,5,21.084,DET,@,MIN,L 17-24,23,99,4.30,0,,2,30,15.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
6,1989,1989-10-22,7,21.098,DET,,MIN,L 7-20,15,59,3.93,0,,1,9,9.00,0,,,0,0,,0,0,0,,,,,,1,18,18.00,0,0,0
7,1989,1989-10-29,8,21.105,DET,@,GNB,L 20-23,30,184,6.13,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,41,20.50,0,0,0
8,1989,1989-11-05,9,21.112,DET,@,HOU,L 31-35,19,91,4.79,2,,1,-3,-3.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
9,1989,1989-11-12,10,21.119,DET,,GNB,W 31-22,16,69,4.31,1,,1,20,20.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
10,1989,1989-11-19,11,21.126,DET,@,CIN,L 7-42,18,114,6.33,1,,1,6,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
11,1989,1989-11-23,12,21.130,DET,,CLE,W 13-10,28,145,5.18,0,,2,44,22.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
12,1989,1989-12-03,13,21.140,DET,,NOR,W 21-14,20,72,3.60,1,,2,9,4.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
13,1989,1989-12-10,14,21.147,DET,@,CHI,W 27-17,26,120,4.62,2,,3,39,13.00,0,,,0,0,,0,0,0,,,,,,2,59,29.50,0,2,12
14,1989,1989-12-17,15,21.154,DET,,TAM,W 33-7,21,104,4.95,1,,1,8,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
15,1989,1989-12-24,16,21.161,DET,@,ATL,W 31-24,20,158,7.90,3,,1,3,3.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,18
16,1990,1990-09-09,1,22.055,DET,,TAM,L 21-38,14,79,5.64,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
17,1990,1990-09-16,2,22.062,DET,,ATL,W 21-14,18,55,3.06,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
18,1990,1990-09-23,3,22.069,DET,@,TAM,L 20-23,15,52,3.47,0,,2,24,12.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
19,1990,1990-09-30,4,22.076,DET,,GNB,L 21-24,20,94,4.70,1,,1,11,11.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
20,1990,1990-10-07,5,22.083,DET,@,MIN,W 34-27,15,82,5.47,1,,3,42,14.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
21,1990,1990-10-14,6,22.090,DET,@,KAN,L 24-43,16,90,5.63,1,,5,135,27.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
22,1990,1990-10-28,7,22.104,DET,@,NOR,W 27-10,12,10,0.83,1,,5,72,14.40,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
23,1990,1990-11-04,8,22.111,DET,,WAS,L 38-41,11,104,9.45,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
24,1990,1990-11-11,9,22.118,DET,,MIN,L 7-17,12,62,5.17,0,,3,18,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
25,1990,1990-11-18,10,22.125,DET,@,NYG,L 0-20,11,69,6.27,0,,2,10,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
26,1990,1990-11-22,11,22.129,DET,,DEN,W 40-27,23,147,6.39,1,,3,30,10.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
27,1990,1990-12-02,12,22.139,DET,@,CHI,L 17-23,17,61,3.59,0,,2,32,16.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
28,1990,1990-12-10,13,22.147,DET,,RAI,L 31-38,25,176,7.04,2,,3,16,5.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
29,1990,1990-12-16,14,22.153,DET,,CHI,W 38-21,18,67,3.72,1,,2,26,13.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
30,1990,1990-12-22,15,22.159,DET,@,GNB,W 24-17,19,133,7.00,1,,4,49,12.25,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
31,1990,1990-12-30,16,22.167,DET,@,SEA,L 10-30,9,23,2.56,1,,1,15,15.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
32,1991,1991-09-08,2,23.054,DET,,GNB,W 23-14,18,42,2.33,1,,2,0,0.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
33,1991,1991-09-15,3,23.061,DET,,MIA,W 17-13,32,143,4.47,0,,1,14,14.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
34,1991,1991-09-22,4,23.068,DET,@,IND,W 33-24,30,179,5.97,2,,3,10,3.33,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
35,1991,1991-09-29,5,23.075,DET,,TAM,W 31-3,27,160,5.93,3,,2,2,1.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,3,18
36,1991,1991-10-06,6,23.082,DET,,MIN,W 24-20,25,116,4.64,1,,9,76,8.44,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
37,1991,1991-10-20,7,23.096,DET,@,SFO,L 3-35,7,26,3.71,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
38,1991,1991-10-27,8,23.103,DET,,DAL,W 34-10,21,55,2.62,0,,2,21,10.50,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
39,1991,1991-11-03,9,23.110,DET,@,CHI,L 10-20,18,63,3.50,0,,2,14,7.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
40,1991,1991-11-10,10,23.117,DET,@,TAM,L 21-30,23,118,5.13,2,,6,36,6.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
41,1991,1991-11-17,11,23.124,DET,,RAM,W 21-10,26,57,2.19,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
42,1991,1991-11-24,12,23.131,DET,@,MIN,W 34-14,23,220,9.57,4,,4,31,7.75,0,,,0,0,,0,0,0,,,,,,0,0,,0,4,24
43,1991,1991-11-28,13,23.135,DET,,CHI,W 16-6,19,62,3.26,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
44,1991,1991-12-08,14,23.145,DET,,NYJ,W 34-20,20,114,5.70,2,,4,32,8.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,2,12
45,1991,1991-12-15,15,23.152,DET,@,GNB,W 21-17,27,85,3.15,0,,2,13,6.50,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
46,1991,1991-12-22,16,23.159,DET,@,BUF,W 17-14,26,108,4.15,1,,3,53,17.67,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
47,1992,1992-09-06,1,24.052,DET,@,CHI,L 24-27,19,109,5.74,1,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,,,0,0,,0,1,6
48,1992,1992-09-13,2,24.059,DET,,MIN,W 31-17,26,66,2.54,0,3,2,14,7.00,0,66.7%,4.67,0,0,,0,0,0,,0,,,,0,0,,0,0,0
49,1992,1992-09-20,3,24.066,DET,@,WAS,L 10-13,14,34,2.43,0,5,4,23,5.75,0,80.0%,4.60,0,0,,0,0,0,,0,,,,0,0,,0,0,0
50,1992,1992-09-27,4,24.073,DET,,TAM,L 23-27,20,70,3.50,0,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
51,1992,1992-10-04,5,24.080,DET,,NOR,L 7-13,9,36,4.00,0,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
52,1992,1992-10-15,6,24.091,DET,@,MIN,L 14-31,16,52,3.25,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
53,1992,1992-10-25,7,24.101,DET,@,TAM,W 38-7,21,122,5.81,2,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
54,1992,1992-11-01,8,24.108,DET,,GNB,L 13-27,12,38,3.17,0,6,5,30,6.00,0,83.3%,5.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
55,1992,1992-11-08,9,24.115,DET,,DAL,L 3-37,18,108,6.00,0,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
56,1992,1992-11-15,10,24.122,DET,@,PIT,L 14-17,21,94,4.48,1,4,3,23,7.67,0,75.0%,5.75,0,0,,0,0,0,,0,,,,0,0,,0,1,6
57,1992,1992-11-22,11,24.129,DET,@,CIN,W 19-13,29,151,5.21,1,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
58,1992,1992-11-26,12,24.133,DET,,HOU,L 21-24,22,54,2.45,1,2,2,12,6.00,1,100.0%,6.00,0,0,,0,0,0,,0,,,,0,0,,0,2,12
59,1992,1992-12-06,13,24.143,DET,@,GNB,L 10-38,16,114,7.13,0,4,3,20,6.67,0,75.0%,5.00,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,0,0,,0,0,0
60,1992,1992-12-13,14,24.150,DET,,CLE,W 24-14,30,87,2.90,1,2,2,18,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
61,1992,1992-12-20,15,24.157,DET,,CHI,W 16-3,20,113,5.65,1,3,1,48,48.00,0,33.3%,16.00,0,0,,0,0,0,,0,,,,0,0,,0,1,6
62,1992,1992-12-28,16,24.165,DET,@,SFO,L 6-24,19,104,5.47,0,2,1,4,4.00,0,50.0%,2.00,0,0,,0,0,0,,0,,,,0,0,,0,0,0
63,1993,1993-09-05,1,25.051,DET,,ATL,W 30-13,26,90,3.46,1,2,2,27,13.50,0,100.0%,13.50,0,0,,0,0,0,,,,,,0,0,,0,1,6
64,1993,1993-09-12,2,25.058,DET,@,NWE,W 19-16,32,148,4.63,0,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,,,,,0,0,,0,0,0
65,1993,1993-09-19,3,25.065,DET,@,NOR,L 3-14,16,76,4.75,0,6,5,25,5.00,0,83.3%,4.17,0,0,,0,0,0,,,,,,0,0,,0,0,0
66,1993,1993-09-26,4,25.072,DET,,PHO,W 26-20,23,90,3.91,0,3,2,4,2.00,0,66.7%,1.33,0,0,,0,0,0,,,,,,0,0,,0,0,0
67,1993,1993-10-03,5,25.079,DET,@,TAM,L 10-27,22,130,5.91,1,4,4,21,5.25,0,100.0%,5.25,0,0,,0,0,0,,,,,,0,0,,0,1,6
68,1993,1993-10-17,6,25.093,DET,,SEA,W 30-10,22,101,4.59,0,5,2,24,12.00,0,40.0%,4.80,0,0,,0,0,0,,,,,,0,0,,0,0,0
69,1993,1993-10-24,7,25.100,DET,@,RAM,W 16-13,26,91,3.50,1,6,4,25,6.25,0,66.7%,4.17,0,0,,0,0,0,,,,,,0,0,,0,1,6
70,1993,1993-10-31,8,25.107,DET,@,MIN,W 30-27,14,64,4.57,0,9,8,44,5.50,0,88.9%,4.89,0,0,,0,0,0,,,,,,0,0,,0,0,0
71,1993,1993-11-07,9,25.114,DET,,TAM,W 23-0,29,187,6.45,0,2,2,2,1.00,0,100.0%,1.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
72,1993,1993-11-21,10,25.128,DET,@,GNB,L 17-26,17,75,4.41,0,4,2,8,4.00,0,50.0%,2.00,0,0,,0,0,0,,,,,,0,0,,0,0,0
