ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1987,1987-09-13,1,23.145,HOU,,RAM,W 20-16,0,0,,0,,,,,,,,0,0,,0,,
2,1987,1987-09-20,2,23.152,HOU,@,BUF,L 30-34,0,0,,0,,,,,,,,0,0,,0,,
3,1987,1987-10-25,6,23.187,HOU,,ATL,W 37-33,4,22,5.50,0,,0,0,,0,,,0,0,,0,0,0
4,1987,1987-11-01,7,23.194,HOU,@,CIN,W 31-29,4,1,0.25,1,,0,0,,0,,,1,0,0.00,0,1,6
5,1987,1987-11-08,8,23.201,HOU,@,SFO,L 20-27,4,6,1.50,0,,0,0,,0,,,0,0,,0,0,0
6,1988,1988-09-04,1,24.136,HOU,@,IND,W 17-14,0,0,,0,,,,,,,,0,0,,0,,
7,1988,1988-09-11,2,24.143,HOU,,RAI,W 38-35,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0
8,1988,1988-09-18,3,24.150,HOU,@,NYJ,L 3-45,0,0,,0,,,,,,,,0,0,,0,,
9,1988,1988-09-25,4,24.157,HOU,,NWE,W 31-6,1,2,2.00,0,,0,0,,0,,,0,0,,0,0,0
10,1988,1988-10-02,5,24.164,HOU,@,PHI,L 23-32,0,0,,0,,,,,,,,0,0,,0,,
11,1988,1988-10-09,6,24.171,HOU,,KAN,W 7-6,0,0,,0,,,,,,,,0,0,,0,,
12,1988,1988-10-16,7,24.178,HOU,@,PIT,W 34-14,0,0,,0,,,,,,,,0,0,,0,,
13,1988,1988-10-23,8,24.185,HOU,@,CIN,L 21-44,0,0,,0,,,,,,,,0,0,,0,,
14,1988,1988-10-30,9,24.192,HOU,,WAS,W 41-17,0,0,,0,,,,,,,,0,0,,0,,
15,1988,1988-11-07,10,24.200,HOU,,CLE,W 24-17,0,0,,0,,,,,,,,0,0,,0,,
16,1988,1988-11-13,11,24.206,HOU,@,SEA,L 24-27,0,0,,0,,,,,,,,0,0,,0,,
17,1988,1988-11-20,12,24.213,HOU,,PHO,W 38-20,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0
18,1988,1988-11-24,13,24.217,HOU,@,DAL,W 25-17,0,0,,0,,,,,,,,0,0,,0,,
19,1988,1988-12-04,14,24.227,HOU,,PIT,L 34-37,0,0,,0,,,,,,,,0,0,,0,,
20,1988,1988-12-11,15,24.234,HOU,,CIN,W 41-6,0,0,,0,,,,,,,,0,0,,0,,
21,1988,1988-12-18,16,24.241,HOU,@,CLE,L 23-28,0,0,,0,,0,0,,0,,,1,13,13.00,0,0,0
22,1989,1989-09-10,1,25.142,SFO,@,IND,W 30-24,,,,,,,,,,,,0,0,,0,,
23,1989,1989-09-17,2,25.149,SFO,@,TAM,W 20-16,,,,,,,,,,,,0,0,,0,,
24,1989,1989-09-24,3,25.156,SFO,@,PHI,W 38-28,,,,,,,,,,,,0,0,,0,,
25,1989,1989-10-01,4,25.163,SFO,,RAM,L 12-13,0,0,,0,,0,0,,0,,,1,16,16.00,0,0,0
26,1989,1989-10-08,5,25.170,SFO,@,NOR,W 24-20,,,,,,,,,,,,0,0,,0,,
27,1989,1989-10-15,6,25.177,SFO,@,DAL,W 31-14,,,,,,,,,,,,0,0,,0,,
28,1989,1989-10-22,7,25.184,SFO,,NWE,W 37-20,0,0,,0,,0,0,,0,,,1,19,19.00,0,0,0
