ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks
1,1999,1999-09-12,1,23.253,GNB,,OAK,W 28-24,,
2,1999,1999-09-19,2,23.260,GNB,@,DET,L 15-23,,
3,1999,1999-09-26,3,23.267,GNB,,MIN,W 23-20,,
4,1999,1999-10-10,4,23.281,GNB,,TAM,W 26-23,,
5,1999,1999-11-21,10,23.323,GNB,,DET,W 26-17,,
6,1999,1999-11-29,11,23.331,GNB,@,SFO,W 20-3,,
7,1999,1999-12-05,12,23.337,GNB,@,CHI,W 35-19,,
8,1999,1999-12-12,13,23.344,GNB,,CAR,L 31-33,,
9,1999,1999-12-20,14,23.352,GNB,@,MIN,L 20-24,,
10,1999,1999-12-26,15,23.358,GNB,@,TAM,L 10-29,,
11,1999,2000-01-02,16,24.000,GNB,,ARI,W 49-24,*,0.5
12,2000,2000-09-03,1,24.245,GNB,,NYJ,L 16-20,,
13,2000,2000-09-10,2,24.252,GNB,@,BUF,L 18-27,,
14,2000,2000-09-17,3,24.259,GNB,,PHI,W 6-3,,
15,2000,2000-09-24,4,24.266,GNB,@,ARI,W 29-3,,
16,2000,2000-10-01,5,24.273,GNB,,CHI,L 24-27,*,2.0
17,2000,2000-10-08,6,24.280,GNB,@,DET,L 24-31,,1.0
18,2000,2000-10-15,7,24.287,GNB,,SFO,W 31-28,,1.0
19,2000,2000-10-29,8,24.301,GNB,@,MIA,L 20-28,*,
20,2000,2000-11-06,9,24.309,GNB,,MIN,W 26-20,,1.0
21,2000,2000-11-12,10,24.315,GNB,@,TAM,L 15-20,,
22,2000,2000-11-19,11,24.322,GNB,,IND,W 26-24,,
23,2000,2000-11-27,12,24.330,GNB,@,CAR,L 14-31,*,
24,2000,2000-12-03,13,24.336,GNB,@,CHI,W 28-6,*,
25,2000,2000-12-10,14,24.343,GNB,,DET,W 26-13,*,
26,2000,2000-12-17,15,24.350,GNB,@,MIN,W 33-28,*,
27,2000,2000-12-24,16,24.357,GNB,,TAM,W 17-14,,
28,2001,2001-10-14,5,25.285,GNB,,BAL,W 31-23,,
29,2001,2001-10-21,6,25.292,GNB,@,MIN,L 13-35,,
30,2001,2001-11-04,7,25.306,GNB,,TAM,W 21-20,,
31,2001,2001-11-11,8,25.313,GNB,@,CHI,W 20-12,,
32,2001,2001-11-18,9,25.320,GNB,,ATL,L 20-23,,
33,2001,2001-11-22,10,25.324,GNB,@,DET,W 29-27,,
34,2001,2001-12-03,11,25.335,GNB,@,JAX,W 28-21,,
35,2001,2001-12-09,12,25.341,GNB,,CHI,W 17-7,*,
36,2001,2001-12-16,13,25.348,GNB,@,TEN,L 20-26,*,
37,2001,2001-12-23,14,25.355,GNB,,CLE,W 30-7,,
38,2001,2001-12-30,15,25.362,GNB,,MIN,W 24-13,*,
39,2001,2002-01-06,16,26.004,GNB,@,NYG,W 34-25,*,
40,2002,2002-09-08,1,26.249,GNB,,ATL,W 37-34,*,
41,2002,2002-09-15,2,26.256,GNB,@,NOR,L 20-35,*,
42,2002,2002-09-22,3,26.263,GNB,@,DET,W 37-31,*,1.0
43,2002,2002-09-29,4,26.270,GNB,,CAR,W 17-14,*,2.0
44,2002,2002-10-07,5,26.278,GNB,@,CHI,W 34-21,*,
45,2002,2002-10-13,6,26.284,GNB,@,NWE,W 28-10,*,0.5
46,2002,2002-10-20,7,26.291,GNB,,WAS,W 30-9,*,
47,2002,2002-11-04,8,26.306,GNB,,MIA,W 24-10,*,1.0
48,2002,2002-11-24,11,26.326,GNB,@,TAM,L 7-21,*,
49,2002,2002-12-01,12,26.333,GNB,,CHI,W 30-20,*,1.0
50,2002,2002-12-08,13,26.340,GNB,,MIN,W 26-22,*,
51,2002,2002-12-15,14,26.347,GNB,@,SFO,W 20-14,*,
52,2002,2002-12-22,15,26.354,GNB,,BUF,W 10-0,*,
