ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
72,1984,1984-10-21,8,28.199,SFO,@,HOU,W 34-21,,,,,,,,,,,,,,
73,1984,1984-10-28,9,28.206,SFO,@,RAM,W 33-0,,,,,,,,,,,,,,
74,1984,1984-11-04,10,28.213,SFO,,CIN,W 23-17,,,,,,,,,,,,,,
75,1984,1984-11-11,11,28.220,SFO,@,CLE,W 41-7,,,,,,,,,,,,,,
76,1984,1984-11-18,12,28.227,SFO,,TAM,W 24-17,0,0,,0,0,0,,0,0,0,0.0,1,13,0
77,1984,1984-11-25,13,28.234,SFO,@,NOR,W 35-3,,,,,,,,,,,,,,
78,1984,1984-12-02,14,28.241,SFO,@,ATL,W 35-17,,,,,,,,,,,,,,
79,1984,1984-12-08,15,28.247,SFO,,MIN,W 51-7,,,,,,,,,,,,,,
80,1984,1984-12-14,16,28.253,SFO,,RAM,W 19-16,,,,,,,,,,,,,,
81,1985,1985-09-08,1,29.156,SFO,@,MIN,L 21-28,,,,,,,,,,,,,,
82,1985,1985-09-15,2,29.163,SFO,,ATL,W 35-16,0,0,,0,0,0,,0,0,0,1.0,0,0,0
83,1985,1985-09-22,3,29.170,SFO,@,RAI,W 34-10,,,,,,,,,,,,,,
84,1985,1985-09-29,4,29.177,SFO,,NOR,L 17-20,0,0,,0,0,0,,0,0,0,0.0,1,25,0
85,1985,1985-10-06,5,29.184,SFO,@,ATL,W 38-17,,,,,,,,,,,,,,
86,1985,1985-10-13,6,29.191,SFO,,CHI,L 10-26,,,,,,,,,,,,,,
87,1985,1985-10-20,7,29.198,SFO,@,DET,L 21-23,,,,,,,,,,,,,,
88,1985,1985-10-27,8,29.205,SFO,@,RAM,W 28-14,0,0,,0,0,0,,0,0,0,0.0,1,22,0
89,1985,1985-11-03,9,29.212,SFO,,PHI,W 24-13,,,,,,,,,,,,,,
90,1985,1985-11-11,10,29.220,SFO,@,DEN,L 16-17,,,,,,,,,,,,,,
91,1985,1985-11-17,11,29.226,SFO,,KAN,W 31-3,,,,,,,,,,,,,,
92,1985,1985-11-25,12,29.234,SFO,,SEA,W 19-6,,,,,,,,,,,,,,
93,1985,1985-12-01,13,29.240,SFO,@,WAS,W 35-8,0,0,,0,0,0,,0,0,0,0.0,1,6,0
94,1985,1985-12-09,14,29.248,SFO,,RAM,L 20-27,,,,,,,,,,,,,,
95,1985,1985-12-15,15,29.254,SFO,@,NOR,W 31-19,,,,,,,,,,,,,,
96,1985,1985-12-22,16,29.261,SFO,,DAL,W 31-16,0,0,,0,0,0,,0,0,0,0.0,1,15,0
97,1986,1986-10-26,8,30.204,IND,,MIA,L 13-17,,,,,,,,,,,,,,
98,1986,1986-11-02,9,30.211,IND,,CLE,L 9-24,,,,,,,,,,,,,,
99,1986,1986-11-09,10,30.218,IND,,NWE,L 21-30,0,0,,0,0,0,,0,0,0,0.0,1,0,0
100,1986,1986-11-16,11,30.225,IND,@,NYJ,L 16-31,,,,,,,,,,,,,,
101,1986,1986-11-23,12,30.232,IND,@,HOU,L 17-31,,,,,,,,,,,,,,
102,1986,1986-11-30,13,30.239,IND,,SDG,L 3-17,,,,,,,,,,,,,,
103,1986,1986-12-07,14,30.246,IND,@,ATL,W 28-23,,,,,,,,,,,,,,
104,1986,1986-12-14,15,30.253,IND,,BUF,W 24-14,0,0,,0,0,0,,0,0,0,0.0,1,16,0
105,1986,1986-12-21,16,30.260,IND,@,RAI,W 30-24,,,,,,,,,,,,,,
