ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,1973,1973-09-16,1,24.122,NOR,,ATL,L 7-62,,,,,,,,,,
2,1973,1973-09-24,2,24.130,NOR,@,DAL,L 3-40,1,14,14.00,0,0,0,,0,0,0
3,1973,1973-09-30,3,24.136,NOR,@,BAL,L 10-14,3,89,29.67,0,0,0,,0,0,0
4,1973,1973-10-07,4,24.143,NOR,,CHI,W 21-16,1,45,45.00,0,1,13,13.00,0,0,0
5,1973,1973-10-14,5,24.150,NOR,,DET,W 20-13,2,31,15.50,0,0,0,,0,0,0
6,1973,1973-10-21,6,24.157,NOR,@,SFO,L 0-40,,,,,,,,,,
7,1973,1973-10-28,7,24.164,NOR,,WAS,W 19-3,0,0,,0,1,-7,-7.00,0,0,0
8,1973,1973-11-04,8,24.171,NOR,,BUF,W 13-0,1,11,11.00,0,0,0,,0,0,0
9,1973,1973-11-11,9,24.178,NOR,@,RAM,L 7-29,2,85,42.50,1,0,0,,0,1,6
10,1973,1973-11-18,10,24.185,NOR,@,SDG,L 14-17,3,24,8.00,1,0,0,,0,1,6
11,1973,1973-11-25,11,24.192,NOR,,RAM,L 13-24,5,44,8.80,0,0,0,,0,0,0
12,1973,1973-12-02,12,24.199,NOR,@,GNB,L 10-30,2,37,18.50,1,0,0,,0,1,6
13,1973,1973-12-09,13,24.206,NOR,,SFO,W 16-10,2,40,20.00,1,1,-3,-3.00,0,1,6
14,1973,1973-12-16,14,24.213,NOR,@,ATL,L 10-14,1,27,27.00,0,0,0,,0,0,0
15,1974,1974-09-15,1,25.121,CLE,@,CIN,L 7-33,1,1,1.00,0,0,0,,0,0,0
16,1974,1974-09-22,2,25.128,CLE,,HOU,W 20-7,1,15,15.00,0,0,0,,0,0,0
17,1974,1974-09-29,3,25.135,CLE,@,STL,L 7-29,3,37,12.33,0,0,0,,0,0,0
18,1974,1974-10-06,4,25.142,CLE,,OAK,L 24-40,1,21,21.00,0,0,0,,0,0,0
19,1974,1974-10-13,5,25.149,CLE,,CIN,L 24-34,,,,,,,,,,
