ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,def_int,def_int_yds,def_int_td
1,1967,1967-10-29,7,24.022,DAL,@,PHI,L 14-21,0,0,,0,0,0,,0,1,49,0
2,1967,1967-11-05,8,24.029,DAL,,ATL,W 37-7,0,0,,0,0,0,,0,1,23,0
3,1967,1967-11-19,10,24.043,DAL,,WAS,L 20-27,0,0,,0,0,0,,0,1,0,0
4,1967,1967-11-23,11,24.047,DAL,,STL,W 46-21,0,0,,0,0,0,,0,1,0,0
5,1967,1967-12-10,13,24.064,DAL,,PHI,W 38-17,0,0,,0,0,0,,0,1,16,0
6,1968,1968-09-29,3,24.358,DAL,@,PHI,W 45-13,0,0,,0,0,0,,0,1,0,0
7,1968,1968-10-13,5,25.006,DAL,,PHI,W 34-14,0,0,,0,0,0,,0,1,3,0
8,1968,1968-10-28,7,25.021,DAL,,GNB,L 17-28,0,0,,0,0,0,,0,1,0,0
9,1969,1969-09-28,2,25.356,DAL,@,NOR,W 21-17,0,0,,0,1,0,0.00,0,0,0,0
10,1969,1969-12-07,12,26.061,DAL,@,PIT,W 10-7,1,0,0.00,0,0,0,,0,0,0,0
