ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,2011,2011-10-17,6,24.296,NYJ,,MIA,W 24-6,,0,0,0,,0,0.0%,,1,16,16.00,0,0,0
2,2011,2011-10-23,7,24.302,NYJ,,SDG,W 27-21,,,,,,,0.0%,,,,,,,
3,2011,2011-11-06,8,24.316,NYJ,@,BUF,W 27-11,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0
4,2011,2011-11-13,9,24.323,NYJ,,NWE,L 16-37,,0,0,0,,0,0.0%,,1,15,15.00,0,0,0
5,2011,2011-11-17,10,24.327,NYJ,@,DEN,L 13-17,,0,0,0,,0,0.0%,,0,0,,0,0,0
6,2011,2011-11-27,11,24.337,NYJ,,BUF,W 28-24,,,,,,,0.0%,,,,,,,
7,2011,2011-12-04,12,24.344,NYJ,@,WAS,W 34-19,,0,0,0,,0,0.0%,,1,29,29.00,0,0,0
8,2011,2011-12-11,13,24.351,NYJ,,KAN,W 37-10,,1,1,17,17.00,0,100.0%,17.00,0,0,,0,0,0
9,2011,2011-12-18,14,24.358,NYJ,@,PHI,L 19-45,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0
10,2011,2011-12-24,15,24.364,NYJ,,NYG,L 14-29,,1,1,5,5.00,1,100.0%,5.00,0,0,,0,1,6
11,2011,2012-01-01,16,25.007,NYJ,@,MIA,L 17-19,,,,,,,0.0%,,,,,,,
