ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1960,1960-09-16,2,23.055,DTX,@,OAK,W 34-16,0,0,2,1,0
2,1960,1960-09-25,3,23.064,DTX,,LAC,W 17-0,,,0,6,0
3,1960,1960-10-09,5,23.078,DTX,,OAK,L 19-20,1,6,1,80,1
4,1960,1960-11-13,9,23.113,DTX,,DEN,W 34-7,1,6,1,39,1
5,1960,1960-12-04,12,23.134,DTX,,HOU,W 24-0,0,0,1,11,0
6,1960,1960-12-18,14,23.148,DTX,,BUF,W 24-7,0,0,1,19,0
7,1961,1961-10-15,5,24.084,DTX,@,BUF,L 24-27,0,0,1,10,0
8,1961,1961-10-29,7,24.098,DTX,,BOS,L 17-18,0,0,1,0,0
9,1961,1961-11-12,9,24.112,DTX,,BUF,L 20-30,0,0,1,12,0
10,1961,1961-11-26,11,24.126,DTX,,OAK,W 43-11,0,0,1,15,0
11,1961,1961-12-03,12,24.133,DTX,@,NYT,L 7-28,0,0,1,13,0
