ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1972,1972-10-15,5,23.100,CLE,,CHI,L 0-17,3,62,20.67,0,3,3,1.00,0
2,1972,1972-10-22,6,23.107,CLE,@,HOU,W 23-17,2,58,29.00,0,1,16,16.00,0
3,1972,1972-10-29,7,23.114,CLE,@,DEN,W 27-20,1,18,18.00,0,1,16,16.00,0
4,1972,1972-11-05,8,23.121,CLE,,HOU,W 20-0,0,0,,0,3,8,2.67,0
5,1972,1972-11-13,9,23.129,CLE,@,SDG,W 21-17,3,51,17.00,0,1,-1,-1.00,0
6,1972,1972-11-19,10,23.135,CLE,,PIT,W 26-24,0,0,,0,1,-4,-4.00,0
7,1972,1972-11-26,11,23.142,CLE,,BUF,W 27-10,0,0,,0,3,1,0.33,0
8,1972,1972-12-03,12,23.149,CLE,@,PIT,L 0-30,0,0,,0,1,5,5.00,0
9,1972,1972-12-17,14,23.163,CLE,@,NYJ,W 26-10,1,33,33.00,0,2,52,26.00,0
