ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,2015,2015-09-13,1,22.039,WAS,,MIA,L 10-17,,0.0,0,0,0,0,0
2,2016,2016-09-12,1,23.038,WAS,,PIT,L 16-38,,0.0,0,0,0,0,0
3,2016,2016-10-02,4,23.058,WAS,,CLE,W 31-20,,0.0,0,0,0,0,0
4,2016,2016-10-09,5,23.065,WAS,@,BAL,W 16-10,,0.0,0,0,0,0,0
5,2016,2016-10-16,6,23.072,WAS,,PHI,W 27-20,,0.0,0,0,0,0,0
6,2016,2016-10-23,7,23.079,WAS,@,DET,L 17-20,,0.0,0,0,0,0,0
7,2016,2016-10-30,8,23.086,WAS,@,CIN,T 27-27,,0.0,0,0,0,0,0
8,2016,2016-11-13,9,23.100,WAS,,MIN,W 26-20,,0.0,0,0,0,0,0
9,2016,2016-11-20,10,23.107,WAS,,GNB,W 42-24,,0.0,0,1,1,8,0
10,2016,2016-11-24,11,23.111,WAS,@,DAL,L 26-31,,0.0,0,0,0,0,0
11,2016,2016-12-04,12,23.121,WAS,@,ARI,L 23-31,,0.0,0,0,0,0,0
12,2016,2016-12-11,13,23.128,WAS,@,PHI,W 27-22,,0.0,1,0,0,0,0
13,2016,2016-12-19,14,23.136,WAS,,CAR,L 15-26,*,0.0,9,4,0,0,0
14,2016,2016-12-24,15,23.141,WAS,@,CHI,W 41-21,,0.0,3,0,0,0,0
15,2016,2017-01-01,16,23.149,WAS,,NYG,L 10-19,,0.0,0,0,0,0,0
16,2017,2017-09-10,1,24.036,WAS,,PHI,L 17-30,,0.0,0,0,0,0,0
17,2017,2017-09-17,2,24.043,WAS,@,LAR,W 27-20,,0.0,0,0,0,0,0
18,2017,2017-09-24,3,24.050,WAS,,OAK,W 27-10,,0.0,3,6,0,0,0
19,2017,2017-10-02,4,24.058,WAS,@,KAN,L 20-29,*,0.0,6,2,0,0,0
20,2017,2017-10-15,5,24.071,WAS,,SFO,W 26-24,,0.0,0,0,0,0,0
21,2017,2017-10-23,6,24.079,WAS,@,PHI,L 24-34,,0.0,0,0,0,0,0
22,2017,2017-10-29,7,24.085,WAS,,DAL,L 19-33,*,0.0,4,2,0,0,0
23,2017,2017-11-05,8,24.092,WAS,@,SEA,W 17-14,,0.0,0,0,0,0,0
24,2017,2017-11-12,9,24.099,WAS,,MIN,L 30-38,,0.0,2,5,0,0,0
25,2017,2017-11-19,10,24.106,WAS,@,NOR,L 31-34,*,0.0,3,4,0,0,0
26,2017,2017-11-30,12,24.117,WAS,@,DAL,L 14-38,,0.0,1,0,0,0,0
27,2017,2017-12-10,13,24.127,WAS,@,LAC,L 13-30,,0.0,2,0,0,0,0
28,2017,2017-12-17,14,24.134,WAS,,ARI,W 20-15,*,0.0,6,2,0,0,0
29,2017,2017-12-24,15,24.141,WAS,,DEN,W 27-11,*,0.0,5,3,0,0,0
30,2017,2017-12-31,16,24.148,WAS,@,NYG,L 10-18,*,0.0,9,4,0,0,0
