ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1980,1980-09-07,1,22.347,STL,,NYG,L 35-41,,,,,
2,1980,1980-09-14,2,22.354,STL,@,SFO,L 21-24,,,,,
3,1980,1980-09-21,3,22.361,STL,@,DET,L 7-20,,,,,
4,1980,1980-09-28,4,23.002,STL,,PHI,W 24-14,,,,,
5,1980,1980-10-05,5,23.009,STL,@,NOR,W 40-7,,,,,
6,1980,1980-10-12,6,23.016,STL,,RAM,L 13-21,,,,,
7,1980,1980-10-19,7,23.023,STL,@,WAS,L 0-23,,,,,
8,1980,1980-10-26,8,23.030,STL,@,BAL,W 17-10,,,,,
9,1980,1980-11-02,9,23.037,STL,,DAL,L 24-27,,,,,
10,1980,1980-11-09,10,23.044,STL,,ATL,L 27-33,,,,,
11,1980,1980-11-16,11,23.051,STL,@,DAL,L 21-31,,,,,
12,1980,1980-11-23,12,23.058,STL,,KAN,L 13-21,,,,,
13,1980,1980-11-30,13,23.065,STL,@,NYG,W 23-7,,,,,
14,1980,1980-12-07,14,23.072,STL,,DET,W 24-23,,,,,
15,1980,1980-12-14,15,23.079,STL,@,PHI,L 3-17,0,27,,0,
16,1980,1980-12-21,16,23.086,STL,,WAS,L 7-31,,,,,
17,1981,1981-09-06,1,23.345,STL,,MIA,L 7-20,,,,,
18,1981,1981-09-13,2,23.352,STL,@,DAL,L 17-30,,,,,
19,1981,1981-09-20,3,23.359,STL,,WAS,W 40-30,,,,,
20,1981,1981-09-27,4,24.001,STL,@,TAM,L 10-20,,,,,
21,1981,1981-10-04,5,24.008,STL,,DAL,W 20-17,,,,,
22,1981,1981-10-11,6,24.015,STL,@,NYG,L 14-34,,,,,
23,1981,1981-10-18,7,24.022,STL,@,ATL,L 20-41,,,,,
24,1981,1981-10-25,8,24.029,STL,,MIN,W 30-17,,,,,
25,1981,1981-11-15,11,24.050,STL,,BUF,W 24-0,,,,,
26,1981,1981-11-22,12,24.057,STL,@,BAL,W 35-24,,,,,
27,1981,1981-11-29,13,24.064,STL,@,NWE,W 27-20,,,,,
28,1981,1981-12-06,14,24.071,STL,,NOR,W 30-3,,,,,
29,1981,1981-12-13,15,24.078,STL,,NYG,L 10-20,,,,,
