ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1967,1967-11-19,10,22.319,CLE,,MIN,W 14-10,1,0,0.00,0,0,0,0,0,0
2,1969,1969-09-28,2,24.267,CHI,@,STL,L 17-20,0,0,,0,0,0,1,0,0
3,1969,1969-11-09,8,24.309,CHI,,PIT,W 38-7,0,0,,0,0,0,1,0,0
4,1969,1969-11-23,10,24.323,CHI,,BAL,L 21-24,0,0,,0,1,6,1,22,1
