ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2007,2007-09-23,3,23.328,BUF,@,NWE,L 7-38,,10,20,50.00,97,0,1,43.1,1,9,4.85,2.60,1,0,0.00,0,0,0
2,2007,2007-09-30,4,23.335,BUF,,NYJ,W 17-14,*,22,28,78.57,234,1,1,98.5,2,16,8.36,7.46,1,-1,-1.00,0,0,0
3,2007,2007-10-08,5,23.343,BUF,,DAL,L 24-25,*,23,31,74.19,176,0,1,74.1,3,28,5.68,4.23,1,6,6.00,0,0,0
4,2007,2007-10-21,6,23.356,BUF,,BAL,W 19-14,*,11,21,52.38,153,0,1,56.3,2,14,7.29,5.14,0,0,,0,0,0
5,2007,2007-10-28,7,23.363,BUF,@,NYJ,W 13-3,*,14,21,66.67,130,0,1,63.6,1,4,6.19,4.05,1,2,2.00,0,0,0
6,2007,2007-12-02,12,24.033,BUF,@,WAS,W 17-16,*,22,36,61.11,257,0,0,82.8,0,0,7.14,7.14,2,4,2.00,0,0,0
7,2007,2007-12-09,13,24.040,BUF,,MIA,W 38-17,*,11,23,47.83,165,4,0,111.4,0,0,7.17,10.65,2,2,1.00,0,0,0
8,2007,2007-12-16,14,24.047,BUF,@,CLE,L 0-8,*,13,33,39.39,124,0,0,50.6,0,0,3.76,3.76,1,12,12.00,0,0,0
9,2007,2007-12-23,15,24.054,BUF,,NYG,L 21-38,*,9,26,34.62,161,2,3,42.8,3,34,6.19,2.54,2,7,3.50,0,0,0
10,2007,2007-12-30,16,24.061,BUF,@,PHI,L 9-17,*,16,30,53.33,133,0,0,65.0,0,0,4.43,4.43,3,17,5.67,0,0,0
11,2008,2008-09-07,1,24.313,BUF,,SEA,W 34-10,*,19,30,63.33,215,1,0,95.8,1,2,7.17,7.83,1,-1,-1.00,0,0,0
12,2008,2008-09-14,2,24.320,BUF,@,JAX,W 20-16,*,20,25,80.00,239,1,0,119.8,3,29,9.56,10.36,1,-1,-1.00,0,0,0
13,2008,2008-09-21,3,24.327,BUF,,OAK,W 24-23,*,24,39,61.54,279,1,1,81.0,3,17,7.15,6.51,2,9,4.50,0,0,0
14,2008,2008-09-28,4,24.334,BUF,@,STL,W 31-14,*,15,25,60.00,197,1,1,81.6,4,31,7.88,6.88,5,8,1.60,0,0,0
15,2008,2008-10-05,5,24.341,BUF,@,ARI,L 17-41,*,3,3,100.00,18,0,0,91.7,0,0,6.00,6.00,0,0,,0,0,0
16,2008,2008-10-19,6,24.355,BUF,,SDG,W 23-14,*,25,30,83.33,261,1,0,114.0,0,0,8.70,9.37,4,6,1.50,0,0,0
17,2008,2008-10-26,7,24.362,BUF,@,MIA,L 16-25,*,21,35,60.00,227,0,1,67.2,2,7,6.49,5.20,4,17,4.25,0,0,0
18,2008,2008-11-02,8,25.003,BUF,,NYJ,L 17-26,*,24,35,68.57,289,1,2,79.3,5,27,8.26,6.26,1,-1,-1.00,0,0,0
19,2008,2008-11-09,9,25.010,BUF,@,NWE,L 10-20,*,13,23,56.52,120,1,2,49.2,2,12,5.22,2.17,0,0,,0,0,0
20,2008,2008-11-17,10,25.018,BUF,,CLE,L 27-29,*,16,26,61.54,148,1,3,50.3,0,0,5.69,1.27,3,7,2.33,1,1,6
21,2008,2008-11-23,11,25.024,BUF,@,KAN,W 54-31,*,24,32,75.00,273,2,0,121.0,0,0,8.53,9.78,6,38,6.33,2,2,12
22,2008,2008-11-30,12,25.031,BUF,,SFO,L 3-10,*,10,21,47.62,112,0,0,64.0,0,0,5.33,5.33,3,5,1.67,0,0,0
23,2008,2008-12-21,15,25.052,BUF,@,DEN,W 30-23,*,17,25,68.00,193,1,0,104.2,1,5,7.72,8.52,2,10,5.00,0,0,0
24,2008,2008-12-28,16,25.059,BUF,,NWE,L 0-13,*,14,25,56.00,128,0,0,70.1,2,13,5.12,5.12,4,20,5.00,0,0,0
25,2009,2009-09-14,1,25.319,BUF,@,NWE,L 24-25,*,15,25,60.00,212,2,0,114.1,4,26,8.48,10.08,2,25,12.50,0,0,0
26,2009,2009-09-20,2,25.325,BUF,,TAM,W 33-20,*,21,31,67.74,230,2,1,97.5,2,10,7.42,7.26,3,24,8.00,0,0,0
27,2009,2009-09-27,3,25.332,BUF,,NOR,L 7-27,*,20,35,57.14,156,0,1,56.4,4,27,4.46,3.17,2,13,6.50,0,0,0
28,2009,2009-10-04,4,25.339,BUF,@,MIA,L 10-38,*,14,26,53.85,192,1,3,51.0,6,32,7.38,2.96,0,0,,0,0,0
29,2009,2009-10-11,5,25.346,BUF,,CLE,L 3-6,*,16,31,51.61,152,0,1,52.1,2,9,4.90,3.45,4,40,10.00,0,0,0
30,2009,2009-10-18,6,25.353,BUF,@,NYJ,W 16-13,*,5,5,100.00,43,0,0,102.5,1,5,8.60,8.60,0,0,,0,0,0
31,2009,2009-11-15,9,26.016,BUF,@,TEN,L 17-41,*,18,28,64.29,185,1,1,80.2,2,11,6.61,5.71,3,4,1.33,0,0,0
32,2009,2009-12-20,14,26.051,BUF,,NWE,L 10-17,,1,2,50.00,-1,0,0,56.2,2,19,-0.50,-0.50,0,0,,0,0,0
33,2010,2010-09-12,1,26.317,BUF,,MIA,L 10-15,*,18,34,52.94,139,1,0,73.0,3,23,4.09,4.68,2,12,6.00,0,0,0
34,2010,2010-09-19,2,26.324,BUF,@,GNB,L 7-34,*,11,18,61.11,102,0,2,37.0,4,40,5.67,0.67,3,12,4.00,0,0,0
35,2010,2010-10-18,6,26.353,JAX,,TEN,L 3-30,,14,24,58.33,140,0,2,40.3,2,16,5.83,2.08,5,16,3.20,0,0,0
36,2010,2010-10-24,7,26.359,JAX,@,KAN,L 20-42,,,,,,,,,0,,,,,,,,,
37,2010,2011-01-02,16,27.064,JAX,@,HOU,L 17-34,*,12,25,48.00,140,1,1,62.1,2,16,5.60,4.60,4,18,4.50,0,0,0
38,2012,2012-12-30,16,29.061,PHI,@,NYG,L 7-42,,2,2,100.00,14,0,0,95.8,0,0,7.00,7.00,0,0,,0,0,0
