ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1991,1991-09-01,1,26.189,GNB,,PHI,L 3-20,0,0,,0,0,0,,0,0,0,,,,,,8,337,42.13,0
2,1991,1991-09-08,2,26.196,GNB,@,DET,L 14-23,0,0,,0,0,0,,0,0,0,,,,,,4,170,42.50,0
3,1991,1991-09-15,3,26.203,GNB,,TAM,W 15-13,0,0,,0,0,0,,0,0,0,,,,,,7,274,39.14,0
4,1991,1991-09-22,4,26.210,GNB,@,MIA,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,6,255,42.50,0
5,1991,1991-09-29,5,26.217,GNB,@,RAM,L 21-23,0,0,,0,0,0,,0,0,0,,,,,,4,159,39.75,0
6,1991,1991-10-06,6,26.224,GNB,,DAL,L 17-20,0,0,,0,0,0,,0,0,0,,,,,,5,184,36.80,0
7,1991,1991-10-17,7,26.235,GNB,,CHI,L 0-10,0,0,,0,0,0,,0,0,0,,,,,,8,325,40.63,0
8,1991,1991-10-27,8,26.245,GNB,@,TAM,W 27-0,0,0,,0,0,0,,0,0,0,,,,,,6,275,45.83,0
9,1991,1991-11-03,9,26.252,GNB,@,NYJ,L 16-19,0,0,,0,0,0,,0,0,0,,,,,,4,155,38.75,0
10,1991,1991-11-10,10,26.259,GNB,,BUF,L 24-34,0,0,,0,0,0,,0,0,0,,,,,,5,195,39.00,0
11,1991,1991-11-17,11,26.266,GNB,,MIN,L 21-35,0,0,,0,0,0,,0,0,0,,,,,,3,148,49.33,0
12,1991,1991-11-24,12,26.273,GNB,,IND,W 14-10,0,0,,0,0,0,,0,0,0,,,,,,6,202,33.67,0
13,1991,1991-12-01,13,26.280,GNB,@,ATL,L 31-35,1,0,0.00,0,0,0,,0,0,0,,,,,,3,137,45.67,0
14,1991,1991-12-08,14,26.287,GNB,@,CHI,L 13-27,0,0,,0,0,0,,0,0,0,,,,,,4,171,42.75,0
15,1991,1991-12-15,15,26.294,GNB,,DET,L 17-21,0,0,,0,0,0,,0,0,0,,,,,,9,290,32.22,0
16,1991,1991-12-21,16,26.300,GNB,@,MIN,W 27-7,0,0,,0,0,0,,0,0,0,,,,,,4,196,49.00,0
17,1992,1992-09-06,1,27.195,GNB,,MIN,L 20-23,0,0,,0,0,0,,0,0,0,,0,,,,7,275,39.29,0
18,1992,1992-09-13,2,27.202,GNB,@,TAM,L 3-31,0,0,,0,0,0,,0,0,0,,0,,,,4,148,37.00,0
19,1992,1992-09-20,3,27.209,GNB,,CIN,W 24-23,0,0,,0,0,0,,0,0,0,,0,,,,5,256,51.20,0
20,1992,1992-09-27,4,27.216,GNB,,PIT,W 17-3,0,0,,0,0,0,,0,0,0,,0,,,,5,196,39.20,0
21,1992,1992-10-04,5,27.223,GNB,@,ATL,L 10-24,0,0,,0,0,0,,0,0,0,,0,,,,3,115,38.33,0
22,1992,1992-10-18,6,27.237,GNB,@,CLE,L 6-17,0,0,,0,0,0,,0,0,0,,0,,,,3,81,27.00,0
23,1992,1992-10-25,7,27.244,GNB,,CHI,L 10-30,0,0,,0,0,0,,0,0,0,,0,,,,4,123,30.75,0
24,1992,1992-11-01,8,27.251,GNB,@,DET,W 27-13,0,0,,0,0,0,,0,0,0,,0,,,,1,47,47.00,1
25,1992,1992-11-08,9,27.258,GNB,@,NYG,L 7-27,0,0,,0,0,1,0.00,0,0,0,39.6,0,0,0.00,0.00,4,145,36.25,1
26,1993,1993-09-26,4,28.214,RAM,@,HOU,W 28-13,0,0,,0,0,0,,0,0,0,,,,,,5,180,36.00,0
27,1993,1993-10-03,5,28.221,RAM,,NOR,L 6-37,0,0,,0,0,0,,0,0,0,,,,,,6,248,41.33,0
28,1993,1993-10-14,6,28.232,RAM,@,ATL,L 24-30,0,0,,0,0,0,,0,0,0,,,,,,2,41,20.50,0
29,1993,1993-10-24,7,28.242,RAM,,DET,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,4,178,44.50,0
30,1993,1993-10-31,8,28.249,RAM,@,SFO,L 17-40,0,0,,0,0,0,,0,0,0,,,,,,4,148,37.00,0
