ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-10-19,7,22.304,ARI,@,PHI,L 10-13,,5,9,55.56,98,1,0,130.8,2,0,10.89,13.11,3,22,7.33,0,0,0,0,,0,0.0%,,0,0
2,1997,1997-10-26,8,22.311,ARI,,TEN,L 14-41,*,21,40,52.50,195,2,4,43.2,6,0,4.88,1.38,6,34,5.67,0,0,0,0,,0,0.0%,,0,0
3,1997,1997-11-02,9,22.318,ARI,,PHI,W 31-21,*,7,18,38.89,132,1,1,60.4,4,0,7.33,5.94,3,17,5.67,0,0,0,0,,0,0.0%,,0,0
4,1997,1997-11-09,10,22.325,ARI,@,DAL,L 6-24,*,13,22,59.09,148,0,0,79.4,8,0,6.73,6.73,7,51,7.29,0,0,0,0,,0,0.0%,,0,0
5,1997,1997-11-16,11,22.332,ARI,@,NYG,L 10-19,*,22,33,66.67,388,1,2,91.5,8,0,11.76,9.64,3,16,5.33,0,0,0,0,,0,0.0%,,0,0
6,1997,1997-11-23,12,22.339,ARI,@,BAL,W 16-13,*,19,34,55.88,218,1,2,60.7,2,0,6.41,4.35,5,19,3.80,0,0,0,0,,0,0.0%,,0,0
7,1997,1997-11-30,13,22.346,ARI,,PIT,L 20-26,*,15,26,57.69,270,2,0,119.1,10,0,10.38,11.92,3,19,6.33,0,0,0,0,,0,0.0%,,0,0
8,1997,1997-12-07,14,22.353,ARI,,WAS,L 28-38,*,19,38,50.00,337,4,2,93.9,5,0,8.87,8.61,3,9,3.00,0,0,0,0,,0,0.0%,,0,0
9,1997,1997-12-14,15,22.360,ARI,@,NOR,L 10-27,*,17,37,45.95,180,0,2,38.1,5,0,4.86,2.43,3,21,7.00,1,1,1,2,2.00,0,100.0%,2.00,1,6
10,1997,1997-12-21,16,23.002,ARI,,ATL,W 29-26,*,19,39,48.72,237,3,2,72.3,2,0,6.08,5.31,3,8,2.67,1,0,0,0,,0,0.0%,,1,6
11,1998,1998-09-06,1,23.261,ARI,@,DAL,L 10-38,*,14,33,42.42,166,0,0,58.4,2,8,5.03,5.03,3,8,2.67,1,0,0,0,,0,0.0%,,1,6
12,1998,1998-09-13,2,23.268,ARI,@,SEA,L 14-33,*,22,36,61.11,204,1,3,51.2,7,41,5.67,2.47,3,23,7.67,0,0,0,0,,0,0.0%,,0,0
13,1998,1998-09-20,3,23.275,ARI,,PHI,W 17-3,*,21,35,60.00,137,1,0,77.9,3,8,3.91,4.49,2,5,2.50,0,0,0,0,,0,0.0%,,0,0
