ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1969,1969-09-21,1,21.362,ATL,,SFO,W 24-12,1,15,0
2,1969,1969-10-26,6,22.032,ATL,@,GNB,L 10-28,1,7,0
3,1970,1970-09-20,1,22.361,ATL,@,NOR,W 14-3,,,
4,1970,1970-09-27,2,23.003,ATL,@,GNB,L 24-27,,,
5,1970,1970-10-04,3,23.010,ATL,,SFO,W 21-20,,,
6,1970,1970-10-11,4,23.017,ATL,@,DAL,L 0-13,,,
7,1970,1970-10-18,5,23.024,ATL,@,DEN,L 10-24,,,
8,1970,1970-10-25,6,23.031,ATL,,NOR,W 32-14,,,
9,1970,1970-11-01,7,23.038,ATL,,CHI,L 14-23,,,
10,1970,1970-11-08,8,23.045,ATL,@,RAM,T 10-10,,,
11,1970,1970-11-15,9,23.052,ATL,@,PHI,T 13-13,,,
12,1970,1970-11-22,10,23.059,ATL,,RAM,L 7-17,,,
13,1970,1970-11-30,11,23.067,ATL,,MIA,L 7-20,,,
14,1970,1970-12-06,12,23.073,ATL,@,SFO,L 20-24,,,
15,1970,1970-12-13,13,23.080,ATL,,PIT,W 27-16,1,24,0
16,1970,1970-12-20,14,23.087,ATL,,MIN,L 7-37,,,
17,1971,1971-09-19,1,23.360,ATL,,SFO,W 20-17,,,
18,1971,1971-09-26,2,24.002,ATL,@,RAM,T 20-20,,,
19,1971,1971-10-03,3,24.009,ATL,@,DET,L 38-41,,,
20,1971,1971-10-10,4,24.016,ATL,,STL,L 9-26,,,
21,1971,1971-10-17,5,24.023,ATL,,RAM,L 16-24,,,
22,1971,1971-10-24,6,24.030,ATL,,NOR,W 28-6,,,
23,1971,1971-10-31,7,24.037,ATL,@,CLE,W 31-14,,,
24,1971,1971-11-07,8,24.044,ATL,@,CIN,W 9-6,,,
25,1971,1971-11-14,9,24.051,ATL,,NYG,L 17-21,,,
26,1971,1971-11-22,10,24.059,ATL,,GNB,W 28-21,,,
27,1971,1971-11-28,11,24.065,ATL,@,MIN,L 7-24,,,
28,1971,1971-12-05,12,24.072,ATL,,OAK,W 24-13,,,
29,1971,1971-12-12,13,24.079,ATL,@,SFO,L 3-24,,,
30,1971,1971-12-19,14,24.086,ATL,@,NOR,W 24-20,,,
31,1972,1972-09-17,1,24.359,ATL,@,CHI,W 37-21,,,
32,1972,1972-09-24,2,25.000,ATL,@,NWE,L 20-21,,,
33,1972,1972-10-01,3,25.007,ATL,,RAM,W 31-3,,,
34,1972,1972-10-08,4,25.014,ATL,,DET,L 23-26,,,
35,1972,1972-10-15,5,25.021,ATL,@,NOR,W 21-14,,,
36,1972,1972-10-22,6,25.028,ATL,@,GNB,W 10-9,,,
37,1972,1972-10-29,7,25.035,ATL,,SFO,L 14-49,,,
38,1972,1972-11-05,8,25.042,ATL,@,RAM,L 7-20,,,
39,1972,1972-11-12,9,25.049,ATL,,NOR,W 36-20,,,
40,1972,1972-11-20,10,25.057,ATL,@,WAS,L 13-24,,,
41,1972,1972-11-26,11,25.063,ATL,,DEN,W 23-20,,,
42,1972,1972-12-03,12,25.070,ATL,,HOU,W 20-10,,,
43,1972,1972-12-10,13,25.077,ATL,@,SFO,L 0-20,,,
44,1972,1972-12-17,14,25.084,ATL,,KAN,L 14-17,,,
45,1973,1973-09-16,1,25.357,ATL,@,NOR,W 62-7,,,
46,1973,1973-09-23,2,25.364,ATL,@,RAM,L 0-31,,,
47,1973,1973-10-01,3,26.007,ATL,@,DET,L 6-31,,,
48,1973,1973-10-07,4,26.013,ATL,,SFO,L 9-13,,,
49,1973,1973-10-14,5,26.020,ATL,,CHI,W 46-6,,,
50,1973,1973-10-21,6,26.027,ATL,@,SDG,W 41-0,,,
51,1973,1973-10-28,7,26.034,ATL,@,SFO,W 17-3,,,
52,1973,1973-11-04,8,26.041,ATL,,RAM,W 15-13,,,
53,1973,1973-11-11,9,26.048,ATL,@,PHI,W 44-27,,,
54,1973,1973-11-19,10,26.056,ATL,,MIN,W 20-14,,,
55,1973,1973-11-25,11,26.062,ATL,@,NYJ,W 28-20,,,
56,1973,1973-12-02,12,26.069,ATL,,BUF,L 6-17,,,
57,1973,1973-12-09,13,26.076,ATL,,STL,L 10-32,,,
58,1973,1973-12-16,14,26.083,ATL,,NOR,W 14-10,,,
59,1974,1974-09-15,1,26.356,ATL,,DAL,L 0-24,,,
