ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-12-18,14,22.277,HOU,,CAR,L 13-28,,,,,,,0.0%,,,,,,
2,2011,2011-12-22,15,22.281,HOU,@,IND,L 16-19,,,,,,,0.0%,,,,,,
3,2011,2012-01-01,16,22.291,HOU,,TEN,L 22-23,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
4,2013,2013-09-09,1,24.177,PHI,@,WAS,W 33-27,,,,,,,0.0%,,,,,,
5,2013,2013-09-15,2,24.183,PHI,,SDG,L 30-33,,,,,,,0.0%,,,,,,
6,2013,2013-09-19,3,24.187,PHI,,KAN,L 16-26,,,,,,,0.0%,,,,,,
7,2013,2013-09-29,4,24.197,PHI,@,DEN,L 20-52,,2,2,43,21.50,1,100.0%,21.50,1,6,0.0,0,0
8,2013,2013-10-06,5,24.204,PHI,@,NYG,W 36-21,,,,,,,0.0%,,,,,,
9,2013,2013-10-13,6,24.211,PHI,@,TAM,W 31-20,,1,1,5,5.00,0,100.0%,5.00,0,0,0.0,1,0
10,2013,2013-10-20,7,24.218,PHI,,DAL,L 3-17,,4,0,0,,0,0.0%,0.00,0,0,0.0,2,0
11,2013,2013-10-27,8,24.225,PHI,,NYG,L 7-15,,,,,,,0.0%,,,,,,
12,2013,2013-11-03,9,24.232,PHI,@,OAK,W 49-20,,1,1,19,19.00,0,100.0%,19.00,0,0,0.0,0,0
13,2013,2013-11-10,10,24.239,PHI,@,GNB,W 27-13,,0,0,0,,0,0.0%,,0,0,0.0,1,1
14,2013,2013-11-17,11,24.246,PHI,,WAS,W 24-16,,1,0,0,,0,0.0%,0.00,0,0,0.0,0,0
15,2013,2013-12-01,12,24.260,PHI,,ARI,W 24-21,,,,,,,0.0%,,,,,,
16,2013,2013-12-08,13,24.267,PHI,,DET,W 34-20,,0,0,0,,0,0.0%,,0,0,0.0,1,0
17,2013,2013-12-15,14,24.274,PHI,@,MIN,L 30-48,,,,,,,0.0%,,,,,,
18,2013,2013-12-22,15,24.281,PHI,,CHI,W 54-11,,,,,,,0.0%,,,,,,
19,2013,2013-12-29,16,24.288,PHI,@,DAL,W 24-22,,,,,,,0.0%,,,,,,
20,2014,2014-09-07,1,25.175,PHI,,JAX,W 34-17,,1,1,12,12.00,0,100.0%,12.00,0,0,0.0,0,0
21,2014,2014-09-15,2,25.183,PHI,@,IND,W 30-27,,,,,,,0.0%,,,,,,
22,2014,2014-09-21,3,25.189,PHI,,WAS,W 37-34,,1,1,15,15.00,0,100.0%,15.00,0,0,0.0,0,0
23,2014,2014-09-28,4,25.196,PHI,@,SFO,L 21-26,,,,,,,0.0%,,,,,,
24,2014,2014-10-12,6,25.210,PHI,,NYG,W 27-0,,,,,,,0.0%,,,,,,
25,2014,2014-10-26,7,25.224,PHI,@,ARI,L 20-24,,1,1,6,6.00,0,100.0%,6.00,0,0,0.0,0,0
26,2014,2014-11-02,8,25.231,PHI,@,HOU,W 31-21,,2,2,13,6.50,0,100.0%,6.50,0,0,0.0,0,0
27,2014,2014-12-07,13,25.266,PHI,,SEA,L 14-24,,,,,,,0.0%,,,,,,
