ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2004,2004-09-12,1,24.272,ARI,@,STL,L 10-17,*,1,,,,,0.0%,
2,2004,2004-09-19,2,24.279,ARI,,NWE,L 12-23,*,,,,,,0.0%,
3,2004,2004-09-26,3,24.286,ARI,@,ATL,L 3-6,*,1,1,5,5.00,0,100.0%,5.00
4,2004,2004-10-03,4,24.293,ARI,,NOR,W 34-10,*,1,1,6,6.00,0,100.0%,6.00
5,2004,2004-10-10,5,24.300,ARI,@,SFO,L 28-31,,2,1,8,8.00,0,50.0%,4.00
6,2005,2005-09-11,1,25.270,MIA,,DEN,W 34-10,*,0,0,0,,0,0.0%,
7,2005,2005-09-18,2,25.277,MIA,@,NYJ,L 7-17,*,3,3,14,4.67,0,100.0%,4.67
8,2005,2005-09-25,3,25.284,MIA,,CAR,W 27-24,*,,0,0,,0,0.0%,
9,2005,2005-10-09,4,25.298,MIA,@,BUF,L 14-20,*,2,1,2,2.00,0,50.0%,1.00
10,2005,2005-10-16,5,25.305,MIA,@,TAM,L 13-27,,1,0,0,,0,0.0%,0.00
11,2005,2005-10-21,6,25.310,MIA,,KAN,L 20-30,*,,0,0,,0,0.0%,
12,2005,2005-10-30,7,25.319,MIA,@,NOR,W 21-6,,1,0,0,,0,0.0%,0.00
13,2005,2005-11-06,8,25.326,MIA,,ATL,L 10-17,,,0,0,,0,0.0%,
14,2005,2005-11-13,9,25.333,MIA,,NWE,L 16-23,,,0,0,,0,0.0%,
15,2005,2005-11-20,10,25.340,MIA,@,CLE,L 0-22,*,1,1,7,7.00,0,100.0%,7.00
16,2005,2005-11-27,11,25.347,MIA,@,OAK,W 33-21,,1,1,3,3.00,0,100.0%,3.00
17,2005,2005-12-04,12,25.354,MIA,,BUF,W 24-23,,0,0,0,,0,0.0%,
18,2005,2005-12-11,13,25.361,MIA,@,SDG,W 23-21,,2,1,18,18.00,0,50.0%,9.00
19,2005,2005-12-18,14,26.003,MIA,,NYJ,W 24-20,,,0,0,,0,0.0%,
20,2005,2005-12-24,15,26.009,MIA,,TEN,W 24-10,*,,0,0,,0,0.0%,
21,2005,2006-01-01,16,26.017,MIA,@,NWE,W 28-26,,1,1,10,10.00,0,100.0%,10.00
