ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1988,1988-09-04,1,22.189,CIN,,PHO,W 21-14,3,8,2.67,0,0,0,,0,0,0
2,1988,1988-09-11,2,22.196,CIN,@,PHI,W 28-24,3,7,2.33,0,0,0,,0,0,0
3,1988,1988-09-18,3,22.203,CIN,@,PIT,W 17-12,0,0,,0,0,0,,0,0,
4,1988,1988-09-25,4,22.210,CIN,,CLE,W 24-17,13,62,4.77,2,0,0,,0,2,12
5,1988,1988-10-02,5,22.217,CIN,@,RAI,W 45-21,12,48,4.00,1,0,0,,0,1,6
6,1988,1988-10-09,6,22.224,CIN,,NYJ,W 36-19,30,139,4.63,2,1,13,13.00,0,2,12
7,1988,1988-10-16,7,22.231,CIN,@,NWE,L 21-27,13,43,3.31,1,3,42,14.00,0,1,6
8,1988,1988-10-23,8,22.238,CIN,,HOU,W 44-21,14,40,2.86,2,3,25,8.33,0,2,12
9,1988,1988-10-30,9,22.245,CIN,@,CLE,L 16-23,9,30,3.33,0,1,16,16.00,0,0,0
10,1988,1988-11-06,10,22.252,CIN,,PIT,W 42-7,10,110,11.00,0,2,18,9.00,0,0,0
11,1988,1988-11-13,11,22.259,CIN,@,KAN,L 28-31,13,76,5.85,1,0,0,,0,1,6
12,1988,1988-11-20,12,22.266,CIN,@,DAL,W 38-24,10,47,4.70,1,1,7,7.00,0,1,6
13,1988,1988-11-27,13,22.273,CIN,,BUF,W 35-21,26,129,4.96,3,5,38,7.60,0,3,18
14,1988,1988-12-04,14,22.280,CIN,,SDG,W 27-10,19,141,7.42,2,1,9,9.00,0,2,12
15,1988,1988-12-11,15,22.287,CIN,@,HOU,L 6-41,10,71,7.10,0,3,25,8.33,0,0,0
16,1988,1988-12-17,16,22.293,CIN,,WAS,W 20-17,18,115,6.39,0,1,6,6.00,0,0,0
17,1989,1989-09-10,1,23.194,CIN,@,CHI,L 14-17,20,62,3.10,1,0,0,,0,1,6
18,1989,1989-09-17,2,23.201,CIN,,PIT,W 41-10,9,32,3.56,1,0,0,,0,1,6
19,1990,1990-10-22,7,24.236,CIN,@,CLE,W 34-13,5,7,1.40,1,1,11,11.00,0,1,6
20,1990,1990-10-28,8,24.242,CIN,@,ATL,L 17-38,5,11,2.20,0,7,66,9.43,0,0,0
21,1990,1990-11-04,9,24.249,CIN,,NOR,L 7-21,8,50,6.25,0,3,22,7.33,0,0,0
22,1990,1990-11-18,10,24.263,CIN,,PIT,W 27-3,8,23,2.88,1,2,17,8.50,0,1,6
23,1990,1990-11-25,11,24.270,CIN,,IND,L 20-34,5,46,9.20,1,2,13,6.50,0,1,6
24,1990,1990-12-02,12,24.277,CIN,@,PIT,W 16-12,7,38,5.43,0,0,0,,0,0,0
25,1990,1990-12-09,13,24.284,CIN,,SFO,L 17-20,8,42,5.25,1,1,7,7.00,0,1,6
26,1990,1990-12-16,14,24.291,CIN,@,RAI,L 7-24,0,0,,0,1,2,2.00,0,0,0
27,1990,1990-12-23,15,24.298,CIN,,HOU,W 40-20,4,3,0.75,2,1,15,15.00,0,2,12
28,1990,1990-12-30,16,24.305,CIN,,CLE,W 21-14,14,48,3.43,0,2,9,4.50,0,0,0
29,1991,1991-10-21,7,25.235,CIN,@,BUF,L 16-35,3,-1,-0.33,0,1,16,16.00,0,0,0
30,1991,1991-10-27,8,25.241,CIN,@,HOU,L 3-35,1,3,3.00,0,0,0,,0,0,0
31,1991,1991-11-03,9,25.248,CIN,,CLE,W 23-21,0,0,,0,0,0,,0,0,
32,1991,1991-11-10,10,25.255,CIN,,PIT,L 27-33,7,33,4.71,2,4,11,2.75,0,2,12
33,1991,1991-11-17,11,25.262,CIN,@,PHI,L 10-17,8,16,2.00,0,0,0,,0,0,0
34,1991,1991-11-24,12,25.269,CIN,,RAI,L 14-38,11,44,4.00,1,1,9,9.00,0,1,6
35,1991,1991-12-01,13,25.276,CIN,,NYG,W 27-24,3,1,0.33,0,0,0,,0,0,0
36,1991,1991-12-09,14,25.284,CIN,@,MIA,L 13-37,1,1,1.00,1,0,0,,0,1,6
37,1991,1991-12-22,16,25.297,CIN,,NWE,W 29-7,2,0,0.00,0,0,0,,0,0,0
