ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-10-31,7,22.336,DAL,@,IND,L 24-34,,,,,
2,1999,1999-11-14,9,22.350,DAL,,GNB,W 27-13,,,,,
3,1999,1999-11-21,10,22.357,DAL,@,ARI,L 9-13,,,,,
4,1999,1999-11-25,11,22.361,DAL,,MIA,W 20-0,,,,,
5,1999,1999-12-05,12,23.006,DAL,@,NWE,L 6-13,,,,,
6,1999,1999-12-12,13,23.013,DAL,,PHI,W 20-10,,,,,
7,1999,1999-12-19,14,23.020,DAL,,NYJ,L 21-22,,,,,
8,1999,1999-12-24,15,23.025,DAL,@,NOR,L 24-31,,,,,
9,1999,2000-01-02,16,23.034,DAL,,NYG,W 26-18,,,,,
10,2000,2000-09-03,1,23.279,DAL,,PHI,L 14-41,,,,,
11,2000,2000-09-10,2,23.286,DAL,@,ARI,L 31-32,,,,,
12,2000,2000-09-18,3,23.294,DAL,@,WAS,W 27-21,,,,,
13,2000,2000-09-24,4,23.300,DAL,,SFO,L 24-41,,,,,
14,2000,2000-10-01,5,23.307,DAL,@,CAR,W 16-13,,,,,
15,2000,2000-10-15,6,23.321,DAL,@,NYG,L 14-19,,,,,
16,2000,2000-10-22,7,23.328,DAL,,ARI,W 48-7,,,,,
17,2000,2000-10-29,8,23.335,DAL,,JAX,L 17-23,,,,,
18,2000,2000-11-19,11,23.356,GNB,,IND,W 26-24,,,,,
19,2000,2000-12-24,16,24.025,GNB,,TAM,W 17-14,,,,,
20,2001,2001-09-09,1,24.284,GNB,,DET,W 28-6,,,,,
21,2001,2001-09-24,2,24.299,GNB,,WAS,W 37-0,,,,,
22,2001,2001-09-30,3,24.305,GNB,@,CAR,W 28-7,,,,,
23,2001,2001-10-07,4,24.312,GNB,@,TAM,L 10-14,,,,,
24,2001,2001-10-14,5,24.319,GNB,,BAL,W 31-23,,,,,
25,2001,2001-10-21,6,24.326,GNB,@,MIN,L 13-35,,,,,
26,2001,2001-11-04,7,24.340,GNB,,TAM,W 21-20,,,,,
27,2001,2001-11-11,8,24.347,GNB,@,CHI,W 20-12,,,,,
28,2001,2001-11-18,9,24.354,GNB,,ATL,L 20-23,,,,,
29,2001,2001-11-22,10,24.358,GNB,@,DET,W 29-27,,1,0,0.00,0
30,2001,2001-12-03,11,25.004,GNB,@,JAX,W 28-21,,,,,
31,2001,2001-12-16,13,25.017,CLE,,JAX,L 10-15,,,,,
32,2001,2001-12-23,14,25.024,CLE,@,GNB,L 7-30,,,,,
33,2001,2001-12-30,15,25.031,CLE,@,TEN,W 41-38,,,,,
34,2001,2002-01-06,16,25.038,CLE,@,PIT,L 7-28,,,,,
35,2002,2002-09-08,1,25.283,CLE,,KAN,L 39-40,,,,,
36,2002,2002-09-15,2,25.290,CLE,,CIN,W 20-7,,,,,
37,2002,2002-09-22,3,25.297,CLE,@,TEN,W 31-28,,,,,
38,2002,2002-10-06,5,25.311,CLE,,BAL,L 21-26,,,,,
39,2002,2002-10-13,6,25.318,CLE,@,TAM,L 3-17,,,,,
40,2002,2002-10-20,7,25.325,CLE,,HOU,W 34-17,,,,,
41,2002,2002-10-27,8,25.332,CLE,@,NYJ,W 24-21,,,,,
42,2002,2002-11-03,9,25.339,CLE,,PIT,L 20-23,,,,,
43,2002,2002-11-17,10,25.353,CLE,@,CIN,W 27-20,,,,,
44,2002,2002-11-24,11,25.360,CLE,@,NOR,W 24-15,,,,,
45,2002,2002-12-01,12,26.002,CLE,,CAR,L 6-13,,,,,
46,2002,2002-12-08,13,26.009,CLE,@,JAX,W 21-20,,,,,
47,2002,2002-12-15,14,26.016,CLE,,IND,L 23-28,,,,,
48,2002,2002-12-22,15,26.023,CLE,@,BAL,W 14-13,,,,,
49,2002,2002-12-29,16,26.030,CLE,,ATL,W 24-16,,,,,
50,2003,2003-09-07,1,26.282,NWE,@,BUF,L 0-31,,,,,
51,2003,2003-09-14,2,26.289,NWE,@,PHI,W 31-10,,,,,
52,2003,2003-09-21,3,26.296,NWE,,NYJ,W 23-16,,,,,
53,2003,2003-09-28,4,26.303,NWE,@,WAS,L 17-20,,,,,
54,2003,2003-10-05,5,26.310,NWE,,TEN,W 38-30,,,,,
55,2003,2003-10-12,6,26.317,NWE,,NYG,W 17-6,,,,,
56,2003,2003-10-19,7,26.324,NWE,@,MIA,W 19-13,,,,,
57,2003,2003-10-26,8,26.331,NWE,,CLE,W 9-3,,,,,
58,2003,2003-11-03,9,26.339,NWE,@,DEN,W 30-26,,,,,
59,2003,2003-11-16,10,26.352,NWE,,DAL,W 12-0,,,,,
60,2003,2003-11-23,11,26.359,NWE,@,HOU,W 23-20,,,,,
61,2003,2003-12-27,16,27.028,NWE,,BUF,W 31-0,,,,,
