ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,23.199,RAM,@,ATL,L 6-17,,,,,,,,,,,,,,
2,1977,1977-09-25,2,23.206,RAM,,PHI,W 20-0,,,,,,,,,,,,,,
3,1977,1977-10-02,3,23.213,RAM,,SFO,W 34-14,,,,,,,,,,,,,,
4,1977,1977-10-10,4,23.221,RAM,@,CHI,L 23-24,,,,,,,,,,,,,,
5,1977,1977-10-16,5,23.227,RAM,,NOR,W 14-7,,,,,,,,,,,,,,
6,1977,1977-10-24,6,23.235,RAM,,MIN,W 35-3,0,0,,0,0,0,,0,1,20,20.00,0,0,0
7,1977,1977-10-30,7,23.241,RAM,@,NOR,L 26-27,0,0,,0,0,0,,0,1,15,15.00,0,0,0
8,1977,1977-11-06,8,23.248,RAM,,TAM,W 31-0,4,14,3.50,1,0,0,,0,0,0,,0,1,6
9,1977,1977-11-13,9,23.255,RAM,@,GNB,W 24-6,1,1,1.00,0,0,0,,0,1,17,17.00,0,0,0
10,1977,1977-11-20,10,23.262,RAM,@,SFO,W 23-10,,,,,,,,,0,38,,0,,
11,1977,1977-11-27,11,23.269,RAM,@,CLE,W 9-0,0,0,,0,0,0,,0,1,17,17.00,0,0,0
12,1977,1977-12-04,12,23.276,RAM,,OAK,W 20-14,,,,,,,,,,,,,,
13,1977,1977-12-11,13,23.283,RAM,,ATL,W 23-7,,,,,,,,,,,,,,
14,1977,1977-12-17,14,23.289,RAM,@,WAS,L 14-17,0,0,,0,1,2,2.00,1,1,22,22.00,0,1,6
15,1978,1978-09-03,1,24.184,RAM,@,PHI,W 16-14,,,,,,,,,,,,,,
16,1978,1978-09-10,2,24.191,RAM,,ATL,W 10-0,5,13,2.60,0,1,3,3.00,0,0,0,,0,0,0
17,1978,1978-09-17,3,24.198,RAM,,DAL,W 27-14,0,0,,0,0,0,,0,1,21,21.00,0,0,0
18,1978,1978-09-24,4,24.205,RAM,@,HOU,W 10-6,7,46,6.57,0,0,0,,0,0,0,,0,0,0
19,1978,1978-10-01,5,24.212,RAM,@,NOR,W 26-20,0,0,,0,0,0,,0,1,19,19.00,0,0,0
20,1978,1978-10-08,6,24.219,RAM,,SFO,W 27-10,0,0,,0,0,0,,0,1,22,22.00,0,0,0
21,1978,1978-10-15,7,24.226,RAM,@,MIN,W 34-17,3,7,2.33,0,0,0,,0,1,34,34.00,0,0,0
22,1978,1978-10-22,8,24.233,RAM,,NOR,L 3-10,,,,,,,,,,,,,,
