ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1970,1970-09-20,1,22.202,BAL,@,SDG,W 16-14,,,,,,,,,
2,1970,1970-09-28,2,22.210,BAL,,KAN,L 24-44,,,,,,,,,
3,1970,1970-10-04,3,22.216,BAL,@,BOS,W 14-6,,,,,,,,,
4,1970,1970-10-11,4,22.223,BAL,@,HOU,W 24-20,,,,,,,,,
5,1970,1970-10-18,5,22.230,BAL,@,NYJ,W 29-22,1,0,0.00,0,0,0,0,0,0
6,1970,1970-10-25,6,22.237,BAL,,BOS,W 27-3,,,,,,,,,
7,1970,1970-11-01,7,22.244,BAL,,MIA,W 35-0,,,,,,,,,
8,1970,1970-11-09,8,22.252,BAL,@,GNB,W 13-10,,,,,,,,,
9,1970,1970-11-15,9,22.258,BAL,,BUF,T 17-17,,,,,,,,,
10,1970,1970-11-22,10,22.265,BAL,@,MIA,L 17-34,,,,,,,,,
11,1970,1970-11-29,11,22.272,BAL,,CHI,W 21-20,,,,,,,,,
12,1970,1970-12-06,12,22.279,BAL,,PHI,W 29-10,,,,,,,,,
13,1970,1970-12-13,13,22.286,BAL,@,BUF,W 20-14,,,,,,,,,
14,1970,1970-12-19,14,22.292,BAL,,NYJ,W 35-20,,,,,,,,,
15,1971,1971-09-19,1,23.201,BAL,,NYJ,W 22-0,,,,,,,,,
16,1971,1971-09-26,2,23.208,BAL,,CLE,L 13-14,,,,,,,,,
17,1971,1971-10-03,3,23.215,BAL,@,NWE,W 23-3,,,,,,,,,
18,1971,1971-10-10,4,23.222,BAL,@,BUF,W 43-0,,,,,,,,,
19,1971,1971-10-17,5,23.229,BAL,@,NYG,W 31-7,,,,,,,,,
20,1971,1971-10-25,6,23.237,BAL,@,MIN,L 3-10,,,,,,,,,
21,1971,1971-10-31,7,23.243,BAL,,PIT,W 34-21,,,,,,,,,
22,1971,1971-11-08,8,23.251,BAL,,RAM,W 24-17,,,,,,,,,
23,1971,1971-11-14,9,23.257,BAL,@,NYJ,W 14-13,,,,,,,,,
24,1971,1971-11-21,10,23.264,BAL,@,MIA,L 14-17,,,,,,,,,
25,1971,1971-11-28,11,23.271,BAL,@,OAK,W 37-14,0,0,,0,0,0,1,0,0
26,1971,1971-12-05,12,23.278,BAL,,BUF,W 24-0,0,0,,0,1,6,1,19,1
27,1971,1971-12-11,13,23.284,BAL,,MIA,W 14-3,,,,,,,,,
28,1971,1971-12-19,14,23.292,BAL,,NWE,L 17-21,,,,,,,,,
29,1972,1972-09-17,1,24.199,BAL,,STL,L 3-10,,,,,,,,,
30,1972,1972-09-24,2,24.206,BAL,,NYJ,L 34-44,,,,,,,,,
31,1972,1972-10-01,3,24.213,BAL,@,BUF,W 17-0,,,,,,,,,
32,1972,1972-10-08,4,24.220,BAL,,SDG,L 20-23,,,,,,,,,
33,1972,1972-10-15,5,24.227,BAL,,DAL,L 0-21,,,,,,,,,
34,1972,1972-10-22,6,24.234,BAL,@,NYJ,L 20-24,,,,,,,,,
35,1972,1972-10-29,7,24.241,BAL,,MIA,L 0-23,,,,,,,,,
36,1972,1972-11-06,8,24.249,BAL,@,NWE,W 24-17,,,,,,,,,
37,1972,1972-11-12,9,24.255,BAL,@,SFO,L 21-24,,,,,,,,,
38,1972,1972-11-19,10,24.262,BAL,@,CIN,W 20-19,,,,,,,,,
39,1972,1972-11-26,11,24.269,BAL,,NWE,W 31-0,,,,,,,,,
40,1972,1972-12-03,12,24.276,BAL,,BUF,W 35-7,,,,,,,,,
41,1972,1972-12-10,13,24.283,BAL,@,KAN,L 10-24,,,,,,,,,
42,1972,1972-12-16,14,24.289,BAL,@,MIA,L 0-16,,,,,,,,,
43,1973,1973-09-16,1,25.198,NOR,,ATL,L 7-62,,,,,,,,,
44,1973,1973-09-24,2,25.206,NOR,@,DAL,L 3-40,,,,,,,,,
45,1973,1973-09-30,3,25.212,NOR,@,BAL,L 10-14,0,0,,0,0,0,1,1,0
46,1973,1973-10-07,4,25.219,NOR,,CHI,W 21-16,,,,,,,,,
47,1973,1973-10-14,5,25.226,NOR,,DET,W 20-13,,,,,,,,,
48,1973,1973-10-21,6,25.233,NOR,@,SFO,L 0-40,,,,,,,,,
49,1973,1973-10-28,7,25.240,NOR,,WAS,W 19-3,,,,,,,,,
50,1973,1973-11-04,8,25.247,NOR,,BUF,W 13-0,,,,,,,,,
51,1973,1973-11-11,9,25.254,NOR,@,RAM,L 7-29,,,,,,,,,
52,1973,1973-11-18,10,25.261,NOR,@,SDG,L 14-17,,,,,,,,,
53,1973,1973-11-25,11,25.268,NOR,,RAM,L 13-24,,,,,,,,,
54,1973,1973-12-02,12,25.275,NOR,@,GNB,L 10-30,,,,,,,,,
55,1973,1973-12-09,13,25.282,NOR,,SFO,W 16-10,,,,,,,,,
56,1973,1973-12-16,14,25.289,NOR,@,ATL,L 10-14,,,,,,,,,
57,1974,1974-09-15,1,26.197,NOR,,SFO,L 13-17,,,,,,,,,
58,1974,1974-09-22,2,26.204,NOR,@,RAM,L 0-24,,,,,,,,,
59,1974,1974-09-29,3,26.211,NOR,,ATL,W 14-13,,,,,,,,,
60,1974,1974-10-06,4,26.218,NOR,@,CHI,L 10-24,,,,,,,,,
61,1974,1974-10-13,5,26.225,NOR,@,DEN,L 17-33,,,,,,,,,
62,1974,1974-10-20,6,26.232,NOR,@,ATL,W 13-3,,,,,,,,,
63,1974,1974-10-27,7,26.239,NOR,,PHI,W 14-10,,,,,,,,,
64,1974,1974-11-03,8,26.246,NOR,@,DET,L 14-19,,,,,,,,,
65,1974,1974-11-10,9,26.253,NOR,,MIA,L 0-21,,,,,,,,,
66,1974,1974-11-17,10,26.260,NOR,,RAM,W 20-7,,,,,,,,,
67,1974,1974-11-25,11,26.268,NOR,,PIT,L 7-28,,,,,,,,,
68,1974,1974-12-08,13,26.281,NOR,,STL,W 14-0,,,,,,,,,
69,1974,1974-12-15,14,26.288,NOR,@,SFO,L 21-35,,,,,,,,,
70,1975,1975-09-21,1,27.203,NYJ,@,BUF,L 14-42,,,,,,,,,
71,1975,1975-09-28,2,27.210,NYJ,@,KAN,W 30-24,,,,,,,,,
72,1975,1975-10-05,3,27.217,NYJ,,NWE,W 36-7,,,,,,,,,
73,1975,1975-10-12,4,27.224,NYJ,@,MIN,L 21-29,,,,,,,,,
74,1975,1975-10-19,5,27.231,NYJ,,MIA,L 0-43,,,,,,,,,
75,1975,1975-10-26,6,27.238,NYJ,,BAL,L 28-45,,,,,,,,,
76,1975,1975-11-02,7,27.245,NYJ,,BUF,L 23-24,,,,,,,,,
77,1975,1975-11-09,8,27.252,NYJ,@,MIA,L 7-27,,,,,,,,,
78,1975,1975-11-16,9,27.259,NYJ,@,BAL,L 19-52,,,,,,,,,
79,1975,1975-11-23,10,27.266,NYJ,,STL,L 6-37,,,,,,,,,
80,1975,1975-11-30,11,27.273,NYJ,,PIT,L 7-20,,,,,,,,,
81,1975,1975-12-07,12,27.280,NYJ,@,NWE,W 30-28,,,,,,,,,
82,1975,1975-12-15,13,27.288,NYJ,@,SDG,L 16-24,,,,,,,,,
83,1975,1975-12-21,14,27.294,NYJ,,DAL,L 21-31,,,,,,,,,
84,1976,1976-09-12,1,28.194,NYJ,@,CLE,L 17-38,,,,,,,,,
85,1976,1976-10-24,7,28.236,NYJ,,BAL,L 0-20,,,,,,,,,
86,1977,1977-09-18,1,29.200,CHI,,DET,W 30-20,,,,,,,,,
87,1977,1977-09-25,2,29.207,CHI,@,STL,L 13-16,,,,,,,,,
88,1977,1977-10-02,3,29.214,CHI,,NOR,L 24-42,,,,,,,,,
89,1977,1977-10-10,4,29.222,CHI,,RAM,W 24-23,,,,,,,,,
90,1977,1977-10-16,5,29.228,CHI,@,MIN,L 16-22,,,,,,,,,
91,1977,1977-10-23,6,29.235,CHI,,ATL,L 10-16,,,,,,,,,
92,1977,1977-10-30,7,29.242,CHI,@,GNB,W 26-0,,,,,,,,,
93,1977,1977-11-06,8,29.249,CHI,@,HOU,L 0-47,,,,,,,,,
94,1977,1977-11-13,9,29.256,CHI,,KAN,W 28-27,,,,,,,,,
95,1977,1977-11-20,10,29.263,CHI,,MIN,W 10-7,,,,,,,,,
96,1977,1977-11-24,11,29.267,CHI,@,DET,W 31-14,,,,,,,,,
97,1977,1977-12-04,12,29.277,CHI,@,TAM,W 10-0,,,,,,,,,
98,1977,1977-12-11,13,29.284,CHI,,GNB,W 21-10,,,,,,,,,
99,1977,1977-12-18,14,29.291,CHI,@,NYG,W 12-9,,,,,,,,,
