ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1978,1978-09-03,1,22.212,SDG,@,SEA,W 24-20,3,45,15.00,2,0,0,,0,0,0,,0,2,12
2,1978,1978-09-10,2,22.219,SDG,,OAK,L 20-21,2,27,13.50,0,0,0,,0,0,0,,0,0,0
3,1978,1978-09-17,3,22.226,SDG,@,DEN,L 14-27,3,51,17.00,1,0,0,,0,0,0,,0,1,6
4,1978,1978-09-24,4,22.233,SDG,,GNB,L 3-24,2,24,12.00,0,0,0,,0,0,0,,0,0,0
5,1978,1978-10-01,5,22.240,SDG,@,NWE,L 23-28,3,74,24.67,2,0,0,,0,0,0,,0,2,12
6,1978,1978-10-08,6,22.247,SDG,,DEN,W 23-0,4,48,12.00,0,0,0,,0,0,0,,0,0,0
7,1978,1978-10-15,7,22.254,SDG,,MIA,L 21-28,2,17,8.50,0,0,0,,0,0,0,,0,0,0
8,1978,1978-11-05,10,22.275,SDG,,CIN,W 22-13,6,97,16.17,0,0,0,,0,0,0,,0,0,0
9,1978,1978-11-12,11,22.282,SDG,,KAN,W 29-23,7,130,18.57,2,0,0,,0,0,0,,0,2,12
10,1978,1978-11-19,12,22.289,SDG,@,MIN,W 13-7,3,59,19.67,1,0,0,,0,0,0,,0,1,6
11,1978,1978-11-26,13,22.296,SDG,@,KAN,L 0-23,3,43,14.33,0,0,0,,0,0,0,,0,0,0
12,1978,1978-12-04,14,22.304,SDG,,CHI,W 40-7,7,155,22.14,1,0,0,,0,0,0,,0,1,6
13,1978,1978-12-10,15,22.310,SDG,,SEA,W 37-10,5,82,16.40,2,1,7,7.00,0,0,0,,0,2,12
14,1978,1978-12-17,16,22.317,SDG,@,HOU,W 45-24,6,149,24.83,2,0,0,,0,0,0,,0,2,12
15,1979,1979-09-02,1,23.211,SDG,@,SEA,W 33-16,2,38,19.00,0,0,0,,0,0,0,,0,0,0
16,1979,1979-09-09,2,23.218,SDG,,OAK,W 30-10,5,76,15.20,1,0,0,,0,0,0,,0,1,6
17,1979,1979-09-16,3,23.225,SDG,,BUF,W 27-19,,,,,,,,,,,,,,
18,1979,1979-09-23,4,23.232,SDG,@,NWE,L 21-27,4,59,14.75,1,0,0,,0,0,0,,0,1,6
19,1979,1979-09-30,5,23.239,SDG,,SFO,W 31-9,4,52,13.00,0,0,0,,0,0,0,,0,0,0
20,1979,1979-10-07,6,23.246,SDG,@,DEN,L 0-7,4,48,12.00,0,0,0,,0,0,0,,0,0,0
21,1979,1979-10-14,7,23.253,SDG,,SEA,W 20-10,9,137,15.22,2,0,0,,0,0,0,,0,2,12
22,1979,1979-10-21,8,23.260,SDG,@,RAM,W 40-16,3,112,37.33,1,0,0,,0,0,0,,0,1,6
23,1979,1979-10-25,9,23.264,SDG,@,OAK,L 22-45,4,109,27.25,1,0,0,,0,0,0,,0,1,6
24,1979,1979-11-04,10,23.274,SDG,@,KAN,W 20-14,6,56,9.33,1,0,0,,0,0,0,,0,1,6
25,1979,1979-11-11,11,23.281,SDG,@,CIN,W 26-24,1,14,14.00,0,0,0,,0,0,0,,0,0,0
26,1979,1979-11-18,12,23.288,SDG,,PIT,W 35-7,5,106,21.20,1,0,0,,0,0,0,,0,1,6
27,1979,1979-11-25,13,23.295,SDG,,KAN,W 28-7,4,76,19.00,1,0,0,,0,0,0,,0,1,6
28,1979,1979-12-02,14,23.302,SDG,,ATL,L 26-28,5,103,20.60,0,0,0,,0,0,0,,0,0,0
29,1979,1979-12-09,15,23.309,SDG,@,NOR,W 35-0,5,104,20.80,1,0,0,,0,0,0,,0,1,6
