ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1951,1951-10-06,2,24.275,SFO,@,PHI,L 14-21,3,12,4.00,0
2,1951,1951-10-21,4,24.290,SFO,@,CHI,L 7-13,3,9,3.00,0
3,1951,1951-11-04,6,24.304,SFO,@,RAM,L 16-23,5,6,1.20,0
4,1951,1951-11-11,7,24.311,SFO,,NYY,W 19-14,14,78,5.57,0
5,1951,1951-11-18,8,24.318,SFO,,CRD,L 21-27,7,52,7.43,0
6,1951,1951-11-25,9,24.325,SFO,@,NYY,T 10-10,1,5,5.00,0
7,1951,1951-12-09,11,24.339,SFO,,GNB,W 31-19,1,3,3.00,0
