ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1966,1966-09-10,2,25.299,OAK,@,HOU,L 0-31,1,10,0
2,1970,1970-09-20,1,29.309,BOS,,MIA,W 27-14,,,
3,1970,1970-09-27,2,29.316,BOS,,NYJ,L 21-31,,,
4,1970,1970-10-04,3,29.323,BOS,,BAL,L 6-14,,,
5,1970,1970-10-25,6,29.344,BOS,@,BAL,L 3-27,,,
6,1970,1970-11-01,7,29.351,BOS,,BUF,L 10-45,,,
7,1971,1971-09-19,1,30.308,NWE,,OAK,W 20-6,,,
8,1971,1971-09-26,2,30.315,NWE,,DET,L 7-34,,,
9,1971,1971-10-03,3,30.322,NWE,,BAL,L 3-23,,,
10,1971,1971-10-10,4,30.329,NWE,,NYJ,W 20-0,,,
11,1971,1971-10-17,5,30.336,NWE,@,MIA,L 3-41,,,
12,1971,1971-10-24,6,30.343,NWE,@,DAL,L 21-44,,,
13,1971,1971-10-31,7,30.350,NWE,@,SFO,L 10-27,,,
14,1971,1971-11-07,8,30.357,NWE,,HOU,W 28-20,,,
15,1971,1971-11-14,9,30.364,NWE,,BUF,W 38-33,,,
16,1971,1971-11-21,10,31.006,NWE,@,CLE,L 7-27,,,
17,1971,1971-11-28,11,31.013,NWE,@,BUF,L 20-27,,,
18,1971,1971-12-05,12,31.020,NWE,,MIA,W 34-13,,,
19,1971,1971-12-12,13,31.027,NWE,@,NYJ,L 6-13,,,
20,1971,1971-12-19,14,31.034,NWE,@,BAL,W 21-17,,,
