ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs
1,1989,1989-11-12,10,23.291,WAS,@,PHI,W 10-3,
2,1989,1989-11-20,11,23.299,WAS,,DEN,L 10-14,
3,1989,1989-11-26,12,23.305,WAS,,CHI,W 38-14,
4,1989,1989-12-03,13,23.312,WAS,@,PHO,W 29-10,
5,1989,1989-12-10,14,23.319,WAS,,SDG,W 26-21,
6,1989,1989-12-17,15,23.326,WAS,@,ATL,W 31-30,
7,1990,1990-09-09,1,24.227,WAS,,PHO,W 31-0,
8,1990,1990-09-16,2,24.234,WAS,@,SFO,L 13-26,
9,1990,1990-09-23,3,24.241,WAS,,DAL,W 19-15,
10,1990,1990-09-30,4,24.248,WAS,@,PHO,W 38-10,
11,1990,1990-10-14,5,24.262,WAS,,NYG,L 20-24,
12,1990,1990-10-21,6,24.269,WAS,,PHI,W 13-7,
13,1990,1990-10-28,7,24.276,WAS,@,NYG,L 10-21,
14,1990,1990-11-04,8,24.283,WAS,@,DET,W 41-38,
15,1990,1990-12-09,13,24.318,WAS,,CHI,W 10-9,
16,1990,1990-12-15,14,24.324,WAS,@,NWE,W 25-10,
17,1990,1990-12-22,15,24.331,WAS,@,IND,L 28-35,
18,1990,1990-12-30,16,24.339,WAS,,BUF,W 29-14,
19,1991,1991-09-01,1,25.219,WAS,,DET,W 45-0,
20,1991,1991-09-09,2,25.227,WAS,@,DAL,W 33-31,
21,1991,1991-09-15,3,25.233,WAS,,PHO,W 34-0,
22,1991,1991-09-22,4,25.240,WAS,@,CIN,W 34-27,
23,1991,1991-09-30,5,25.248,WAS,,PHI,W 23-0,
24,1991,1991-10-06,6,25.254,WAS,@,CHI,W 20-7,
25,1991,1991-10-13,7,25.261,WAS,,CLE,W 42-17,
26,1991,1991-10-27,8,25.275,WAS,@,NYG,W 17-13,
27,1991,1991-11-03,9,25.282,WAS,,HOU,W 16-13,
28,1991,1991-11-10,10,25.289,WAS,,ATL,W 56-17,
29,1991,1991-11-17,11,25.296,WAS,@,PIT,W 41-14,
30,1991,1991-11-24,12,25.303,WAS,,DAL,L 21-24,
31,1991,1991-12-01,13,25.310,WAS,@,RAM,W 27-6,
32,1991,1991-12-08,14,25.317,WAS,@,PHO,W 20-14,
33,1991,1991-12-15,15,25.324,WAS,,NYG,W 34-17,
34,1991,1991-12-22,16,25.331,WAS,@,PHI,L 22-24,
35,1992,1992-09-07,1,26.226,WAS,@,DAL,L 10-23,
36,1992,1992-09-13,2,26.232,WAS,,ATL,W 24-17,
37,1992,1992-09-20,3,26.239,WAS,,DET,W 13-10,
38,1992,1992-10-04,4,26.253,WAS,@,PHO,L 24-27,
39,1992,1992-10-12,5,26.261,WAS,,DEN,W 34-3,
40,1992,1992-10-18,6,26.267,WAS,,PHI,W 16-12,
41,1992,1992-10-25,7,26.274,WAS,@,MIN,W 15-13,
42,1992,1992-11-01,8,26.281,WAS,,NYG,L 7-24,
43,1992,1992-11-08,9,26.288,WAS,@,SEA,W 16-3,
44,1992,1992-11-15,10,26.295,WAS,@,KAN,L 16-35,
45,1992,1992-11-23,11,26.303,WAS,@,NOR,L 3-20,
46,1992,1992-11-29,12,26.309,WAS,,PHO,W 41-3,
47,1992,1992-12-06,13,26.316,WAS,@,NYG,W 28-10,
48,1992,1992-12-13,14,26.323,WAS,,DAL,W 20-17,
49,1992,1992-12-20,15,26.330,WAS,@,PHI,L 13-17,
50,1992,1992-12-26,16,26.336,WAS,,RAI,L 20-21,
51,1993,1993-09-06,1,27.224,WAS,,DAL,W 35-16,
52,1993,1993-09-12,2,27.230,WAS,,PHO,L 10-17,
53,1993,1993-09-19,3,27.237,WAS,@,PHI,L 31-34,
54,1993,1993-10-04,4,27.252,WAS,@,MIA,L 10-17,
55,1993,1993-10-10,5,27.258,WAS,,NYG,L 7-41,
56,1993,1993-10-17,6,27.265,WAS,@,PHO,L 6-36,
57,1993,1993-11-01,7,27.280,WAS,@,BUF,L 10-24,
58,1993,1993-11-07,8,27.286,WAS,,IND,W 30-24,
59,1993,1993-11-14,9,27.293,WAS,@,NYG,L 6-20,
60,1994,1994-09-04,1,28.222,WAS,,SEA,L 7-28,
61,1994,1994-09-11,2,28.229,WAS,@,NOR,W 38-24,
62,1994,1994-09-18,3,28.236,WAS,@,NYG,L 23-31,
63,1994,1994-09-25,4,28.243,WAS,,ATL,L 20-27,
64,1994,1994-10-02,5,28.250,WAS,,DAL,L 7-34,
65,1994,1994-10-09,6,28.257,WAS,@,PHI,L 17-21,
66,1994,1994-10-16,7,28.264,WAS,,ARI,L 16-19,
67,1994,1994-10-23,8,28.271,WAS,@,IND,W 41-27,
68,1994,1994-10-30,9,28.278,WAS,,PHI,L 29-31,
69,1994,1994-11-06,10,28.285,WAS,,SFO,L 22-37,
70,1994,1994-11-20,11,28.299,WAS,@,DAL,L 7-31,
71,1994,1994-11-27,12,28.306,WAS,,NYG,L 19-21,
72,1994,1994-12-04,13,28.313,WAS,@,TAM,L 21-26,
73,1994,1994-12-11,14,28.320,WAS,@,ARI,L 15-17,
74,1994,1994-12-18,15,28.327,WAS,,TAM,L 14-17,
75,1994,1994-12-24,16,28.333,WAS,@,RAM,W 24-21,
76,1995,1995-09-03,1,29.221,DEN,,BUF,W 22-7,
77,1995,1995-09-10,2,29.228,DEN,@,DAL,L 21-31,
78,1995,1995-09-17,3,29.235,DEN,,WAS,W 38-31,
79,1995,1995-09-24,4,29.242,DEN,@,SDG,L 6-17,
80,1995,1995-10-01,5,29.249,DEN,@,SEA,L 10-27,
81,1995,1995-10-08,6,29.256,DEN,@,NWE,W 37-3,
82,1995,1995-10-16,7,29.264,DEN,,OAK,W 27-0,
83,1995,1995-10-22,8,29.270,DEN,,KAN,L 7-21,
84,1995,1995-11-05,9,29.284,DEN,,ARI,W 38-6,
85,1995,1995-11-12,10,29.291,DEN,@,PHI,L 13-31,
86,1995,1995-11-19,11,29.298,DEN,,SDG,W 30-27,
87,1995,1995-11-26,12,29.305,DEN,@,HOU,L 33-42,
88,1995,1995-12-03,13,29.312,DEN,,JAX,W 31-23,
89,1995,1995-12-10,14,29.319,DEN,,SEA,L 27-31,
90,1995,1995-12-17,15,29.326,DEN,@,KAN,L 17-20,
91,1995,1995-12-24,16,29.333,DEN,@,OAK,W 31-28,
92,1996,1996-09-01,1,30.220,DEN,,NYJ,W 31-6,
93,1996,1996-09-08,2,30.227,DEN,@,SEA,W 30-20,
94,1996,1996-09-15,3,30.234,DEN,,TAM,W 27-23,
95,1996,1996-09-22,4,30.241,DEN,@,KAN,L 14-17,
96,1996,1996-09-29,5,30.248,DEN,@,CIN,W 14-10,
97,1996,1996-10-06,6,30.255,DEN,,SDG,W 28-17,
98,1996,1996-10-20,7,30.269,NWE,@,IND,W 27-9,
99,1996,1996-10-27,8,30.276,DEN,,KAN,W 34-7,
100,1996,1996-11-04,9,30.284,DEN,@,OAK,W 22-21,
101,1996,1996-11-10,10,30.290,DEN,,CHI,W 17-12,
102,1996,1996-11-17,11,30.297,DEN,@,NWE,W 34-8,
103,1996,1996-12-01,13,30.311,DEN,,SEA,W 34-7,
104,1996,1996-12-08,14,30.318,DEN,@,GNB,L 6-41,
105,1996,1996-12-15,15,30.325,DEN,,OAK,W 24-19,
106,1997,1997-08-31,1,31.218,DEN,,KAN,W 19-3,
107,1997,1997-09-07,2,31.225,DEN,@,SEA,W 35-14,
