ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-08,1,21.345,NYG,@,DAL,L 28-31,0,0,,0,,,,
2,1986,1986-09-14,2,21.351,NYG,,SDG,W 20-7,0,0,,0,,,,
3,1986,1986-09-21,3,21.358,NYG,@,RAI,W 14-9,0,0,,0,,,,
4,1986,1986-09-28,4,22.000,NYG,,NOR,W 20-17,0,0,,0,,,,
5,1986,1986-10-05,5,22.007,NYG,@,STL,W 13-6,0,0,,0,,,,
6,1986,1986-10-12,6,22.014,NYG,,PHI,W 35-3,1,0,0.00,0,0.0,0,0,0
7,1986,1986-10-19,7,22.021,NYG,@,SEA,L 12-17,0,0,,0,,,,
8,1986,1986-10-27,8,22.029,NYG,,WAS,W 27-20,0,0,,0,,,,
9,1986,1986-11-02,9,22.035,NYG,,DAL,W 17-14,0,0,,0,,,,
10,1986,1986-11-09,10,22.042,NYG,@,PHI,W 17-14,0,0,,0,,,,
11,1986,1986-11-16,11,22.049,NYG,@,MIN,W 22-20,0,0,,0,,,,
12,1986,1986-11-23,12,22.056,NYG,,DEN,W 19-16,0,0,,0,1.0,0,0,0
13,1986,1986-12-01,13,22.064,NYG,@,SFO,W 21-17,0,0,,0,,,,
14,1986,1986-12-07,14,22.070,NYG,@,WAS,W 24-14,0,0,,0,0.0,1,0,0
15,1986,1986-12-14,15,22.077,NYG,,STL,W 27-7,0,0,,0,,,,
16,1986,1986-12-20,16,22.083,NYG,,GNB,W 55-24,0,0,,0,,,,
17,1987,1987-09-14,1,22.351,NYG,@,CHI,L 19-34,,,,,,,,
18,1987,1987-09-20,2,22.357,NYG,,DAL,L 14-16,,,,,,,,
19,1987,1987-10-25,6,23.027,NYG,,STL,W 30-7,,,,,,,,
20,1987,1987-11-02,7,23.035,NYG,@,DAL,L 24-33,,,,,,,,
21,1987,1987-11-08,8,23.041,NYG,,NWE,W 17-10,,,,,,,,
22,1987,1987-11-15,9,23.048,NYG,@,PHI,W 20-17,,,,,,,,
23,1987,1987-11-22,10,23.055,NYG,@,NOR,L 14-23,,,,,,,,
24,1987,1987-12-06,12,23.069,NYG,,PHI,W 23-20,0,0,,0,0.5,0,0,0
25,1987,1987-12-13,13,23.076,NYG,@,STL,L 24-27,,,,,,,,
26,1987,1987-12-19,14,23.082,NYG,,GNB,W 20-10,0,0,,0,1.0,0,0,0
27,1987,1987-12-27,15,23.090,NYG,,NYJ,W 20-7,,,,,,,,
28,1988,1988-09-11,2,23.349,NYG,,SFO,L 17-20,,,,,,,,
29,1988,1988-09-18,3,23.356,NYG,@,DAL,W 12-10,,,,,,,,
30,1988,1988-09-25,4,23.363,NYG,,RAM,L 31-45,,,,,,,,
31,1988,1988-10-02,5,24.004,NYG,@,WAS,W 24-23,,,,,,,,
32,1988,1988-10-30,9,24.032,CHI,@,NWE,L 7-30,,,,,,,,
33,1988,1988-11-27,13,24.060,PHO,@,PHI,L 21-31,,,,,,,,
