ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1976,1976-09-12,1,23.073,NWE,,BAL,L 13-27,3,42,14.00,0,0,0,0.0,0,0,0
2,1976,1976-09-19,2,23.080,NWE,,MIA,W 30-14,4,33,8.25,0,0,0,0.0,1,18,0
3,1976,1976-09-26,3,23.087,NWE,@,PIT,W 30-27,3,20,6.67,0,0,0,0.0,0,0,0
4,1976,1976-10-03,4,23.094,NWE,,OAK,W 48-17,4,43,10.75,0,0,0,0.0,0,0,0
5,1976,1976-10-10,5,23.101,NWE,@,DET,L 10-30,2,5,2.50,0,0,0,0.0,0,0,0
6,1976,1976-10-18,6,23.109,NWE,,NYJ,W 41-7,2,6,3.00,0,0,0,0.0,0,0,0
7,1976,1976-10-24,7,23.115,NWE,@,BUF,W 26-22,1,13,13.00,0,0,0,0.0,0,0,0
8,1976,1976-10-31,8,23.122,NWE,@,MIA,L 3-10,4,47,11.75,0,0,0,0.0,0,0,0
9,1976,1976-11-07,9,23.129,NWE,,BUF,W 20-10,4,156,39.00,1,1,6,0.0,1,2,0
10,1976,1976-11-14,10,23.136,NWE,@,BAL,W 21-14,4,20,5.00,0,0,0,0.0,2,42,0
11,1976,1976-11-21,11,23.143,NWE,@,NYJ,W 38-24,3,25,8.33,0,0,0,0.0,3,0,0
12,1976,1976-11-28,12,23.150,NWE,,DEN,W 38-14,3,99,33.00,1,1,6,0.0,1,28,0
13,1976,1976-12-05,13,23.157,NWE,,NOR,W 27-6,5,46,9.20,0,0,0,0.0,0,0,0
14,1976,1976-12-12,14,23.164,NWE,@,TAM,W 31-14,3,53,17.67,0,0,0,0.0,0,0,0
15,1977,1977-09-18,1,24.079,NWE,,KAN,W 21-17,,,,,,,,,,
16,1977,1977-09-26,2,24.087,NWE,@,CLE,L 27-30,1,46,46.00,0,0,0,0.0,0,0,0
17,1977,1977-10-02,3,24.093,NWE,@,NYJ,L 27-30,5,31,6.20,0,0,0,0.0,1,22,0
18,1977,1977-10-09,4,24.100,NWE,,SEA,W 31-0,4,36,9.00,0,0,0,0.0,2,10,0
19,1977,1977-10-16,5,24.107,NWE,@,SDG,W 24-20,4,26,6.50,0,0,0,0.0,0,0,0
20,1977,1977-10-23,6,24.114,NWE,,BAL,W 17-3,3,9,3.00,0,0,0,0.0,0,0,0
21,1977,1977-10-30,7,24.121,NWE,,NYJ,W 24-13,,,,,,,,,,
22,1977,1977-11-06,8,24.128,NWE,,BUF,L 14-24,1,-4,-4.00,0,0,0,0.0,0,0,0
23,1977,1977-11-13,9,24.135,NWE,@,MIA,L 5-17,,,,,,,,,,
24,1977,1977-11-20,10,24.142,NWE,@,BUF,W 20-7,,,,,,,,,,
25,1977,1977-11-27,11,24.149,NWE,,PHI,W 14-6,3,25,8.33,0,0,0,0.0,0,0,0
26,1977,1977-12-04,12,24.156,NWE,@,ATL,W 16-10,0,0,,0,0,0,0.0,2,22,0
27,1977,1977-12-11,13,24.163,NWE,,MIA,W 14-10,2,18,9.00,0,0,0,0.0,0,0,0
28,1977,1977-12-18,14,24.170,NWE,@,BAL,L 24-30,1,13,13.00,0,0,0,0.0,0,0,0
29,1978,1978-09-03,1,25.064,NWE,,WAS,L 14-16,,,,,,,,,,
30,1978,1978-09-10,2,25.071,NWE,@,STL,W 16-6,,,,,,,,,,
31,1978,1978-09-18,3,25.079,NWE,,BAL,L 27-34,,,,,,,,,,
32,1978,1978-09-24,4,25.085,NWE,@,OAK,W 21-14,0,0,,0,0,0,0.0,1,22,0
33,1978,1978-10-01,5,25.092,NWE,,SDG,W 28-23,1,6,6.00,0,0,0,0.0,0,0,0
34,1978,1978-10-08,6,25.099,NWE,,PHI,W 24-14,2,13,6.50,0,0,0,0.0,0,0,0
35,1978,1978-10-15,7,25.106,NWE,@,CIN,W 10-3,2,41,20.50,0,0,0,0.0,0,0,0
36,1978,1978-10-22,8,25.113,NWE,,MIA,W 33-24,,,,,,,,,,
37,1978,1978-10-29,9,25.120,NWE,,NYJ,W 55-21,1,6,6.00,0,0,0,0.0,1,50,0
38,1978,1978-11-05,10,25.127,NWE,@,BUF,W 14-10,,,,,,,,,,
39,1978,1978-11-12,11,25.134,NWE,,HOU,L 23-26,,,,,,,,,,
40,1978,1978-11-19,12,25.141,NWE,@,NYJ,W 19-17,1,35,35.00,0,0,0,0.0,2,15,0
41,1978,1978-11-26,13,25.148,NWE,@,BAL,W 35-14,3,28,9.33,0,1,6,0.0,1,36,1
