ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1977,1977-09-18,1,23.284,NOR,,GNB,L 20-24,0,0,,0,0,0,,0,1,12,12.00,0,0,0
2,1977,1977-09-25,2,23.291,NOR,@,DET,L 19-23,0,0,,0,0,0,,0,2,42,21.00,0,0,0
3,1977,1977-10-02,3,23.298,NOR,@,CHI,W 42-24,,,,,,,,,,,,,,
4,1977,1977-10-09,4,23.305,NOR,,SDG,L 0-14,,,,,,,,,,,,,,
5,1977,1977-10-16,5,23.312,NOR,@,RAM,L 7-14,,,,,,,,,,,,,,
6,1977,1977-10-23,6,23.319,NOR,@,STL,L 31-49,0,0,,0,0,0,,0,1,20,20.00,0,0,0
7,1977,1977-10-30,7,23.326,NOR,,RAM,W 27-26,,,,,,,,,,,,,,
8,1977,1977-11-06,8,23.333,NOR,@,PHI,L 7-28,0,0,,0,0,0,,0,1,2,2.00,0,0,0
9,1977,1977-11-13,9,23.340,NOR,,SFO,L 7-10,,,,,,,,,,,,,,
10,1977,1977-11-20,10,23.347,NOR,,ATL,W 21-20,,,,,,,,,,,,,,
11,1977,1977-11-27,11,23.354,NOR,@,SFO,L 17-20,,,,,,,,,,,,,,
12,1977,1977-12-04,12,23.361,NOR,,NYJ,L 13-16,,,,,,,,,,,,,,
13,1977,1977-12-11,13,24.003,NOR,,TAM,L 14-33,0,0,,0,3,21,7.00,0,0,0,,0,0,0
14,1977,1977-12-18,14,24.010,NOR,@,ATL,L 7-35,5,-9,-1.80,0,0,0,,0,0,0,,0,0,0
15,1978,1978-09-03,1,24.269,SFO,@,CLE,L 7-24,15,52,3.47,0,2,15,7.50,0,0,0,,0,0,0
16,1978,1978-09-10,2,24.276,SFO,,CHI,L 13-16,13,80,6.15,0,2,12,6.00,0,0,0,,0,0,0
17,1978,1978-09-17,3,24.283,SFO,@,HOU,L 19-20,12,44,3.67,0,3,35,11.67,0,0,0,,0,0,0
18,1978,1978-09-24,4,24.290,SFO,@,NYG,L 10-27,5,8,1.60,0,1,-1,-1.00,0,0,0,,0,0,0
19,1978,1978-10-01,5,24.297,SFO,,CIN,W 28-12,16,32,2.00,0,1,5,5.00,0,0,0,,0,0,0
20,1978,1978-10-08,6,24.304,SFO,@,RAM,L 10-27,12,49,4.08,1,1,-5,-5.00,0,0,0,,0,1,6
21,1978,1978-10-15,7,24.311,SFO,,NOR,L 7-14,9,32,3.56,0,4,27,6.75,0,0,0,,0,0,0
22,1978,1978-10-22,8,24.318,SFO,,ATL,L 17-20,3,0,0.00,0,0,0,,0,0,0,,0,0,0
23,1978,1978-10-29,9,24.325,SFO,@,WAS,L 20-38,3,4,1.33,1,2,6,3.00,0,0,0,,0,1,6
24,1978,1978-11-05,10,24.332,SFO,@,ATL,L 10-21,1,2,2.00,0,0,0,,0,0,0,,0,0,0
25,1978,1978-11-12,11,24.339,SFO,,STL,L 10-16,,,,,,,,,,,,,,
26,1978,1978-11-19,12,24.346,SFO,,RAM,L 28-31,0,0,,0,0,0,,0,1,12,12.00,0,0,0
27,1978,1978-11-27,13,24.354,SFO,,PIT,L 7-24,0,0,,0,0,0,,0,1,0,0.00,0,0,0
28,1978,1978-12-03,14,24.360,SFO,@,NOR,L 13-24,0,0,,0,0,0,,0,1,25,25.00,0,0,0
29,1978,1978-12-10,15,25.002,SFO,,TAM,W 6-3,1,1,1.00,0,3,18,6.00,0,0,0,,0,0,0
30,1978,1978-12-17,16,25.009,SFO,@,DET,L 14-33,12,57,4.75,0,0,0,,0,0,0,,0,0,0
