ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring
1,1984,1984-09-02,1,24.017,SDG,@,MIN,W 42-13,2,8,4.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
2,1984,1984-09-09,2,24.024,SDG,@,SEA,L 17-31,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
3,1984,1984-09-16,3,24.031,SDG,,HOU,W 31-14,7,20,2.86,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
4,1984,1984-09-24,4,24.039,SDG,@,RAI,L 30-33,2,-5,-2.50,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,19,19.00,0,0,0
5,1984,1984-09-30,5,24.045,SDG,,DET,W 27-24,16,40,2.50,1,,2,4,2.00,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
6,1984,1984-10-07,6,24.052,SDG,@,GNB,W 34-28,1,4,4.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,17,17.00,0,0,0
7,1984,1984-10-14,7,24.059,SDG,@,KAN,L 13-31,2,6,3.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,61,30.50,0,0,0
8,1984,1984-10-21,8,24.066,SDG,,RAI,L 37-44,1,1,1.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,52,26.00,0,0,0
9,1984,1984-10-29,9,24.074,SDG,,SEA,L 0-24,0,0,,0,,0,0,,0,,,,,,,,,,,,,,0,0,,0,0,
10,1984,1984-11-04,10,24.080,SDG,@,IND,W 38-10,6,45,7.50,0,,2,3,1.50,1,,,0,0,,0,0,0,,,,,,1,22,22.00,0,1,6
11,1984,1984-11-11,11,24.087,SDG,,DEN,L 13-16,5,18,3.60,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,7,7.00,0,0,0
12,1984,1984-11-18,12,24.094,SDG,,MIA,W 34-28,8,42,5.25,1,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
13,1984,1984-11-25,13,24.101,SDG,@,PIT,L 24-52,4,8,2.00,0,,2,18,9.00,0,,,0,0,,0,0,0,,,,,,2,38,19.00,0,0,0
14,1984,1984-12-03,14,24.109,SDG,,CHI,W 20-7,1,11,11.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,0,0,,0,0,0
15,1984,1984-12-09,15,24.115,SDG,@,DEN,L 13-16,5,17,3.40,0,,2,8,4.00,1,,,0,0,,0,0,0,,,,,,0,0,,0,1,6
16,1984,1984-12-16,16,24.122,SDG,,KAN,L 21-42,7,11,1.57,2,,1,43,43.00,0,,,0,0,,0,0,0,,,,,,4,99,24.75,0,2,12
17,1985,1985-10-06,5,25.051,SDG,@,SEA,L 21-26,4,13,3.25,0,,1,5,5.00,0,,,0,0,,0,0,0,,,,,,1,14,14.00,0,0,0
18,1985,1985-10-13,6,25.058,SDG,,KAN,W 31-20,3,11,3.67,0,,1,7,7.00,0,,,0,0,,0,0,0,,,,,,3,82,27.33,0,0,0
19,1985,1985-10-20,7,25.065,SDG,@,MIN,L 17-21,5,21,4.20,0,,0,0,,0,,,0,0,,0,0,0,,,,,,1,16,16.00,0,0,0
20,1985,1985-10-28,8,25.073,SDG,@,RAI,L 21-34,2,10,5.00,0,,0,0,,0,,,0,0,,0,0,0,,,,,,2,23,11.50,0,0,0
