ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2012,2012-09-09,1,23.342,MIN,,JAX,W 26-23,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
2,2012,2012-09-16,2,23.349,MIN,@,IND,L 20-23,,,,,,,0.0%,,,,,,,,,,,,,,,
3,2012,2012-09-23,3,23.356,MIN,,SFO,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
4,2012,2012-09-30,4,23.363,MIN,@,DET,W 20-13,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
5,2012,2012-10-07,5,24.004,MIN,,TEN,W 30-7,,2,2,35,17.50,0,100.0%,17.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
6,2012,2012-10-14,6,24.011,MIN,@,WAS,L 26-38,*,2,1,16,16.00,0,50.0%,8.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
7,2012,2012-10-21,7,24.018,MIN,,ARI,W 21-14,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
8,2012,2012-10-25,8,24.022,MIN,,TAM,L 17-36,,1,1,5,5.00,0,100.0%,5.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
9,2012,2012-11-04,9,24.032,MIN,@,SEA,L 20-30,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
10,2012,2012-11-11,10,24.039,MIN,,DET,W 34-24,,,,,,,0.0%,,,,,,,,,,,,,,,
11,2012,2012-11-25,11,24.053,MIN,@,CHI,L 10-28,,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
12,2012,2012-12-02,12,24.060,MIN,@,GNB,L 14-23,,,,,,,0.0%,,,,,,,,,,,,,,,
13,2012,2012-12-09,13,24.067,MIN,,CHI,W 21-14,*,1,1,-2,-2.00,0,100.0%,-2.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
14,2012,2012-12-16,14,24.074,MIN,@,STL,W 36-22,*,,,,,,0.0%,,,,,,,,,,,,,,,
15,2012,2012-12-23,15,24.081,MIN,@,HOU,W 23-6,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,0
16,2012,2012-12-30,16,24.088,MIN,,GNB,W 37-34,,1,1,7,7.00,0,100.0%,7.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
17,2013,2013-09-08,1,24.340,MIN,@,DET,L 24-34,*,,,,,,0.0%,,,,,,,,,,,,,,,
18,2013,2013-09-15,2,24.347,MIN,@,CHI,L 30-31,,,,,,,0.0%,,,,,,,,,,,,,,,
19,2013,2013-10-13,5,25.010,MIN,,CAR,L 10-35,,,,,,,0.0%,,,,,,,,,,,,,,,
20,2013,2013-10-21,6,25.018,MIN,@,NYG,L 7-23,*,,0,0,,0,0.0%,,0,0,,0,0,0,,0,,0,0,0.0,0,1
21,2013,2013-11-17,10,25.045,MIN,@,SEA,L 20-41,,,,,,,0.0%,,,,,,,,,,,,,,,
22,2013,2013-11-24,11,25.052,MIN,@,GNB,T 26-26,*,2,2,26,13.00,1,100.0%,13.00,0,0,,0,0,0,,0,,1,6,0.0,0,0
23,2013,2013-12-01,12,25.059,MIN,,CHI,W 23-20,*,1,0,0,,0,0.0%,0.00,0,0,,0,1,7,7.00,0,,0,0,0.0,0,0
24,2013,2013-12-08,13,25.066,MIN,@,BAL,L 26-29,,3,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
25,2013,2013-12-15,14,25.073,MIN,,PHI,W 48-30,*,0,,,,,0.0%,,,,,,,,,,,,,,,
26,2013,2013-12-22,15,25.080,MIN,@,CIN,L 14-42,*,3,2,22,11.00,0,66.7%,7.33,0,0,,0,0,0,,0,,0,0,0.0,0,0
27,2013,2013-12-29,16,25.087,MIN,,DET,W 14-13,,1,1,13,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2014,2014-09-07,1,25.339,MIN,@,STL,W 34-6,,1,1,22,22.00,0,100.0%,22.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
29,2014,2014-09-14,2,25.346,MIN,,NWE,L 7-30,*,1,1,24,24.00,0,100.0%,24.00,0,0,,0,1,14,14.00,0,,0,0,0.0,0,0
30,2014,2014-09-21,3,25.353,MIN,@,NOR,L 9-20,*,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2014,2014-09-28,4,25.360,MIN,,ATL,W 41-28,*,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,1,0,2,0.0,0,0
32,2014,2014-10-02,5,25.364,MIN,@,GNB,L 10-42,*,2,1,12,12.00,0,50.0%,6.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2014,2014-10-12,6,26.009,MIN,,DET,L 3-17,*,1,1,4,4.00,0,100.0%,4.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2014,2014-10-19,7,26.016,MIN,@,BUF,L 16-17,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2014,2014-10-26,8,26.023,MIN,@,TAM,W 19-13,*,1,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,,0,0,0.0,1,0
36,2014,2014-11-02,9,26.030,MIN,,WAS,W 29-26,*,4,4,30,7.50,0,100.0%,7.50,0,0,,0,0,0,,0,,0,0,0.0,1,0
37,2014,2014-11-16,10,26.044,MIN,@,CHI,L 13-21,*,1,1,7,7.00,1,100.0%,7.00,0,0,,0,1,9,9.00,0,,1,6,0.0,0,0
38,2014,2014-11-23,11,26.051,MIN,,GNB,L 21-24,*,4,2,11,5.50,0,50.0%,2.75,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2014,2014-11-30,12,26.058,MIN,,CAR,W 31-13,*,,,,,,0.0%,,,,,,,,,,,,,,,
40,2014,2014-12-07,13,26.065,MIN,,NYJ,W 30-24,,,,,,,0.0%,,,,,,,,,,,,,,,
41,2014,2014-12-14,14,26.072,MIN,@,DET,L 14-16,,2,2,9,4.50,0,100.0%,4.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2014,2014-12-21,15,26.079,MIN,@,MIA,L 35-37,*,2,2,47,23.50,0,100.0%,23.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2014,2014-12-28,16,26.086,MIN,,CHI,W 13-9,*,3,3,23,7.67,0,100.0%,7.67,0,0,,0,0,0,,0,,0,0,0.0,0,0
44,2015,2015-09-14,1,26.346,MIN,@,SFO,L 3-20,,2,1,3,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,,0,0,0.0,0,0
