ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att
39,1953,1953-12-13,12,27.342,BAL,@,SFO,L 14-45,3,6,2.00,0,2,8,4.00,1,0,0,,0,0,,,,,,
40,1954,1954-09-26,1,28.264,BAL,,RAM,L 0-48,4,6,1.50,0,3,22,7.33,0,0,0,,0,0,,,,,,
41,1954,1954-10-02,2,28.270,BAL,,NYG,W 20-14,11,11,1.00,0,2,125,62.50,2,0,0,,0,0,,,,,,
42,1954,1954-10-10,3,28.278,BAL,@,CHI,L 9-28,14,13,0.93,0,1,13,13.00,0,0,0,,0,0,,,,,,
43,1954,1954-10-16,4,28.284,BAL,@,DET,L 0-35,12,43,3.58,0,0,0,,0,0,0,,0,0,,,,,,
44,1954,1954-10-24,5,28.292,BAL,,GNB,L 6-7,7,29,4.14,0,3,22,7.33,0,0,0,,0,0,,,,,,
45,1954,1954-10-31,6,28.299,BAL,@,WAS,L 21-24,5,35,7.00,1,2,8,4.00,0,0,0,,0,0,,,,,,
46,1954,1954-11-13,8,28.312,BAL,@,GNB,L 13-24,4,68,17.00,0,0,0,,0,0,0,,0,0,,,,,,
47,1954,1954-11-21,9,28.320,BAL,,CHI,L 13-28,6,65,10.83,1,1,11,11.00,0,0,0,,0,0,,,,,,
48,1954,1954-11-28,10,28.327,BAL,,SFO,W 17-13,2,28,14.00,0,2,50,25.00,0,0,0,,0,0,,,,,,
49,1954,1954-12-11,12,28.340,BAL,@,SFO,L 7-10,5,13,2.60,0,1,21,21.00,1,0,0,,0,0,,,,,,
50,1955,1955-10-01,2,29.269,BAL,,DET,W 28-13,1,0,0.00,0,1,11,11.00,0,0,0,,0,0,,,,,,
51,1955,1955-10-08,3,29.276,BAL,@,GNB,W 24-20,6,26,4.33,0,1,82,82.00,1,0,0,,0,0,,,,,,
52,1955,1955-10-16,4,29.284,BAL,@,CHI,L 10-38,2,2,1.00,0,1,14,14.00,0,0,0,,0,0,,,,,,
53,1955,1955-10-23,5,29.291,BAL,,WAS,L 13-14,8,38,4.75,0,0,0,,0,0,0,,0,0,,,,,,
54,1955,1955-10-29,6,29.297,BAL,,GNB,W 14-10,8,-5,-0.63,1,1,11,11.00,0,0,0,,0,0,,,,,,
55,1955,1955-11-05,7,29.304,BAL,@,DET,L 14-24,5,-12,-2.40,0,3,66,22.00,0,0,0,,0,0,,,,,,
56,1955,1955-11-13,8,29.312,BAL,@,NYG,L 7-17,0,0,,0,4,56,14.00,0,0,0,,0,0,,,,,,
57,1955,1955-11-20,9,29.319,BAL,,RAM,T 17-17,1,25,25.00,0,4,77,19.25,0,0,0,,0,0,,,,,,
58,1955,1955-11-27,10,29.326,BAL,,SFO,W 26-14,1,13,13.00,0,2,53,26.50,0,0,0,,0,0,,,,,,
59,1955,1955-12-11,12,29.340,BAL,@,SFO,L 24-35,0,0,,0,2,56,28.00,0,0,0,,0,0,,,,,,
