ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,tackles_solo,tackles_assists,def_int,def_int_yds,def_int_td
1,1998,1998-11-29,12,22.328,ARI,@,KAN,L 24-34,,0,0,0.0,,,1,0,0
2,1998,1998-12-06,13,22.335,ARI,,NYG,L 19-23,,0,0,0.0,,,1,0,0
3,1999,1999-09-12,1,23.250,ARI,@,PHI,W 25-24,*,,,,,,,,
4,1999,1999-09-19,2,23.257,ARI,@,MIA,L 16-19,*,,,,,,,,
5,1999,1999-09-27,3,23.265,ARI,,SFO,L 10-24,*,,,,,,,,
6,1999,1999-10-03,4,23.271,ARI,@,DAL,L 7-35,*,,,,,,,,
7,1999,1999-10-10,5,23.278,ARI,,NYG,W 14-3,,,,,,,,,
8,1999,1999-10-31,7,23.299,ARI,,NWE,L 3-27,,,,,,,,,
9,1999,1999-11-07,8,23.306,ARI,@,NYJ,L 7-12,,,,,,,,,
10,1999,1999-11-14,9,23.313,ARI,,DET,W 23-19,,,,,,,,,
11,1999,1999-11-21,10,23.320,ARI,,DAL,W 13-9,,,,,,,,,
12,1999,1999-11-28,11,23.327,ARI,@,NYG,W 34-24,,,,,,,,,
13,1999,1999-12-05,12,23.334,ARI,,PHI,W 21-17,,,,,,,,,
14,1999,1999-12-12,13,23.341,ARI,@,WAS,L 3-28,,0,0,0.0,,,1,1,0
15,1999,1999-12-19,14,23.348,ARI,,BUF,L 21-31,,,,,,,,,
16,1999,1999-12-26,15,23.355,ARI,@,ATL,L 14-37,,,,,,,,,
17,1999,2000-01-02,16,23.362,ARI,@,GNB,L 24-49,,,,,,,,,
18,2000,2000-09-03,1,24.242,ARI,@,NYG,L 16-21,,,,,,,,,
19,2000,2000-09-10,2,24.249,ARI,,DAL,W 32-31,,,,,,,,,
20,2000,2000-09-24,3,24.263,ARI,,GNB,L 3-29,,,,,,,,,
21,2000,2000-10-01,4,24.270,ARI,@,SFO,L 20-27,,,,,,,,,
22,2000,2000-10-08,5,24.277,ARI,,CLE,W 29-21,,,,,,,,,
23,2000,2000-10-15,6,24.284,ARI,,PHI,L 14-33,,,,,,,,,
24,2000,2000-10-22,7,24.291,ARI,@,DAL,L 7-48,,,,,,,,,
25,2000,2000-10-29,8,24.298,ARI,,NOR,L 10-21,,0,0,0.0,,,1,0,0
26,2000,2000-11-05,9,24.305,ARI,,WAS,W 16-15,,,,,,,,,
27,2000,2000-11-12,10,24.312,ARI,@,MIN,L 14-31,*,,,,,,,,
28,2000,2000-11-19,11,24.319,ARI,@,PHI,L 9-34,,,,,,,,,
29,2000,2000-11-26,12,24.326,ARI,,NYG,L 7-31,,,,,,,,,
30,2000,2000-12-03,13,24.333,ARI,@,CIN,L 13-24,,,,,,,,,
31,2000,2000-12-10,14,24.340,ARI,@,JAX,L 10-44,,,,,,,,,
32,2000,2000-12-17,15,24.347,ARI,,BAL,L 7-13,,,,,,,,,
33,2000,2000-12-24,16,24.354,ARI,@,WAS,L 3-20,,,,,,,,,
34,2001,2001-09-23,1,25.261,ARI,,DEN,L 17-38,*,,,,,,,,
35,2001,2001-09-30,2,25.268,ARI,,ATL,L 14-34,*,,,,,,,,
36,2001,2001-10-21,5,25.289,ARI,,KAN,W 24-16,*,0,0,0.0,,,1,0,0
37,2001,2001-10-28,6,25.296,ARI,@,DAL,L 3-17,*,,,,,,,,
38,2001,2001-11-04,7,25.303,ARI,,PHI,L 7-21,*,,,,,,,,
39,2001,2001-11-11,8,25.310,ARI,,NYG,L 10-17,*,,,,,,,,
40,2001,2001-11-18,9,25.317,ARI,,DET,W 45-38,*,,,,,,,,
41,2001,2001-11-25,10,25.324,ARI,@,SDG,W 20-17,*,,,,,,,,
42,2001,2001-12-02,11,25.331,ARI,@,OAK,W 34-31,*,,,,,,,,
43,2001,2001-12-09,12,25.338,ARI,,WAS,L 10-20,*,,,,,,,,
44,2001,2001-12-15,13,25.344,ARI,@,NYG,L 13-17,*,,,,,,,,
45,2001,2001-12-23,14,25.352,ARI,,DAL,W 17-10,*,,,,,,,,
46,2001,2001-12-30,15,25.359,ARI,@,CAR,W 30-7,*,,,,,,,,
47,2001,2002-01-06,16,26.001,ARI,@,WAS,L 17-20,*,,,,,,,,
48,2002,2002-09-08,1,26.246,MIN,@,CHI,L 23-27,*,,,,,,,,
49,2002,2002-09-15,2,26.253,MIN,,BUF,L 39-45,*,,,,,,,,
50,2002,2002-09-22,3,26.260,MIN,,CAR,L 14-21,*,0,0,0.0,,,1,33,0
51,2002,2002-09-29,4,26.267,MIN,@,SEA,L 23-48,*,,,,,,,,
52,2002,2002-10-13,5,26.281,MIN,,DET,W 31-24,*,0,0,0.0,,,1,0,0
53,2002,2002-10-20,6,26.288,MIN,@,NYJ,L 7-20,*,,,,,,,,
54,2002,2002-10-27,7,26.295,MIN,,CHI,W 25-7,*,,,,,,,,
55,2002,2002-11-03,8,26.302,MIN,@,TAM,L 24-38,*,,,,,,,,
56,2002,2002-11-10,9,26.309,MIN,,NYG,L 20-27,*,,,,,,,,
57,2002,2002-11-17,10,26.316,MIN,,GNB,W 31-21,*,,,,,,,,
58,2002,2002-11-24,11,26.323,MIN,@,NWE,L 17-24,*,,,,,,,,
59,2002,2002-12-01,12,26.330,MIN,,ATL,L 24-30,*,,,,,,,,
60,2002,2002-12-08,13,26.337,MIN,@,GNB,L 22-26,*,,,,,,,,
61,2002,2002-12-15,14,26.344,MIN,@,NOR,W 32-31,*,0,0,1.0,,,0,0,0
62,2002,2002-12-21,15,26.350,MIN,,MIA,W 20-17,*,,,,,,,,
63,2002,2002-12-29,16,26.358,MIN,@,DET,W 38-36,*,1,6,0.0,,,1,43,1
64,2003,2003-09-07,1,27.245,MIN,@,GNB,W 30-25,*,0,0,0.0,,,2,16,0
65,2003,2003-09-14,2,27.252,MIN,,CHI,W 24-13,*,,,,,,,,
66,2003,2003-09-21,3,27.259,MIN,@,DET,W 23-13,*,0,0,0.0,,,1,0,0
67,2003,2003-09-28,4,27.266,MIN,,SFO,W 35-7,*,0,0,0.0,,,1,39,0
68,2003,2003-10-05,5,27.273,MIN,@,ATL,W 39-26,*,,,,,,,,
69,2003,2003-10-19,6,27.287,MIN,,DEN,W 28-20,*,0,0,0.0,,,1,31,0
70,2003,2003-10-26,7,27.294,MIN,,NYG,L 17-29,*,0,0,0.0,,,1,0,0
71,2003,2003-11-02,8,27.301,MIN,,GNB,L 27-30,*,0,0,0.0,,,1,25,0
72,2003,2003-11-09,9,27.308,MIN,@,SDG,L 28-42,*,,,,,,,,
73,2003,2003-11-16,10,27.315,MIN,@,OAK,L 18-28,*,,,,,,,,
74,2003,2003-11-23,11,27.322,MIN,,DET,W 24-14,*,1,6,0.0,,,1,32,1
75,2003,2003-11-30,12,27.329,MIN,@,STL,L 17-48,*,,,,,,,,
76,2003,2003-12-07,13,27.336,MIN,,SEA,W 34-7,*,,,,,,,,
77,2003,2003-12-14,14,27.343,MIN,@,CHI,L 10-13,*,,,,,,,,
78,2003,2003-12-20,15,27.349,MIN,,KAN,W 45-20,*,,,,,,,,
79,2003,2003-12-28,16,27.357,MIN,@,ARI,L 17-18,*,,,,,,,,
80,2004,2004-09-12,1,28.251,MIN,,DAL,W 35-17,*,,,,,,,,
81,2004,2004-09-20,2,28.259,MIN,@,PHI,L 16-27,*,,,,,,,,
82,2004,2004-09-26,3,28.265,MIN,,CHI,W 27-22,*,,,,,,,,
83,2004,2004-10-10,4,28.279,MIN,@,HOU,W 34-28,*,,,,,,,,
84,2004,2004-10-17,5,28.286,MIN,@,NOR,W 38-31,*,,,,,,,,
85,2004,2004-10-24,6,28.293,MIN,,TEN,W 20-3,*,,,,,,,,
86,2004,2004-10-31,7,28.300,MIN,,NYG,L 13-34,*,,,,,,,,
87,2004,2004-11-08,8,28.308,MIN,@,IND,L 28-31,*,,,,,,,,
88,2004,2004-11-14,9,28.314,MIN,@,GNB,L 31-34,*,,,,,,,,
89,2004,2004-11-21,10,28.321,MIN,,DET,W 22-19,*,,,,,,,,
90,2004,2004-11-28,11,28.328,MIN,,JAX,W 27-16,*,,,,,,,,
91,2004,2004-12-05,12,28.335,MIN,@,CHI,L 14-24,*,,,,,,,,
92,2004,2004-12-12,13,28.342,MIN,,SEA,L 23-27,*,,,,,,,,
93,2004,2004-12-19,14,28.349,MIN,@,DET,W 28-27,*,0,0,0.0,,,1,0,0
94,2004,2004-12-24,15,28.354,MIN,,GNB,L 31-34,*,,,,,,,,
95,2004,2005-01-02,16,28.363,MIN,@,WAS,L 18-21,*,,,,,,,,
