ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt
1,2004,2004-09-19,2,23.216,ARI,,NWE,L 12-23,,,,,,,0.0%,
2,2004,2004-09-26,3,23.223,ARI,@,ATL,L 3-6,,,,,,,0.0%,
3,2004,2004-12-05,12,23.293,ARI,@,DET,L 12-26,,2,1,5,5.00,0,50.0%,2.50
4,2005,2005-11-06,8,24.263,ARI,,SEA,L 19-33,,7,2,22,11.00,0,28.6%,3.14
5,2005,2005-11-13,9,24.270,ARI,@,DET,L 21-29,*,2,2,23,11.50,0,100.0%,11.50
6,2005,2005-11-20,10,24.277,ARI,@,STL,W 38-28,,1,0,0,,0,0.0%,0.00
