ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring,def_int,def_int_yds,def_int_td
1,1972,1972-09-17,1,22.142,SFO,,SDG,W 34-3,1,22,22.00,0,0,0,,0,0,0,0,0,0
2,1972,1972-10-15,5,22.170,SFO,,NYG,L 17-23,,,,,,,,,,,,,
3,1972,1972-10-22,6,22.177,SFO,,NOR,T 20-20,2,49,24.50,0,0,0,,0,0,0,0,0,0
4,1972,1972-10-29,7,22.184,SFO,@,ATL,W 49-14,1,12,12.00,0,9,109,12.11,0,0,0,0,0,0
5,1972,1972-11-05,8,22.191,SFO,@,GNB,L 24-34,1,22,22.00,0,5,62,12.40,0,0,0,0,0,0
6,1972,1972-11-12,9,22.198,SFO,,BAL,W 24-21,1,4,4.00,0,1,5,5.00,0,0,0,0,0,0
7,1972,1972-11-19,10,22.205,SFO,@,CHI,W 34-21,0,0,,0,2,32,16.00,0,0,0,0,0,0
8,1972,1972-11-23,11,22.209,SFO,@,DAL,W 31-10,1,22,22.00,0,0,0,,0,0,0,0,0,0
9,1972,1972-12-04,12,22.220,SFO,,RAM,L 16-26,3,61,20.33,0,3,-6,-2.00,0,0,0,0,0,0
10,1972,1972-12-10,13,22.226,SFO,,ATL,W 20-0,,,,,,,,,,,,,
11,1972,1972-12-16,14,22.232,SFO,,MIN,W 20-17,0,0,,0,2,17,8.50,0,0,0,0,0,0
12,1973,1973-09-16,1,23.141,SFO,@,MIA,L 13-21,5,120,24.00,0,2,41,20.50,0,0,0,0,0,0
13,1973,1973-09-23,2,23.148,SFO,@,DEN,W 36-34,2,36,18.00,0,1,1,1.00,0,0,0,0,0,0
14,1973,1973-09-30,3,23.155,SFO,,RAM,L 20-40,,,,,,,,,,,,,
15,1973,1973-10-07,4,23.162,SFO,@,ATL,W 13-9,0,0,,0,2,47,23.50,0,0,0,0,0,0
16,1973,1973-10-14,5,23.169,SFO,,MIN,L 13-17,0,0,,0,2,6,3.00,0,0,0,0,0,0
17,1973,1973-10-21,6,23.176,SFO,,NOR,W 40-0,1,18,18.00,0,5,39,7.80,0,0,0,0,0,0
18,1973,1973-10-28,7,23.183,SFO,,ATL,L 3-17,0,0,,0,2,11,5.50,0,0,0,0,0,0
19,1973,1973-11-04,8,23.190,SFO,@,DET,L 20-30,0,0,,0,1,1,1.00,0,0,0,0,0,0
20,1973,1973-11-11,9,23.197,SFO,@,WAS,L 9-33,,,,,,,,,,,,,
21,1973,1973-11-18,10,23.204,SFO,@,RAM,L 13-31,2,45,22.50,0,0,0,,0,0,0,0,0,0
22,1973,1973-11-26,11,23.212,SFO,,GNB,W 20-6,2,17,8.50,0,1,0,0.00,0,0,0,0,0,0
23,1973,1973-12-02,12,23.218,SFO,,PHI,W 38-28,1,20,20.00,0,2,-3,-1.50,0,0,0,0,0,0
24,1973,1973-12-09,13,23.225,SFO,@,NOR,L 10-16,0,0,,0,3,42,14.00,0,0,0,0,0,0
25,1973,1973-12-15,14,23.231,SFO,,PIT,L 14-37,4,118,29.50,0,1,1,1.00,0,0,0,0,0,0
26,1974,1974-09-15,1,24.140,SFO,@,NOR,W 17-13,,,,,,,,,,,,,
27,1974,1974-09-22,2,24.147,SFO,@,ATL,W 16-10,0,0,,0,1,1,1.00,0,0,0,1,12,0
28,1974,1974-09-29,3,24.154,SFO,,CIN,L 3-21,0,0,,0,1,9,9.00,0,0,0,1,0,0
