ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,punt,punt_yds,punt_yds_per_punt,punt_blocked
1,1987,1987-09-13,1,22.194,SEA,@,DEN,L 17-40,0,0,,0,0,0,,0,0,0,,,,,,3,131,43.67,0
2,1987,1987-09-20,2,22.201,SEA,,KAN,W 43-14,0,0,,0,0,0,,0,0,0,,,,,,1,33,33.00,0
3,1987,1987-10-25,6,22.236,SEA,@,RAI,W 35-13,0,0,,0,0,0,,0,0,0,,,,,,5,220,44.00,0
4,1987,1987-11-01,7,22.243,SEA,,MIN,W 28-17,0,0,,0,0,0,,0,0,0,,,,,,5,211,42.20,0
5,1987,1987-11-09,8,22.251,SEA,@,NYJ,L 14-30,1,0,0.00,0,0,0,,0,0,0,,,,,,5,194,38.80,0
6,1987,1987-11-15,9,22.257,SEA,,GNB,W 24-13,0,0,,0,0,0,,0,0,0,,,,,,5,239,47.80,0
7,1987,1987-11-22,10,22.264,SEA,,SDG,W 34-3,0,0,,0,0,0,,0,0,0,,,,,,4,104,26.00,0
8,1987,1987-11-30,11,22.272,SEA,,RAI,L 14-37,0,0,,0,0,0,,0,0,0,,,,,,5,210,42.00,0
9,1987,1987-12-06,12,22.278,SEA,@,PIT,L 9-13,0,0,,0,0,0,,0,0,0,,,,,,2,57,28.50,0
10,1987,1987-12-13,13,22.285,SEA,,DEN,W 28-21,0,0,,0,0,0,,0,0,0,,,,,,4,172,43.00,0
11,1987,1987-12-20,14,22.292,SEA,@,CHI,W 34-21,0,0,,0,0,0,,0,0,0,,,,,,6,226,37.67,0
12,1987,1987-12-27,15,22.299,SEA,@,KAN,L 20-41,0,0,,0,0,0,,0,0,0,,,,,,2,83,41.50,0
13,1988,1988-09-04,1,23.185,SEA,@,DEN,W 21-14,0,0,,0,0,0,,0,0,0,,,,,,9,428,47.56,0
14,1988,1988-09-11,2,23.192,SEA,,KAN,W 31-10,0,0,,0,0,0,,0,0,0,,,,,,3,134,44.67,0
15,1988,1988-09-18,3,23.199,SEA,@,SDG,L 6-17,0,0,,0,0,0,,0,0,0,,,,,,2,71,35.50,0
16,1988,1988-09-25,4,23.206,SEA,,SFO,L 7-38,0,0,,0,0,0,,0,0,0,,,,,,7,307,43.86,0
17,1988,1988-10-02,5,23.213,SEA,@,ATL,W 31-20,0,0,,0,0,0,,0,0,0,,,,,,7,274,39.14,0
18,1988,1988-10-09,6,23.220,SEA,@,CLE,W 16-10,0,0,,0,0,0,,0,0,0,,,,,,5,178,35.60,0
19,1988,1988-10-16,7,23.227,SEA,,NOR,L 19-20,0,0,,0,0,0,,0,0,0,,,,,,1,34,34.00,0
20,1988,1988-10-23,8,23.234,SEA,@,RAM,L 10-31,0,0,,0,0,0,,0,0,0,,,,,,2,72,36.00,0
21,1988,1988-10-30,9,23.241,SEA,,SDG,W 17-14,0,0,,0,0,0,,0,0,0,,,,,,7,287,41.00,0
22,1988,1988-11-06,10,23.248,SEA,,BUF,L 3-13,0,0,,0,0,0,,0,0,0,,,,,,7,328,46.86,0
23,1988,1988-11-13,11,23.255,SEA,,HOU,W 27-24,0,0,,0,0,0,,0,0,0,,,,,,2,87,43.50,0
24,1988,1988-11-20,12,23.262,SEA,@,KAN,L 24-27,1,0,0.00,0,0,0,,0,0,0,,,,,,2,71,35.50,0
25,1988,1988-11-28,13,23.270,SEA,,RAI,W 35-27,0,0,,0,0,0,,0,0,0,,,,,,4,138,34.50,0
26,1988,1988-12-04,14,23.276,SEA,@,NWE,L 7-13,0,0,,0,0,0,,0,0,0,,,,,,8,297,37.13,0
27,1988,1988-12-11,15,23.283,SEA,,DEN,W 42-14,0,0,,0,0,0,,0,0,0,,,,,,2,80,40.00,0
28,1988,1988-12-18,16,23.290,SEA,@,RAI,W 43-37,0,0,,0,0,0,,0,0,0,,,,,,2,72,36.00,0
29,1989,1989-09-10,1,24.191,SEA,@,PHI,L 7-31,0,0,,0,1,1,100.00,4,0,0,83.3,0,0,4.00,4.00,7,304,43.43,1
30,1989,1989-09-17,2,24.198,SEA,,PHO,L 24-34,0,0,,0,0,0,,0,0,0,,0,,,,4,158,39.50,0
31,1989,1989-09-24,3,24.205,SEA,@,NWE,W 24-3,0,0,,0,0,0,,0,0,0,,0,,,,6,254,42.33,0
32,1989,1989-10-01,4,24.212,SEA,@,RAI,W 24-20,0,0,,0,0,0,,0,0,0,,0,,,,3,115,38.33,0
33,1989,1989-10-08,5,24.219,SEA,,KAN,L 16-20,0,0,,0,0,0,,0,0,0,,0,,,,5,185,37.00,0
34,1989,1989-10-15,6,24.226,SEA,@,SDG,W 17-16,0,0,,0,0,0,,0,0,0,,0,,,,5,195,39.00,0
35,1989,1989-10-22,7,24.233,SEA,,DEN,L 21-24,0,0,,0,0,0,,0,0,0,,0,,,,7,222,31.71,0
36,1989,1989-10-29,8,24.240,SEA,,SDG,W 10-7,0,0,,0,0,0,,0,0,0,,0,,,,4,169,42.25,0
37,1989,1989-11-05,9,24.247,SEA,@,KAN,L 10-20,0,0,,0,0,0,,0,0,0,,0,,,,6,254,42.33,0
38,1989,1989-11-12,10,24.254,SEA,,CLE,L 7-17,0,0,,0,0,0,,0,0,0,,0,,,,4,188,47.00,0
39,1989,1989-11-19,11,24.261,SEA,@,NYG,L 3-15,0,0,,0,0,0,,0,0,0,,0,,,,4,177,44.25,0
40,1989,1989-11-26,12,24.268,SEA,@,DEN,L 14-41,0,0,,0,0,0,,0,0,0,,0,,,,4,180,45.00,0
41,1989,1989-12-04,13,24.276,SEA,,BUF,W 17-16,1,0,0.00,0,0,0,,0,0,0,,0,,,,5,194,38.80,0
42,1989,1989-12-10,14,24.282,SEA,@,CIN,W 24-17,0,0,,0,0,0,,0,0,0,,0,,,,6,212,35.33,0
43,1989,1989-12-17,15,24.289,SEA,,RAI,W 23-17,0,0,,0,0,0,,0,0,0,,0,,,,2,68,34.00,0
44,1989,1989-12-23,16,24.295,SEA,,WAS,L 0-29,0,0,,0,0,0,,0,0,0,,0,,,,3,120,40.00,0
45,1992,1992-10-25,8,27.236,DEN,@,SDG,L 21-24,0,0,,0,0,0,,0,0,0,,,,,,5,218,43.60,0
46,1992,1992-11-08,9,27.250,DEN,,NYJ,W 27-16,0,0,,0,0,0,,0,0,0,,,,,,3,146,48.67,0
47,1992,1992-11-15,10,27.257,DEN,,NYG,W 27-13,0,0,,0,0,0,,0,0,0,,,,,,2,80,40.00,0
48,1992,1992-11-22,11,27.264,DEN,@,RAI,L 0-24,0,0,,0,0,0,,0,0,0,,,,,,4,177,44.25,0
49,1992,1992-11-30,12,27.272,DEN,@,SEA,L 13-16,0,0,,0,0,0,,0,0,0,,,,,,11,445,40.45,0
50,1992,1992-12-06,13,27.278,NYG,,WAS,L 10-28,0,0,,0,0,0,,0,0,0,,,,,,5,209,41.80,0
51,1992,1992-12-12,14,27.284,NYG,@,PHO,L 0-19,0,0,,0,0,0,,0,0,0,,,,,,5,225,45.00,0
52,1992,1992-12-19,15,27.291,NYG,,KAN,W 35-21,0,0,,0,0,0,,0,0,0,,,,,,4,147,36.75,1
53,1992,1992-12-27,16,27.299,NYG,@,PHI,L 10-20,0,0,,0,0,0,,0,0,0,,,,,,7,260,37.14,0
