ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,pass_cmp,pass_att,pass_cmp_perc,pass_yds,pass_td,pass_int,pass_rating,pass_sacked,pass_sacked_yds,pass_yds_per_att,pass_adj_yds_per_att,rush_att,rush_yds,rush_yds_per_att,rush_td
1,1968,1968-09-08,1,21.285,BUF,,BOS,L 7-16,*,13,25,52.00,150,0,2,37.1,0,0,6.00,2.40,5,9,1.80,0
2,1968,1968-09-15,2,21.292,BUF,,OAK,L 6-48,*,4,20,20.00,48,1,0,56.2,0,0,2.40,3.40,1,-2,-2.00,0
3,1968,1968-09-22,3,21.299,BUF,@,CIN,L 23-34,*,14,33,42.42,152,0,1,44.0,0,0,4.61,3.24,1,8,8.00,0
4,1968,1968-09-29,4,21.306,BUF,,NYJ,W 37-35,*,8,18,44.44,79,0,1,34.3,0,0,4.39,1.89,5,0,0.00,0
5,1968,1968-10-05,5,21.312,BUF,,KAN,L 7-18,*,8,20,40.00,136,1,2,40.8,0,0,6.80,3.30,0,0,,0
6,1968,1968-10-12,6,21.319,BUF,@,MIA,T 14-14,,8,14,57.14,79,1,0,97.0,0,0,5.64,7.07,0,0,,0
7,1968,1968-10-20,7,21.327,BUF,@,BOS,L 6-23,*,15,30,50.00,153,0,4,25.4,0,0,5.10,-0.90,0,0,,0
8,1968,1968-10-27,8,21.334,BUF,,HOU,L 7-30,,3,8,37.50,0,0,1,6.2,0,0,0.00,-5.63,0,0,,0
9,1968,1968-11-10,10,21.348,BUF,,MIA,L 17-21,,5,12,41.67,36,0,1,14.6,0,0,3.00,-0.75,0,0,,0
10,1968,1968-11-17,11,21.355,BUF,,SDG,L 6-21,*,8,21,38.10,38,0,0,46.3,0,0,1.81,1.81,0,0,,0
11,1968,1968-12-07,14,22.009,BUF,@,HOU,L 6-35,,6,14,42.86,46,0,2,11.9,0,0,3.29,-3.14,1,-4,-4.00,0
12,1969,1969-10-26,7,22.332,BUF,@,MIA,L 6-24,,6,17,35.29,81,0,2,11.8,0,0,4.76,-0.53,4,16,4.00,0
13,1969,1969-11-02,8,22.339,BUF,,KAN,L 7-29,*,10,25,40.00,132,1,4,31.2,0,0,5.28,-1.12,2,-2,-1.00,0
14,1969,1969-11-09,9,22.346,BUF,@,NYJ,L 6-16,*,8,10,80.00,152,0,0,118.7,0,0,15.20,15.20,0,0,,0
15,1970,1970-09-20,1,23.296,BUF,,DEN,L 10-25,*,6,15,40.00,40,0,1,20.1,0,0,2.67,-0.33,1,26,26.00,0
16,1970,1970-09-27,2,23.303,BUF,,RAM,L 0-19,*,4,13,30.77,29,0,1,8.2,0,0,2.23,-1.23,0,0,,0
17,1970,1970-10-11,4,23.317,BUF,@,PIT,L 10-23,,1,1,100.00,2,0,0,79.2,0,0,2.00,2.00,0,0,,0
