ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td
1,1952,1952-09-28,1,22.096,GNB,,CHI,L 14-24,1,1,1.00,0,0,0,,0
2,1952,1952-10-05,2,22.103,GNB,,WAS,W 35-20,7,30,4.29,0,0,0,,0
3,1952,1952-10-12,3,22.110,GNB,,RAM,L 28-30,2,0,0.00,0,0,0,,0
4,1952,1952-10-18,4,22.116,GNB,@,DTX,W 24-14,1,4,4.00,0,0,0,,0
5,1952,1952-10-26,5,22.124,GNB,,DET,L 17-52,2,6,3.00,0,0,0,,0
6,1952,1952-11-09,7,22.138,GNB,@,CHI,W 41-28,7,13,1.86,0,2,-3,-1.50,0
7,1952,1952-11-23,9,22.152,GNB,,DTX,W 42-14,2,10,5.00,0,0,0,,0
8,1952,1952-11-27,10,22.156,GNB,@,DET,L 24-48,2,12,6.00,0,0,0,,0
9,1952,1952-12-07,11,22.166,GNB,@,RAM,L 27-45,4,2,0.50,1,2,16,8.00,0
10,1952,1952-12-14,12,22.173,GNB,@,SFO,L 14-24,11,43,3.91,0,1,5,5.00,0
