ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,def_int,def_int_yds,def_int_td
1,1977,1977-09-18,1,22.183,NWE,,KAN,W 21-17,,,
2,1977,1977-09-26,2,22.191,NWE,@,CLE,L 27-30,,,
3,1977,1977-10-02,3,22.197,NWE,@,NYJ,L 27-30,,,
4,1977,1977-10-09,4,22.204,NWE,,SEA,W 31-0,,,
5,1977,1977-10-16,5,22.211,NWE,@,SDG,W 24-20,,,
6,1977,1977-10-23,6,22.218,NWE,,BAL,W 17-3,,,
7,1977,1977-10-30,7,22.225,NWE,,NYJ,W 24-13,,,
8,1977,1977-11-06,8,22.232,NWE,,BUF,L 14-24,,,
9,1977,1977-11-13,9,22.239,NWE,@,MIA,L 5-17,,,
10,1977,1977-11-20,10,22.246,NWE,@,BUF,W 20-7,,,
11,1977,1977-11-27,11,22.253,NWE,,PHI,W 14-6,,,
12,1977,1977-12-04,12,22.260,NWE,@,ATL,W 16-10,,,
13,1977,1977-12-11,13,22.267,NWE,,MIA,W 14-10,,,
14,1977,1977-12-18,14,22.274,NWE,@,BAL,L 24-30,,,
15,1978,1978-09-03,1,23.168,NWE,,WAS,L 14-16,,,
16,1978,1978-09-10,2,23.175,NWE,@,STL,W 16-6,,,
17,1978,1978-09-18,3,23.183,NWE,,BAL,L 27-34,,,
18,1978,1978-09-24,4,23.189,NWE,@,OAK,W 21-14,,,
19,1978,1978-10-01,5,23.196,NWE,,SDG,W 28-23,,,
20,1978,1978-10-08,6,23.203,NWE,,PHI,W 24-14,,,
21,1978,1978-10-15,7,23.210,NWE,@,CIN,W 10-3,,,
22,1978,1978-10-22,8,23.217,NWE,,MIA,W 33-24,,,
23,1978,1978-10-29,9,23.224,NWE,,NYJ,W 55-21,,,
24,1978,1978-11-05,10,23.231,NWE,@,BUF,W 14-10,,,
25,1978,1978-11-12,11,23.238,NWE,,HOU,L 23-26,,,
26,1978,1978-11-19,12,23.245,NWE,@,NYJ,W 19-17,,,
27,1978,1978-11-26,13,23.252,NWE,@,BAL,W 35-14,,,
28,1978,1978-12-03,14,23.259,NWE,@,DAL,L 10-17,,,
29,1978,1978-12-10,15,23.266,NWE,,BUF,W 26-24,,,
30,1978,1978-12-18,16,23.274,NWE,@,MIA,L 3-23,,,
31,1979,1979-09-03,1,24.168,NWE,,PIT,L 13-16,,,
32,1979,1979-09-09,2,24.174,NWE,,NYJ,W 56-3,1,22,0
33,1979,1979-09-16,3,24.181,NWE,@,CIN,W 20-14,,,
34,1979,1979-09-23,4,24.188,NWE,,SDG,W 27-21,,,
35,1979,1979-10-01,5,24.196,NWE,@,GNB,L 14-27,,,
36,1979,1979-10-07,6,24.202,NWE,,DET,W 24-17,,,
37,1979,1979-10-14,7,24.209,NWE,@,CHI,W 27-7,,,
38,1979,1979-10-21,8,24.216,NWE,,MIA,W 28-13,,,
39,1979,1979-10-28,9,24.223,NWE,@,BAL,L 26-31,,,
40,1979,1979-11-04,10,24.230,NWE,@,BUF,W 26-6,,,
41,1979,1979-11-11,11,24.237,NWE,@,DEN,L 10-45,,,
42,1979,1979-11-18,12,24.244,NWE,,BAL,W 50-21,,,
43,1979,1979-11-25,13,24.251,NWE,,BUF,L 13-16,,,
44,1979,1979-11-29,14,24.255,NWE,@,MIA,L 24-39,,,
45,1979,1979-12-09,15,24.265,NWE,@,NYJ,L 26-27,,,
46,1979,1979-12-16,16,24.272,NWE,,MIN,W 27-23,,,
