ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1999,1999-09-26,3,22.120,JAX,,TEN,L 19-20,,,,,
2,1999,1999-10-17,6,22.141,JAX,,CLE,W 24-7,,,,,
3,1999,1999-11-07,8,22.162,JAX,@,ATL,W 30-7,,,,,
4,1999,1999-11-14,9,22.169,JAX,,BAL,W 6-3,,,,,
5,1999,1999-11-21,10,22.176,JAX,,NOR,W 41-23,,,,,
6,1999,1999-11-28,11,22.183,JAX,@,BAL,W 30-23,,,,,
7,1999,1999-12-02,12,22.187,JAX,,PIT,W 20-6,,,,,
8,1999,1999-12-13,13,22.198,JAX,,DEN,W 27-24,,,,,
9,1999,1999-12-19,14,22.204,JAX,@,CLE,W 24-14,,,,,
10,1999,1999-12-26,15,22.211,JAX,@,TEN,L 14-41,,1,6,6.00,0
11,1999,2000-01-02,16,22.218,JAX,,CIN,W 24-7,,,,,
