ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,2005,2005-10-02,4,24.091,SEA,@,WAS,L 17-20,,0,0,0,,0,0.0%,,0,0
2,2005,2005-10-09,5,24.098,SEA,@,STL,W 37-31,*,6,5,43,8.60,0,83.3%,7.17,0,0
3,2005,2005-10-16,6,24.105,SEA,,HOU,W 42-10,,,0,0,,0,0.0%,,0,0
4,2005,2005-10-23,7,24.112,SEA,,DAL,W 13-10,,10,4,36,9.00,0,40.0%,3.60,0,0
5,2005,2005-11-06,8,24.126,SEA,@,ARI,W 33-19,,,0,0,,0,0.0%,,0,0
6,2005,2005-11-13,9,24.133,SEA,,STL,W 31-16,,2,2,78,39.00,1,100.0%,39.00,1,6
7,2005,2005-11-20,10,24.140,SEA,@,SFO,W 27-25,*,8,6,67,11.17,1,75.0%,8.38,1,6
8,2005,2005-11-27,11,24.147,SEA,,NYG,W 24-21,*,4,2,47,23.50,0,50.0%,11.75,0,0
9,2005,2005-12-05,12,24.155,SEA,@,PHI,W 42-0,,2,1,42,42.00,0,50.0%,21.00,0,0
10,2005,2005-12-11,13,24.161,SEA,,SFO,W 41-3,,4,3,43,14.33,0,75.0%,10.75,0,0
11,2005,2005-12-18,14,24.168,SEA,@,TEN,W 28-24,,,0,0,,0,0.0%,,0,0
12,2005,2005-12-24,15,24.174,SEA,,IND,W 28-13,,1,1,5,5.00,0,100.0%,5.00,0,0
13,2005,2006-01-01,16,24.182,SEA,@,GNB,L 17-23,,6,4,39,9.75,0,66.7%,6.50,0,0
14,2006,2006-09-10,1,25.069,SEA,@,DET,W 9-6,,1,1,14,14.00,0,100.0%,14.00,0,0
15,2006,2006-09-17,2,25.076,SEA,,ARI,W 21-10,,1,0,0,,0,0.0%,0.00,0,0
16,2006,2006-10-15,5,25.104,SEA,@,STL,W 30-28,,5,3,66,22.00,0,60.0%,13.20,0,0
17,2006,2006-10-22,6,25.111,SEA,,MIN,L 13-31,,5,4,37,9.25,0,80.0%,7.40,0,0
18,2006,2006-10-29,7,25.118,SEA,@,KAN,L 28-35,*,4,3,25,8.33,1,75.0%,6.25,1,6
19,2006,2006-11-06,8,25.126,SEA,,OAK,W 16-0,,5,4,58,14.50,0,80.0%,11.60,0,0
20,2006,2006-11-12,9,25.132,SEA,,STL,W 24-22,,3,3,20,6.67,0,100.0%,6.67,0,0
21,2006,2006-11-19,10,25.139,SEA,@,SFO,L 14-20,,3,2,19,9.50,0,66.7%,6.33,0,0
22,2006,2006-11-27,11,25.147,SEA,,GNB,W 34-24,*,7,5,67,13.40,1,71.4%,9.57,1,6
23,2006,2006-12-03,12,25.153,SEA,@,DEN,W 23-20,,2,1,13,13.00,0,50.0%,6.50,0,0
24,2006,2006-12-10,13,25.160,SEA,@,ARI,L 21-27,*,5,4,104,26.00,1,80.0%,20.80,1,6
25,2006,2006-12-14,14,25.164,SEA,,SFO,L 14-24,,13,8,87,10.88,0,61.5%,6.69,0,0
26,2006,2006-12-24,15,25.174,SEA,,SDG,L 17-20,*,6,3,37,12.33,0,50.0%,6.17,0,0
27,2006,2006-12-31,16,25.181,SEA,@,TAM,W 23-7,*,6,4,63,15.75,1,66.7%,10.50,1,6
28,2007,2007-09-09,1,26.068,SEA,,TAM,W 20-6,*,2,1,7,7.00,0,50.0%,3.50,0,0
29,2007,2007-11-04,8,26.124,SEA,@,CLE,L 30-33,*,8,6,58,9.67,1,75.0%,7.25,1,6
30,2007,2007-11-12,9,26.132,SEA,,SFO,W 24-0,*,10,8,101,12.63,1,80.0%,10.10,1,6
31,2007,2007-11-18,10,26.138,SEA,,CHI,W 30-23,*,13,9,136,15.11,1,69.2%,10.46,1,6
32,2007,2007-11-25,11,26.145,SEA,@,STL,W 24-19,*,6,4,41,10.25,0,66.7%,6.83,0,0
33,2007,2007-12-30,16,26.180,SEA,@,ATL,L 41-44,*,8,4,41,10.25,0,50.0%,5.13,0,0
34,2008,2008-09-07,1,27.066,CAR,@,SDG,W 26-24,*,10,5,48,9.60,0,50.0%,4.80,0,0
35,2008,2008-09-14,2,27.073,CAR,,CHI,W 20-17,*,6,1,22,22.00,0,16.7%,3.67,0,0
36,2008,2008-09-21,3,27.080,CAR,@,MIN,L 10-20,,4,2,37,18.50,0,50.0%,9.25,0,0
37,2008,2008-09-28,4,27.087,CAR,,ATL,W 24-9,,2,2,24,12.00,0,100.0%,12.00,0,0
38,2008,2008-10-05,5,27.094,CAR,,KAN,W 34-0,,0,,,,,0.0%,,,
39,2008,2008-11-09,9,27.129,CAR,@,OAK,W 17-6,,4,1,13,13.00,0,25.0%,3.25,0,0
40,2008,2008-11-16,10,27.136,CAR,,DET,W 31-22,,0,,,,,0.0%,,,
41,2008,2008-11-30,12,27.150,CAR,@,GNB,W 35-31,,,,,,,0.0%,,,
42,2008,2008-12-28,16,27.178,CAR,@,NOR,W 33-31,,2,2,37,18.50,0,100.0%,18.50,0,0
