ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
1,2011,2011-10-16,6,23.158,CHI,,MIN,W 39-10,,1,0,2,1.0,2,0
2,2011,2011-10-23,7,23.165,CHI,@,TAM,W 24-18,,,,,,,
3,2011,2011-11-07,8,23.180,CHI,@,PHI,W 30-24,,,0,0,0.0,0,0
4,2011,2011-11-13,9,23.186,CHI,,DET,W 37-13,,,,,,,
5,2011,2011-11-20,10,23.193,CHI,,SDG,W 31-20,,,0,0,0.0,1,0
6,2011,2011-11-27,11,23.200,CHI,@,OAK,L 20-25,,,,,,,
7,2011,2011-12-04,12,23.207,CHI,,KAN,L 3-10,,,0,0,0.0,2,2
8,2011,2011-12-11,13,23.214,CHI,@,DEN,L 10-13,,,0,0,1.0,2,0
9,2011,2011-12-18,14,23.221,CHI,,SEA,L 14-38,,,0,0,0.0,0,1
10,2011,2011-12-25,15,23.228,CHI,@,GNB,L 21-35,,,0,0,0.0,1,3
11,2011,2012-01-01,16,23.235,CHI,@,MIN,W 17-13,,,,,,,
12,2012,2012-09-09,1,24.121,CHI,,IND,W 41-21,,,0,0,0.0,0,0
13,2012,2012-09-13,2,24.125,CHI,@,GNB,L 10-23,*,,0,0,0.0,1,2
14,2012,2012-09-23,3,24.135,CHI,,STL,W 23-6,*,,0,0,0.5,0,2
15,2012,2012-10-01,4,24.143,CHI,@,DAL,W 34-18,*,,0,0,0.0,1,0
16,2012,2012-10-07,5,24.149,CHI,@,JAX,W 41-3,*,,0,0,0.0,1,0
17,2012,2012-10-22,6,24.164,CHI,,DET,W 13-7,*,,0,0,0.5,0,2
18,2012,2012-10-28,7,24.170,CHI,,CAR,W 23-22,*,,0,0,0.0,2,0
19,2012,2012-11-04,8,24.177,CHI,@,TEN,W 51-20,*,,0,0,0.5,1,1
20,2012,2012-11-11,9,24.184,CHI,,HOU,L 6-13,*,,0,0,0.0,1,1
21,2012,2012-11-19,10,24.192,CHI,@,SFO,L 7-32,*,,0,0,0.0,1,1
22,2012,2012-11-25,11,24.198,CHI,,MIN,W 28-10,*,,0,0,0.0,2,0
23,2012,2012-12-02,12,24.205,CHI,,SEA,L 17-23,*,,0,0,1.0,1,1
24,2012,2012-12-16,14,24.219,CHI,,GNB,L 13-21,*,,0,0,0.0,2,0
25,2012,2012-12-23,15,24.226,CHI,@,ARI,W 28-13,*,,,,,,
26,2012,2012-12-30,16,24.233,CHI,@,DET,W 26-24,*,,0,0,0.0,0,1
27,2013,2013-09-08,1,25.120,CHI,,CIN,W 24-21,*,,0,0,0.5,2,5
28,2013,2013-09-15,2,25.127,CHI,,MIN,W 31-30,*,,0,0,0.0,1,1
29,2013,2013-09-22,3,25.134,CHI,@,PIT,W 40-23,*,,0,0,0.0,1,1
30,2013,2013-09-29,4,25.141,CHI,@,DET,L 32-40,*,,0,0,0.0,2,0
31,2013,2013-10-20,7,25.162,CHI,@,WAS,L 41-45,*,,0,0,0.0,0,2
32,2013,2013-11-04,8,25.177,CHI,@,GNB,W 27-20,*,,0,0,0.0,1,1
33,2013,2013-11-10,9,25.183,CHI,,DET,L 19-21,*,,0,0,0.0,3,1
34,2013,2013-11-17,10,25.190,CHI,,BAL,W 23-20,*,,,,,,
35,2013,2013-12-01,12,25.204,CHI,@,MIN,L 20-23,*,,0,0,1.0,1,0
36,2013,2013-12-09,13,25.212,CHI,,DAL,W 45-28,*,,,,,,
37,2013,2013-12-15,14,25.218,CHI,@,CLE,W 38-31,,,0,0,0.0,0,1
38,2013,2013-12-22,15,25.225,CHI,@,PHI,L 11-54,,,,,,,
39,2013,2013-12-29,16,25.232,CHI,,GNB,L 28-33,,,,,,,
40,2014,2014-09-07,1,26.119,CHI,,BUF,L 20-23,*,,0,0,0.0,3,0
41,2014,2014-09-14,2,26.126,CHI,@,SFO,W 28-20,*,,0,0,1.0,1,0
42,2014,2014-09-22,3,26.134,CHI,@,NYJ,W 27-19,*,,0,0,1.0,1,2
43,2014,2014-09-28,4,26.140,CHI,,GNB,L 17-38,*,,,,,,
44,2014,2014-10-05,5,26.147,CHI,@,CAR,L 24-31,*,,0,0,1.0,1,3
45,2014,2014-10-12,6,26.154,CHI,@,ATL,W 27-13,*,,0,0,1.0,1,1
46,2014,2014-10-19,7,26.161,CHI,,MIA,L 14-27,*,,0,0,0.0,1,1
47,2014,2014-10-26,8,26.168,CHI,@,NWE,L 23-51,*,,0,0,0.0,1,1
48,2014,2014-11-09,9,26.182,CHI,@,GNB,L 14-55,*,,0,0,0.0,0,0
49,2014,2014-11-16,10,26.189,CHI,,MIN,W 21-13,*,,,,,,
50,2014,2014-11-23,11,26.196,CHI,,TAM,W 21-13,*,,0,0,2.0,3,0
51,2014,2014-11-27,12,26.200,CHI,@,DET,L 17-34,*,,0,0,0.0,1,0
52,2014,2014-12-04,13,26.207,CHI,,DAL,L 28-41,*,,0,0,0.0,5,0
53,2014,2014-12-15,14,26.218,CHI,,NOR,L 15-31,*,,0,0,0.0,1,0
54,2014,2014-12-21,15,26.224,CHI,,DET,L 14-20,*,,0,0,0.0,3,0
55,2014,2014-12-28,16,26.231,CHI,@,MIN,L 9-13,*,,0,0,0.0,2,1
56,2015,2015-09-13,1,27.125,WAS,,MIA,L 10-17,,,0,0,0.0,0,0
57,2015,2015-09-20,2,27.132,WAS,,STL,W 24-10,*,,0,0,1.0,3,0
58,2015,2015-09-24,3,27.136,WAS,@,NYG,L 21-32,,,0,0,0.0,1,0
59,2015,2015-10-04,4,27.146,WAS,,PHI,W 23-20,,,0,0,0.0,1,1
60,2015,2015-10-11,5,27.153,WAS,@,ATL,L 19-25,,,0,0,0.0,1,0
61,2015,2015-10-25,7,27.167,WAS,,TAM,W 31-30,,,0,0,0.5,0,1
62,2015,2015-11-08,8,27.181,WAS,@,NWE,L 10-27,,,0,0,0.0,2,1
63,2015,2015-11-15,9,27.188,WAS,,NOR,W 47-14,,,0,0,1.0,1,2
64,2015,2015-11-22,10,27.195,WAS,@,CAR,L 16-44,,,0,0,0.0,1,3
65,2015,2015-11-29,11,27.202,WAS,,NYG,W 20-14,,,0,0,0.0,1,0
66,2015,2015-12-07,12,27.210,WAS,,DAL,L 16-19,,,0,0,0.0,0,0
67,2016,2016-09-11,1,28.123,CLE,@,PHI,L 10-29,,,0,0,0.0,0,0
68,2016,2016-09-18,2,28.130,CLE,,BAL,L 20-25,,,0,0,0.0,1,0
69,2016,2016-09-25,3,28.137,CLE,@,MIA,L 24-30,*,,0,0,0.0,0,0
70,2016,2016-10-02,4,28.144,CLE,@,WAS,L 20-31,,,0,0,0.0,1,1
