ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,safety_md,all_td,scoring,sacks,tackles_solo,tackles_assists
71,2016,2016-10-09,5,28.151,CLE,,NWE,L 13-33,,,0,0,0.0,1,1
72,2016,2016-10-16,6,28.158,CLE,@,TEN,L 26-28,,,0,0,0.0,1,1
73,2016,2016-10-23,7,28.165,CLE,@,CIN,L 17-31,,,0,0,0.0,0,0
74,2016,2016-10-30,8,28.172,CLE,,NYJ,L 28-31,,,0,0,0.0,0,0
75,2016,2016-11-10,10,28.183,CLE,@,BAL,L 7-28,,,0,0,0.0,1,0
76,2016,2016-11-20,11,28.193,CLE,,PIT,L 9-24,,,0,0,0.0,1,0
77,2016,2016-11-27,12,28.200,CLE,,NYG,L 13-27,,,0,0,0.0,0,0
78,2016,2016-12-11,13,28.214,CLE,,CIN,L 10-23,,,0,0,0.5,0,3
79,2016,2016-12-18,14,28.221,CLE,@,BUF,L 13-33,,,0,0,0.0,0,0
80,2017,2017-09-10,1,29.122,DAL,,NYG,W 19-3,*,,0,0,0.0,1,0
81,2017,2017-09-17,2,29.129,DAL,@,DEN,L 17-42,*,,0,0,0.0,1,0
82,2017,2017-09-25,3,29.137,DAL,@,ARI,W 28-17,*,,0,0,0.0,1,0
83,2017,2017-10-01,4,29.143,DAL,,LAR,L 30-35,*,,0,0,0.0,0,1
