ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1986,1986-09-07,1,21.344,CIN,@,KAN,L 14-24,,,,,,,,,,
2,1986,1986-09-14,2,21.351,CIN,,BUF,W 36-33,,,,,,,,,,
3,1986,1986-09-18,3,21.355,CIN,@,CLE,W 30-13,,,,,,,,,,
4,1986,1986-09-28,4,22.000,CIN,,CHI,L 7-44,,,,,,,,,,
5,1986,1986-10-05,5,22.007,CIN,@,GNB,W 34-28,,,,,,,,,,
6,1986,1986-10-13,6,22.015,CIN,,PIT,W 24-22,0,0,,0,0,0,1.0,0,0,0
7,1986,1986-10-19,7,22.021,CIN,,HOU,W 31-28,0,0,,0,0,0,0.0,2,15,0
8,1986,1986-10-26,8,22.028,CIN,@,PIT,L 9-30,,,,,,,,,,
9,1986,1986-11-02,9,22.035,CIN,@,DET,W 24-17,,,,,,,,,,
10,1986,1986-11-09,10,22.042,CIN,@,HOU,L 28-32,,,,,,,,,,
11,1986,1986-11-16,11,22.049,CIN,,SEA,W 34-7,,,,,,,,,,
12,1986,1986-11-23,12,22.056,CIN,,MIN,W 24-20,0,0,,0,0,0,0.0,1,0,0
13,1986,1986-11-30,13,22.063,CIN,@,DEN,L 28-34,,,,,,,,,,
14,1986,1986-12-07,14,22.070,CIN,@,NWE,W 31-7,0,0,,0,0,0,0.0,1,5,0
15,1986,1986-12-14,15,22.077,CIN,,CLE,L 3-34,,,,,,,,,,
16,1986,1986-12-21,16,22.084,CIN,,NYJ,W 52-21,0,0,,0,0,0,1.0,0,0,0
17,1987,1987-09-13,1,22.350,CIN,@,IND,W 23-21,1,0,0.00,0,0,0,0.0,1,28,0
18,1987,1987-09-20,2,22.357,CIN,,SFO,L 26-27,0,0,,0,0,0,1.0,0,0,0
19,1987,1987-10-25,6,23.027,CIN,@,PIT,L 20-23,0,0,,0,,,,,,
20,1987,1987-11-01,7,23.034,CIN,,HOU,L 29-31,0,0,,0,0,0,1.0,0,0,0
21,1987,1987-11-08,8,23.041,CIN,,MIA,L 14-20,0,0,,0,,,,,,
22,1987,1987-11-15,9,23.048,CIN,@,ATL,W 16-10,0,0,,0,0,0,0.0,1,0,0
23,1987,1987-11-22,10,23.055,CIN,,PIT,L 16-30,0,0,,0,0,0,0.0,1,2,0
24,1987,1987-11-29,11,23.062,CIN,@,NYJ,L 20-27,0,0,,0,0,0,1.0,0,0,0
25,1987,1987-12-06,12,23.069,CIN,,KAN,W 30-27,0,0,,0,,,,,,
26,1987,1987-12-13,13,23.076,CIN,@,CLE,L 24-38,0,0,,0,,,,,,
27,1987,1987-12-20,14,23.083,CIN,,NOR,L 24-41,0,0,,0,,,,,,
28,1988,1988-09-04,1,23.342,CIN,,PHO,W 21-14,,,,,,,,,,
29,1988,1988-09-11,2,23.349,CIN,@,PHI,W 28-24,0,0,,0,0,0,0.5,0,0,0
30,1988,1988-09-18,3,23.356,CIN,@,PIT,W 17-12,0,0,,0,0,0,1.0,0,0,0
31,1988,1988-09-25,4,23.363,CIN,,CLE,W 24-17,,,,,,,,,,
32,1988,1988-10-02,5,24.004,CIN,@,RAI,W 45-21,0,0,,0,0,0,0.0,2,15,0
33,1988,1988-10-09,6,24.011,CIN,,NYJ,W 36-19,,,,,,,,,,
34,1988,1988-10-16,7,24.018,CIN,@,NWE,L 21-27,,,,,,,,,,
35,1988,1988-10-23,8,24.025,CIN,,HOU,W 44-21,,,,,,,,,,
36,1988,1988-10-30,9,24.032,CIN,@,CLE,L 16-23,0,0,,0,1,6,0.0,1,16,1
37,1988,1988-11-06,10,24.039,CIN,,PIT,W 42-7,,,,,,,,,,
38,1988,1988-11-13,11,24.046,CIN,@,KAN,L 28-31,,,,,,,,,,
39,1988,1988-11-20,12,24.053,CIN,@,DAL,W 38-24,,,,,,,,,,
40,1988,1988-11-27,13,24.060,CIN,,BUF,W 35-21,0,0,,0,0,0,0.0,1,0,0
41,1988,1988-12-04,14,24.067,CIN,,SDG,W 27-10,0,0,,0,0,0,0.0,1,7,0
42,1988,1988-12-11,15,24.074,CIN,@,HOU,L 6-41,,,,,,,,,,
43,1988,1988-12-17,16,24.080,CIN,,WAS,W 20-17,,,,,,,,,,
44,1989,1989-09-10,1,24.347,CIN,@,CHI,L 14-17,,,,,,,,,,
45,1989,1989-09-17,2,24.354,CIN,,PIT,W 41-10,,,,,,,,,,
46,1989,1989-09-25,3,24.362,CIN,,CLE,W 21-14,,,,,,,,,,
47,1989,1989-10-01,4,25.003,CIN,@,KAN,W 21-17,0,0,,0,0,0,0.0,3,38,0
48,1989,1989-10-08,5,25.010,CIN,@,PIT,W 26-16,,,,,,,,,,
49,1989,1989-10-15,6,25.017,CIN,,MIA,L 13-20,0,0,,0,0,0,0.0,1,10,0
50,1989,1989-10-22,7,25.024,CIN,,IND,L 12-23,,,,,,,,,,
51,1989,1989-10-29,8,25.031,CIN,,TAM,W 56-23,,,,,,,,,,
52,1989,1989-11-05,9,25.038,CIN,@,RAI,L 7-28,,,,,,,,,,
53,1989,1989-11-13,10,25.046,CIN,@,HOU,L 24-26,,,,,,,,,,
54,1989,1989-11-19,11,25.052,CIN,,DET,W 42-7,,,,,,,,,,
55,1989,1989-11-26,12,25.059,CIN,@,BUF,L 7-24,,,,,,,,,,
56,1989,1989-12-03,13,25.066,CIN,@,CLE,W 21-0,0,0,,0,0,0,0.0,1,17,0
57,1989,1989-12-10,14,25.073,CIN,,SEA,L 17-24,,,,,,,,,,
58,1989,1989-12-17,15,25.080,CIN,,HOU,W 61-7,0,0,,0,0,0,0.0,3,22,0
59,1989,1989-12-25,16,25.088,CIN,@,MIN,L 21-29,,,,,,,,,,
60,1990,1990-09-09,1,25.346,CIN,,NYJ,W 25-20,0,0,,0,0,0,1.0,1,0,0
61,1990,1990-09-16,2,25.353,CIN,@,SDG,W 21-16,,,,,,,,,,
62,1990,1990-09-23,3,25.360,CIN,,NWE,W 41-7,,,,,,,,,,
63,1990,1990-10-01,4,26.003,CIN,@,SEA,L 16-31,0,0,,0,0,0,0.0,1,0,0
64,1990,1990-10-07,5,26.009,CIN,@,RAM,W 34-31,,,,,,,,,,
65,1990,1990-10-14,6,26.016,CIN,@,HOU,L 17-48,,,,,,,,,,
66,1990,1990-10-22,7,26.024,CIN,@,CLE,W 34-13,,,,,,,,,,
67,1990,1990-10-28,8,26.030,CIN,@,ATL,L 17-38,,,,,,,,,,
68,1990,1990-11-04,9,26.037,CIN,,NOR,L 7-21,,,,,,,,,,
69,1990,1990-12-09,13,26.072,CIN,,SFO,L 17-20,,,,,,,,,,
70,1990,1990-12-16,14,26.079,CIN,@,RAI,L 7-24,,,,,,,,,,
