ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td
1,1964,1964-12-20,14,23.095,NYJ,@,KAN,L 7-24,0,10,,0
