ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,all_td,scoring,def_int,def_int_yds,def_int_td
1,1971,1971-09-19,1,21.363,HOU,@,CLE,L 0-31,,,,,
2,1971,1971-09-26,2,22.005,HOU,,KAN,L 16-20,,,,,
3,1971,1971-10-03,3,22.012,HOU,,NOR,T 13-13,,,,,
4,1971,1971-10-10,4,22.019,HOU,@,WAS,L 13-22,,,,,
5,1971,1971-10-17,5,22.026,HOU,,DET,L 7-31,,,,,
6,1971,1971-10-24,6,22.033,HOU,@,PIT,L 16-23,,,0,9,0
7,1971,1971-10-31,7,22.040,HOU,,CIN,W 10-6,,,,,
8,1971,1971-11-07,8,22.047,HOU,@,NWE,L 20-28,,,,,
9,1971,1971-11-14,9,22.054,HOU,@,OAK,L 21-41,0,0,3,40,0
10,1971,1971-11-21,10,22.061,HOU,@,CIN,L 13-28,,,,,
11,1971,1971-11-28,11,22.068,HOU,,CLE,L 24-37,,,,,
12,1971,1971-12-05,12,22.075,HOU,,PIT,W 29-3,,,,,
13,1971,1971-12-12,13,22.082,HOU,@,BUF,W 20-14,0,0,1,25,0
14,1971,1971-12-19,14,22.089,HOU,,SDG,W 49-33,,,,,
15,1972,1972-09-17,1,22.362,HOU,@,DEN,L 17-30,0,0,1,16,0
16,1972,1972-09-24,2,23.003,HOU,@,MIA,L 13-34,,,,,
17,1972,1972-10-01,3,23.010,HOU,,NYJ,W 26-20,,,,,
18,1972,1972-10-09,4,23.018,HOU,,OAK,L 0-34,,,,,
19,1972,1972-10-15,5,23.024,HOU,@,PIT,L 7-24,,,,,
20,1972,1972-10-22,6,23.031,HOU,,CLE,L 17-23,,,,,
21,1972,1972-10-29,7,23.038,HOU,@,CIN,L 7-30,,,,,
22,1972,1972-11-05,8,23.045,HOU,@,CLE,L 0-20,,,,,
23,1972,1972-11-12,9,23.052,HOU,,PHI,L 17-18,,,,,
24,1972,1972-11-19,10,23.059,HOU,,GNB,L 10-23,,,,,
25,1972,1972-11-26,11,23.066,HOU,@,SDG,L 20-34,,,,,
26,1972,1972-12-03,12,23.073,HOU,@,ATL,L 10-20,,,,,
27,1972,1972-12-10,13,23.080,HOU,,PIT,L 3-9,,,,,
28,1972,1972-12-17,14,23.087,HOU,,CIN,L 17-61,,,,,
29,1973,1973-09-16,1,23.360,HOU,@,NYG,L 14-34,,,,,
30,1973,1973-09-23,2,24.002,HOU,@,CIN,L 10-24,,,,,
31,1973,1973-09-30,3,24.009,HOU,,PIT,L 7-36,0,0,1,0,0
32,1973,1973-10-07,4,24.016,HOU,,RAM,L 26-31,,,,,
33,1973,1973-10-14,5,24.023,HOU,,DEN,L 20-48,,,,,
34,1973,1973-10-21,6,24.030,HOU,@,CLE,L 13-42,,,,,
35,1973,1973-10-28,7,24.037,HOU,@,CHI,L 14-35,,,,,
36,1973,1973-11-25,11,24.065,HOU,,NWE,L 0-32,,,,,
37,1973,1973-12-02,12,24.072,HOU,,OAK,L 6-17,0,0,1,3,0
38,1973,1973-12-09,13,24.079,HOU,@,PIT,L 7-33,0,0,1,0,0
39,1973,1973-12-16,14,24.086,HOU,,CIN,L 24-27,,,,,
40,1974,1974-09-15,1,24.359,HOU,,SDG,W 21-14,,,,,
41,1974,1974-09-22,2,25.001,HOU,@,CLE,L 7-20,,,,,
42,1974,1974-09-29,3,25.008,HOU,,KAN,L 7-17,,,,,
43,1974,1974-10-06,4,25.015,HOU,,PIT,L 7-13,,,,,
44,1974,1974-10-13,5,25.022,HOU,@,MIN,L 10-51,,,,,
45,1974,1974-10-20,6,25.029,HOU,,STL,L 27-31,,,,,
46,1974,1974-10-27,7,25.036,HOU,@,CIN,W 34-21,0,0,1,29,0
47,1974,1974-11-03,8,25.043,HOU,@,NYJ,W 27-22,,,,,
