ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,sacks
1,1984,1984-09-02,1,23.014,KAN,@,PIT,W 37-27,
2,1984,1984-09-23,4,23.035,KAN,@,DEN,L 0-21,
3,1984,1984-09-30,5,23.042,KAN,,CLE,W 10-6,
4,1984,1984-10-07,6,23.049,KAN,,NYJ,L 16-17,
5,1984,1984-10-14,7,23.056,KAN,,SDG,W 31-13,
6,1984,1984-10-21,8,23.063,KAN,@,NYJ,L 7-28,
7,1984,1984-10-28,9,23.070,KAN,,TAM,W 24-20,
8,1984,1984-11-04,10,23.077,KAN,@,SEA,L 0-45,
9,1984,1984-11-11,11,23.084,KAN,,HOU,L 16-17,
10,1984,1984-11-18,12,23.091,KAN,@,RAI,L 7-17,
11,1984,1984-11-25,13,23.098,KAN,@,NYG,L 27-28,
12,1984,1984-12-02,14,23.105,KAN,,DEN,W 16-13,
13,1984,1984-12-09,15,23.112,KAN,,SEA,W 34-7,
14,1984,1984-12-16,16,23.119,KAN,@,SDG,W 42-21,
15,1985,1985-09-08,1,24.020,KAN,@,NOR,W 47-27,1.0
16,1985,1985-09-12,2,24.024,KAN,,RAI,W 36-20,
17,1985,1985-10-20,7,24.062,KAN,,RAM,L 0-16,
18,1985,1985-10-27,8,24.069,KAN,,DEN,L 10-30,
19,1985,1985-11-03,9,24.076,KAN,@,HOU,L 20-23,
20,1985,1985-11-10,10,24.083,KAN,,PIT,L 28-36,
21,1985,1985-11-17,11,24.090,KAN,@,SFO,L 3-31,
22,1985,1985-11-24,12,24.097,KAN,,IND,W 20-7,
23,1985,1985-12-01,13,24.104,KAN,@,SEA,L 6-24,
24,1985,1985-12-08,14,24.111,KAN,,ATL,W 38-10,
25,1985,1985-12-14,15,24.117,KAN,@,DEN,L 13-14,
26,1985,1985-12-22,16,24.125,KAN,,SDG,W 38-34,
27,1986,1986-12-07,14,25.110,WAS,,NYG,L 14-24,
28,1986,1986-12-13,15,25.116,WAS,@,DEN,L 30-31,
29,1987,1987-10-18,5,26.060,STL,@,SFO,L 28-34,
