ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
40,2001,2001-12-16,13,25.094,KAN,,DEN,W 26-23,*,,,,,
41,2001,2001-12-23,14,25.101,KAN,,SDG,W 20-17,*,0,0,,0,1.0
42,2001,2001-12-30,15,25.108,KAN,@,JAX,W 30-26,*,,,,,
43,2001,2002-01-06,16,25.115,KAN,@,SEA,L 18-21,*,,,,,
44,2002,2002-09-08,1,25.360,KAN,@,CLE,W 40-39,*,,,,,
45,2002,2002-09-15,2,26.002,KAN,,JAX,L 16-23,*,,,,,
46,2002,2002-09-22,3,26.009,KAN,@,NWE,L 38-41,*,,,,,
47,2002,2002-09-29,4,26.016,KAN,,MIA,W 48-30,*,,,,,
48,2002,2002-10-06,5,26.023,KAN,@,NYJ,W 29-25,,,,,,
49,2002,2002-10-13,6,26.030,KAN,@,SDG,L 34-35,,,,,,
50,2002,2002-10-20,7,26.037,KAN,,DEN,L 34-37,*,,,,,
51,2002,2002-10-27,8,26.044,KAN,,OAK,W 20-10,*,,,,,
52,2002,2002-11-10,9,26.058,KAN,@,SFO,L 13-17,*,,,,,
53,2002,2002-12-08,13,26.086,KAN,,STL,W 49-10,,,,,,
54,2002,2002-12-15,14,26.093,KAN,@,DEN,L 24-31,*,,,,,
55,2002,2002-12-22,15,26.100,KAN,,SDG,W 24-22,*,,,,,
56,2002,2002-12-28,16,26.106,KAN,@,OAK,L 0-24,*,,,,,
57,2003,2003-09-21,3,27.008,ARI,,GNB,W 20-13,,,,,,
58,2003,2003-09-28,4,27.015,ARI,@,STL,L 13-37,,,,,,
59,2003,2003-10-05,5,27.022,ARI,@,DAL,L 7-24,,,,,,
60,2003,2003-10-12,6,27.029,ARI,,BAL,L 18-26,,,,,,
61,2003,2003-12-07,13,27.085,ARI,@,SFO,L 14-50,,,,,,
62,2004,2004-10-17,6,28.034,JAX,,KAN,W 22-16,,,,,,
63,2004,2004-10-24,7,28.041,JAX,@,IND,W 27-24,,,,,,
64,2004,2004-10-31,8,28.048,JAX,@,HOU,L 6-20,,,,,,
65,2004,2004-11-14,9,28.062,JAX,,DET,W 23-17,,,,,,
66,2004,2004-11-21,10,28.069,JAX,,TEN,L 15-18,,,,,,
67,2004,2004-11-28,11,28.076,JAX,@,MIN,L 16-27,,,,,,
68,2004,2004-12-05,12,28.083,JAX,,PIT,L 16-17,,0,0,,0,0.5
69,2004,2004-12-12,13,28.090,JAX,,CHI,W 22-3,,,,,,
70,2004,2004-12-19,14,28.097,JAX,@,GNB,W 28-25,,,,,,
71,2004,2004-12-26,15,28.104,JAX,,HOU,L 0-21,,,,,,
