ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,sacks
1,1998,1998-09-06,1,21.358,KAN,,OAK,W 28-8,,,,,,
2,1998,1998-09-13,2,22.000,KAN,@,JAX,L 16-21,,,,,,
3,1998,1998-09-27,4,22.014,KAN,@,PHI,W 24-21,,,,,,
4,1998,1998-11-22,11,22.070,KAN,@,SDG,L 37-38,,1,0,0.00,0,0.0
5,1998,1998-12-13,14,22.091,KAN,,DAL,W 20-17,,,,,,
6,1998,1998-12-20,15,22.098,KAN,@,NYG,L 7-28,,,,,,
7,1998,1998-12-26,16,22.104,KAN,@,OAK,W 31-24,,,,,,
8,1999,1999-09-12,1,22.364,KAN,@,CHI,L 17-20,,,,,,
9,1999,1999-09-19,2,23.006,KAN,,DEN,W 26-10,,,,,,
10,1999,1999-09-26,3,23.013,KAN,,DET,W 31-21,,,,,,
11,1999,1999-10-03,4,23.020,KAN,@,SDG,L 14-21,,,,,,
12,1999,1999-10-10,5,23.027,KAN,,NWE,W 16-14,,0,0,,0,1.0
13,1999,1999-10-21,6,23.038,KAN,@,BAL,W 35-8,,,,,,
14,1999,1999-11-07,8,23.055,KAN,@,IND,L 17-25,,,,,,
15,1999,1999-11-14,9,23.062,KAN,@,TAM,L 10-17,,,,,,
16,1999,1999-11-28,11,23.076,KAN,@,OAK,W 37-34,,,,,,
17,1999,1999-12-05,12,23.083,KAN,@,DEN,W 16-10,,,,,,
18,2000,2000-09-17,3,24.004,KAN,,SDG,W 42-10,,,,,,
19,2000,2000-09-24,4,24.011,KAN,@,DEN,W 23-22,,,,,,
20,2000,2000-10-02,5,24.019,KAN,,SEA,W 24-17,,,,,,
21,2000,2000-10-15,6,24.032,KAN,,OAK,L 17-20,,,,,,
22,2000,2000-10-22,7,24.039,KAN,,STL,W 54-34,,,,,,
23,2000,2000-10-29,8,24.046,KAN,@,SEA,W 24-19,,,,,,
24,2000,2000-11-05,9,24.053,KAN,@,OAK,L 31-49,,,,,,
25,2000,2000-11-12,10,24.060,KAN,@,SFO,L 7-21,,,,,,
26,2000,2000-12-10,14,24.088,KAN,,CAR,W 15-14,,,,,,
27,2000,2000-12-17,15,24.095,KAN,,DEN,W 20-7,,,,,,
28,2001,2001-09-09,1,24.361,KAN,,OAK,L 24-27,*,,,,,
29,2001,2001-09-23,2,25.010,KAN,,NYG,L 3-13,*,,,,,
30,2001,2001-09-30,3,25.017,KAN,@,WAS,W 45-13,*,,,,,
31,2001,2001-10-07,4,25.024,KAN,@,DEN,L 6-20,*,0,0,,0,1.0
32,2001,2001-10-14,5,25.031,KAN,,PIT,L 17-20,*,,,,,
33,2001,2001-10-21,6,25.038,KAN,@,ARI,L 16-24,*,,,,,
34,2001,2001-10-25,7,25.042,KAN,,IND,L 28-35,*,0,0,,0,1.0
35,2001,2001-11-04,8,25.052,KAN,@,SDG,W 25-20,*,,,,,
36,2001,2001-11-11,9,25.059,KAN,@,NYJ,L 7-27,*,,,,,
37,2001,2001-11-25,10,25.073,KAN,,SEA,W 19-7,*,,,,,
38,2001,2001-11-29,11,25.077,KAN,,PHI,L 10-23,*,,,,,
39,2001,2001-12-09,12,25.087,KAN,@,OAK,L 26-28,*,,,,,
