ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,all_td,scoring,sacks,def_int,def_int_yds,def_int_td
1,1992,1992-09-06,1,22.035,TAM,,PHO,W 23-7,,,,,,,
2,1992,1992-09-13,2,22.042,TAM,,GNB,W 31-3,,,,,,,
3,1992,1992-09-20,3,22.049,TAM,@,MIN,L 20-26,,,,,,,
4,1992,1992-09-27,4,22.056,TAM,@,DET,W 27-23,,,,,,,
5,1992,1992-10-04,5,22.063,TAM,,IND,L 14-24,,,,,,,
6,1992,1992-11-15,10,22.105,TAM,,CHI,W 20-17,,,,,,,
7,1992,1992-11-22,11,22.112,TAM,@,SDG,L 14-29,,,,,,,
8,1992,1992-11-29,12,22.119,TAM,@,GNB,L 14-19,,,,,,,
9,1992,1992-12-06,13,22.126,TAM,,RAM,L 27-31,,,,,,,
10,1992,1992-12-13,14,22.133,TAM,,ATL,L 7-35,,,,,,,
11,1992,1992-12-19,15,22.139,TAM,@,SFO,L 14-21,,,,,,,
12,1992,1992-12-27,16,22.147,TAM,@,PHO,W 7-3,,,,,,,
13,1993,1993-09-05,1,23.034,DEN,@,NYJ,W 26-20,,,,,,,
14,1993,1993-09-12,2,23.041,DEN,,SDG,W 34-17,,,,,,,
15,1993,1993-09-20,3,23.049,DEN,@,KAN,L 7-15,,,,,,,
16,1993,1993-10-03,4,23.062,DEN,,IND,W 35-13,,,,,,,
17,1993,1993-10-10,5,23.069,DEN,@,GNB,L 27-30,,,,,,,
18,1993,1993-10-18,6,23.077,DEN,,RAI,L 20-23,,,,,,,
19,1993,1993-10-31,7,23.090,DEN,,SEA,W 28-17,,,,,,,
20,1993,1993-11-07,8,23.097,DEN,@,CLE,W 29-14,,,,,,,
21,1993,1993-11-14,9,23.104,DEN,,MIN,L 23-26,,,,,,,
22,1993,1993-11-21,10,23.111,DEN,,PIT,W 37-13,,,,,,,
23,1993,1993-11-28,11,23.118,DEN,@,SEA,W 17-9,,,,,,,
24,1993,1993-12-05,12,23.125,DEN,@,SDG,L 10-13,,,,,,,
25,1993,1993-12-12,13,23.132,DEN,,KAN,W 27-21,,,,,,,
26,1993,1993-12-18,14,23.138,DEN,@,CHI,W 13-3,,,,,,,
27,1993,1993-12-26,15,23.146,DEN,,TAM,L 10-17,,,,,,,
28,1993,1994-01-02,16,23.153,DEN,@,RAI,L 30-33,,,,,,,
29,1994,1994-09-04,1,24.033,DEN,,SDG,L 34-37,,,,,,,
30,1994,1994-09-11,2,24.040,DEN,@,NYJ,L 22-25,,,,,,,
31,1994,1994-09-18,3,24.047,DEN,,RAI,L 16-48,,0,0,1.0,0,0,0
32,1994,1994-09-26,4,24.055,DEN,@,BUF,L 20-27,,,,,,,
33,1994,1994-10-09,5,24.068,DEN,@,SEA,W 16-9,,,,,,,
34,1994,1994-10-17,6,24.076,DEN,,KAN,L 28-31,,,,,,,
35,1994,1994-10-23,7,24.082,DEN,@,SDG,W 20-15,,,,,,,
36,1994,1994-10-30,8,24.089,DEN,,CLE,W 26-14,,,,,,,
37,1994,1994-11-06,9,24.096,DEN,@,RAM,L 21-27,,,,,,,
38,1994,1994-11-13,10,24.103,DEN,,SEA,W 17-10,,,,,,,
39,1994,1994-11-20,11,24.110,DEN,,ATL,W 32-28,,,,,,,
40,1994,1994-11-27,12,24.117,DEN,,CIN,W 15-13,,,,,,,
41,1994,1994-12-04,13,24.124,DEN,@,KAN,W 20-17,,,,,,,
42,1994,1994-12-11,14,24.131,DEN,@,RAI,L 13-23,,,,,,,
43,1994,1994-12-17,15,24.137,DEN,@,SFO,L 19-42,,0,0,0.0,1,2,0
44,1994,1994-12-24,16,24.144,DEN,,NOR,L 28-30,,,,,,,
45,1995,1995-09-03,1,25.032,DEN,,BUF,W 22-7,,,,,,,
46,1995,1995-09-10,2,25.039,DEN,@,DAL,L 21-31,,,,,,,
47,1995,1995-09-17,3,25.046,DEN,,WAS,W 38-31,,0,0,0.0,1,1,0
48,1995,1995-09-24,4,25.053,DEN,@,SDG,L 6-17,,0,0,0.0,1,4,0
49,1995,1995-10-16,7,25.075,DEN,,OAK,W 27-0,,,,,,,
50,1995,1995-10-22,8,25.081,DEN,,KAN,L 7-21,,,,,,,
51,1995,1995-11-05,9,25.095,DEN,,ARI,W 38-6,,0,0,0.5,0,0,0
52,1995,1995-11-12,10,25.102,DEN,@,PHI,L 13-31,,,,,,,
53,1995,1995-11-19,11,25.109,DEN,,SDG,W 30-27,,,,,,,
54,1996,1996-09-15,3,26.044,IND,@,DAL,W 25-24,,,,,,,
55,1996,1996-09-23,4,26.052,IND,,MIA,W 10-6,,0,0,1.0,0,0,0
56,1996,1996-10-06,5,26.065,IND,@,BUF,L 13-16,,,,,,,
57,1996,1996-10-13,6,26.072,BAL,@,IND,L 21-26,,,,,,,
58,1996,1996-10-20,7,26.079,IND,,NWE,L 9-27,,,,,,,
59,1996,1996-10-27,8,26.086,IND,@,WAS,L 16-31,,,,,,,
60,1996,1996-11-03,9,26.093,IND,,SDG,L 19-26,,,,,,,
61,1996,1996-11-10,10,26.100,IND,@,MIA,L 13-37,,,,,,,
62,1996,1996-11-17,11,26.107,IND,,NYJ,W 34-29,,,,,,,
63,1996,1996-11-24,12,26.114,IND,@,NWE,L 13-27,,,,,,,
64,1996,1996-12-01,13,26.121,IND,,BUF,W 13-10,,,,,,,
65,1996,1996-12-05,14,26.125,IND,,PHI,W 37-10,,,,,,,
66,1996,1996-12-15,15,26.135,IND,@,KAN,W 24-19,,,,,,,
67,1996,1996-12-22,16,26.142,IND,@,CIN,L 24-31,,,,,,,
68,1997,1997-08-31,1,27.029,IND,@,MIA,L 10-16,,1,6,0.0,1,43,1
69,1997,1997-09-07,2,27.036,IND,,NWE,L 6-31,,,,,,,
70,1997,1997-09-14,3,27.043,IND,,SEA,L 3-31,,,,,,,
