ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,two_pt_md,all_td,scoring,sacks,tackles_solo,tackles_assists
17,2010,2010-09-12,1,25.361,ATL,@,PIT,L 9-15,*,3,3,39,13.00,0,100.0%,13.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
18,2010,2010-09-19,2,26.003,ATL,,ARI,W 41-7,,8,2,31,15.50,0,25.0%,3.88,1,-5,-5.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
19,2010,2010-09-26,3,26.010,ATL,@,NOR,W 27-24,*,5,1,1,1.00,0,20.0%,0.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
20,2010,2010-10-03,4,26.017,ATL,,SFO,W 16-14,*,8,3,59,19.67,1,37.5%,7.38,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
21,2010,2010-10-10,5,26.024,ATL,@,CLE,W 20-10,,2,2,17,8.50,0,100.0%,8.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
22,2010,2010-10-17,6,26.031,ATL,@,PHI,L 17-31,,6,4,32,8.00,0,66.7%,5.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
23,2010,2010-10-24,7,26.038,ATL,,CIN,W 39-32,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
24,2010,2010-11-07,8,26.052,ATL,,TAM,W 27-21,,2,,,,,0.0%,,,,,,,,,,,,,,,,,,,
25,2010,2010-11-11,9,26.056,ATL,,BAL,W 26-21,,4,1,12,12.00,0,25.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
26,2010,2010-11-21,10,26.066,ATL,@,STL,W 34-17,,1,,,,,0.0%,,,,,,,,,,,,,,,,,,,
27,2010,2010-11-28,11,26.073,ATL,,GNB,W 20-17,,3,2,7,3.50,0,66.7%,2.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
28,2010,2010-12-05,12,26.080,ATL,@,TAM,W 28-24,,3,1,21,21.00,0,33.3%,7.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
29,2010,2010-12-12,13,26.087,ATL,@,CAR,W 31-10,*,1,1,46,46.00,0,100.0%,46.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
30,2010,2010-12-19,14,26.094,ATL,@,SEA,W 34-18,,3,1,10,10.00,0,33.3%,3.33,1,0,0.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
31,2010,2010-12-27,15,26.102,ATL,,NOR,L 14-17,,3,,,,,0.0%,,,,,,,,,,,,,,,,,,,
32,2010,2011-01-02,16,26.108,ATL,,CAR,W 31-10,,1,1,19,19.00,0,100.0%,19.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
33,2011,2011-09-11,1,26.360,ATL,@,CHI,L 12-30,,4,2,10,5.00,0,50.0%,2.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
34,2011,2011-09-18,2,27.002,ATL,,PHI,W 35-31,,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
35,2011,2011-09-25,3,27.009,ATL,@,TAM,L 13-16,,7,5,35,7.00,0,71.4%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
36,2011,2011-10-02,4,27.016,ATL,@,SEA,W 30-28,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
37,2011,2011-10-09,5,27.023,ATL,,GNB,L 14-25,,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
38,2011,2011-10-16,6,27.030,ATL,,CAR,W 31-17,*,4,2,57,28.50,0,50.0%,14.25,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
39,2011,2011-10-23,7,27.037,ATL,@,DET,W 23-16,*,7,4,62,15.50,0,57.1%,8.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
40,2011,2011-11-06,8,27.051,ATL,@,IND,W 31-7,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
41,2011,2011-11-13,9,27.058,ATL,,NOR,L 23-26,,14,8,133,16.63,0,57.1%,9.50,1,3,3.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
42,2011,2011-11-20,10,27.065,ATL,,TEN,W 23-17,*,4,4,51,12.75,0,100.0%,12.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
43,2011,2011-11-27,11,27.072,ATL,,MIN,W 24-14,,5,2,45,22.50,1,40.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
44,2011,2011-12-04,12,27.079,ATL,@,HOU,L 10-17,,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
45,2011,2011-12-11,13,27.086,ATL,@,CAR,W 31-23,,3,2,12,6.00,0,66.7%,4.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
46,2011,2011-12-15,14,27.090,ATL,,JAX,W 41-14,,1,1,12,12.00,0,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
47,2011,2011-12-26,15,27.101,ATL,@,NOR,L 16-45,*,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
48,2011,2012-01-01,16,27.107,ATL,,TAM,W 45-24,,,,,,,0.0%,,,,,,,,,,,,,,,,,,,
49,2012,2012-09-09,1,27.359,ATL,@,KAN,W 40-24,,4,3,32,10.67,0,75.0%,8.00,0,0,,0,1,8,8.00,0,0,0,,0,,0,0,0.0,0,0
50,2012,2012-09-17,2,28.001,ATL,,DEN,W 27-21,,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
51,2012,2012-09-23,3,28.007,ATL,@,SDG,W 27-3,,2,2,13,6.50,0,100.0%,6.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
52,2012,2012-09-30,4,28.014,ATL,,CAR,W 30-28,,2,1,6,6.00,0,50.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
53,2012,2012-10-07,5,28.021,ATL,@,WAS,W 24-17,,5,2,34,17.00,0,40.0%,6.80,1,5,5.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
54,2012,2012-10-14,6,28.028,ATL,,OAK,W 23-20,,7,5,37,7.40,0,71.4%,5.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
55,2012,2012-11-04,8,28.049,ATL,,DAL,W 19-13,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
56,2012,2012-11-11,9,28.056,ATL,@,NOR,L 27-31,,7,4,49,12.25,0,57.1%,7.00,0,0,,0,0,0,,0,1,0,0.00,0,,0,0,0.0,0,0
57,2012,2012-11-18,10,28.063,ATL,,ARI,W 23-19,*,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
58,2012,2012-11-25,11,28.070,ATL,@,TAM,W 24-23,,3,2,11,5.50,0,66.7%,3.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
59,2012,2012-11-29,12,28.074,ATL,,NOR,W 23-13,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
60,2012,2012-12-09,13,28.084,ATL,@,CAR,L 20-30,,3,2,28,14.00,0,66.7%,9.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
61,2012,2012-12-16,14,28.091,ATL,,NYG,W 34-0,,3,3,83,27.67,0,100.0%,27.67,1,-1,-1.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
62,2012,2012-12-22,15,28.097,ATL,@,DET,W 31-18,,2,2,6,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
63,2012,2012-12-30,16,28.105,ATL,,TAM,L 17-22,,8,4,21,5.25,1,50.0%,2.63,0,0,,0,0,0,,0,4,42,10.50,0,,1,6,0.0,0,0
64,2013,2013-09-08,1,28.357,ATL,@,NOR,L 17-23,,6,4,93,23.25,0,66.7%,15.50,0,0,,0,0,0,,0,2,21,10.50,0,,0,0,0.0,0,0
65,2013,2013-09-15,2,28.364,ATL,,STL,W 31-24,,5,4,43,10.75,0,80.0%,8.60,0,0,,0,0,0,,0,2,4,2.00,0,,0,0,0.0,0,0
66,2013,2013-09-22,3,29.006,ATL,@,MIA,L 23-27,,6,1,9,9.00,0,16.7%,1.50,0,0,,0,0,0,,0,3,4,1.33,0,,0,0,0.0,0,0
67,2013,2013-09-29,4,29.013,ATL,,NWE,L 23-30,*,6,5,68,13.60,0,83.3%,11.33,0,0,,0,0,0,,0,1,6,6.00,0,,0,0,0.0,0,0
68,2013,2013-10-07,5,29.021,ATL,,NYJ,L 28-30,,4,2,6,3.00,0,50.0%,1.50,0,0,,0,0,0,,0,2,22,11.00,0,,0,0,0.0,0,0
69,2013,2013-10-20,6,29.034,ATL,,TAM,W 31-23,*,7,7,149,21.29,1,100.0%,21.29,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
70,2013,2013-10-27,7,29.041,ATL,@,ARI,L 13-27,*,18,12,121,10.08,0,66.7%,6.72,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
71,2013,2013-11-03,8,29.048,ATL,@,CAR,L 10-34,*,5,3,82,27.33,0,60.0%,16.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
72,2013,2013-11-10,9,29.055,ATL,,SEA,L 10-33,*,8,7,49,7.00,0,87.5%,6.13,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
73,2013,2013-11-17,10,29.062,ATL,@,TAM,L 28-41,*,9,6,134,22.33,1,66.7%,14.89,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,2,0
74,2013,2013-11-21,11,29.066,ATL,,NOR,L 13-17,*,11,9,79,8.78,0,81.8%,7.18,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
75,2013,2013-12-01,12,29.076,ATL,@,BUF,W 34-31,*,15,6,73,12.17,0,40.0%,4.87,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
76,2013,2013-12-08,13,29.083,ATL,@,GNB,L 21-22,*,7,2,20,10.00,0,28.6%,2.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,1,0
77,2013,2013-12-15,14,29.090,ATL,,WAS,W 27-26,*,7,5,37,7.40,0,71.4%,5.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
78,2013,2013-12-23,15,29.098,ATL,@,SFO,L 24-34,,9,5,46,9.20,0,55.6%,5.11,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
79,2013,2013-12-29,16,29.104,ATL,,CAR,L 20-21,*,9,7,58,8.29,0,77.8%,6.44,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
80,2014,2014-09-07,1,29.356,ATL,,NOR,W 37-34,*,7,6,69,11.50,0,85.7%,9.86,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
81,2014,2014-09-14,2,29.363,ATL,@,CIN,L 10-24,,8,4,38,9.50,0,50.0%,4.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
82,2014,2014-09-18,3,30.002,ATL,,TAM,W 56-14,*,2,2,14,7.00,1,100.0%,7.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
83,2014,2014-10-26,8,30.040,ATL,,DET,L 21-22,,5,3,42,14.00,0,60.0%,8.40,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
84,2014,2014-11-09,9,30.054,ATL,@,TAM,W 27-17,,2,0,0,,0,0.0%,0.00,0,0,,0,0,0,,0,0,0,,0,1,0,2,0.0,0,0
85,2014,2014-11-16,10,30.061,ATL,@,CAR,W 19-17,,4,4,46,11.50,0,100.0%,11.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
86,2014,2014-11-23,11,30.068,ATL,,CLE,L 24-26,,4,2,14,7.00,0,50.0%,3.50,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
87,2014,2014-11-30,12,30.075,ATL,,ARI,W 29-18,*,12,9,116,12.89,0,75.0%,9.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
88,2014,2014-12-08,13,30.083,ATL,@,GNB,L 37-43,*,3,2,11,5.50,1,66.7%,3.67,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
89,2014,2014-12-14,14,30.089,ATL,,PIT,L 20-27,*,14,10,131,13.10,0,71.4%,9.36,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
90,2014,2014-12-21,15,30.096,ATL,@,NOR,W 30-14,*,7,4,47,11.75,0,57.1%,6.71,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
91,2014,2014-12-28,16,30.103,ATL,,CAR,L 3-34,,6,5,28,5.60,0,83.3%,4.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
92,2015,2015-09-13,1,30.362,TEN,@,TAM,W 42-14,*,2,2,24,12.00,1,100.0%,12.00,0,0,,0,0,0,,0,0,0,,0,,1,6,0.0,0,0
93,2015,2015-09-20,2,31.004,TEN,@,CLE,L 14-28,*,8,1,9,9.00,0,12.5%,1.13,1,-6,-6.00,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
94,2015,2015-09-27,3,31.011,TEN,,IND,L 33-35,*,6,3,20,6.67,0,50.0%,3.33,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
95,2015,2015-10-11,4,31.025,TEN,,BUF,L 13-14,*,3,2,17,8.50,0,66.7%,5.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
96,2015,2015-10-18,5,31.032,TEN,,MIA,L 10-38,*,4,1,11,11.00,0,25.0%,2.75,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
97,2015,2015-11-08,8,31.053,TEN,@,NOR,W 34-28,*,5,5,73,14.60,0,100.0%,14.60,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
98,2015,2015-11-15,9,31.060,TEN,,CAR,L 10-27,,3,3,26,8.67,0,100.0%,8.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
99,2015,2015-11-19,10,31.064,TEN,@,JAX,L 13-19,*,5,2,16,8.00,0,40.0%,3.20,0,0,,0,0,0,,0,2,9,4.50,0,,0,0,0.0,0,0
100,2015,2015-11-29,11,31.074,TEN,,OAK,L 21-24,*,8,3,29,9.67,1,37.5%,3.63,0,0,,0,0,0,,0,1,5,5.00,0,,1,6,0.0,0,0
101,2015,2015-12-06,12,31.081,TEN,,JAX,W 42-39,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
102,2015,2015-12-13,13,31.088,TEN,@,NYJ,L 8-30,*,7,3,65,21.67,0,42.9%,9.29,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
103,2015,2015-12-20,14,31.095,TEN,@,NWE,L 16-33,*,4,2,15,7.50,0,50.0%,3.75,0,0,,0,0,0,,0,1,18,18.00,0,,0,0,0.0,0,0
104,2015,2015-12-27,15,31.102,TEN,,HOU,L 6-34,,12,6,79,13.17,0,50.0%,6.58,0,0,,0,0,0,,0,5,32,6.40,0,,0,0,0.0,0,0
105,2015,2016-01-03,16,31.109,TEN,@,IND,L 24-30,*,2,2,19,9.50,0,100.0%,9.50,0,0,,0,0,0,,0,2,9,4.50,0,,0,0,0.0,0,0
106,2016,2016-09-11,1,31.361,TEN,,MIN,L 16-25,,5,2,21,10.50,0,40.0%,4.20,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
107,2016,2016-09-18,2,32.002,TEN,@,DET,W 16-15,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
108,2016,2016-09-25,3,32.009,TEN,,OAK,L 10-17,,4,2,20,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
109,2016,2016-11-06,9,32.051,TEN,@,SDG,L 35-43,,2,2,48,24.00,0,100.0%,24.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
110,2016,2016-11-13,10,32.058,TEN,,GNB,W 47-25,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
111,2016,2016-11-20,11,32.065,TEN,@,IND,L 17-24,,1,1,3,3.00,0,100.0%,3.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
112,2016,2016-11-27,12,32.072,TEN,@,CHI,W 27-21,,2,2,60,30.00,0,100.0%,30.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
113,2016,2016-12-11,13,32.086,TEN,,DEN,W 13-10,,2,1,10,10.00,0,50.0%,5.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
114,2016,2016-12-18,14,32.093,TEN,@,KAN,W 19-17,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
115,2016,2016-12-24,15,32.099,TEN,@,JAX,L 17-38,*,6,5,48,9.60,0,83.3%,8.00,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
116,2016,2017-01-01,16,32.107,TEN,,HOU,W 24-17,*,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
117,2017,2017-11-26,11,33.071,TEN,@,IND,W 20-16,,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
118,2017,2017-12-03,12,33.078,TEN,,HOU,W 24-13,,0,0,0,,0,0.0%,,0,0,,0,0,0,,0,0,0,,0,,0,0,0.0,0,0
