ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,all_td,scoring
1,1997,1997-08-31,1,25.146,SFO,@,TAM,L 6-13,,0,0,0,,0,0.0%,,,
2,1997,1997-09-07,2,25.153,SFO,@,STL,W 15-12,,,0,0,,0,0.0%,,,
3,1997,1997-09-14,3,25.160,SFO,,NOR,W 33-7,,,0,0,,0,0.0%,,,
4,1997,1997-09-21,4,25.167,SFO,,ATL,W 34-7,,,0,0,,0,0.0%,,,
5,1997,1997-09-29,5,25.175,SFO,@,CAR,W 34-21,,0,0,0,,0,0.0%,,,
6,1997,1997-10-12,6,25.188,SFO,,STL,W 30-10,,2,2,21,10.50,1,100.0%,10.50,1,6
7,1997,1997-10-19,7,25.195,SFO,@,ATL,W 35-28,,1,1,6,6.00,0,100.0%,6.00,0,0
8,1997,1997-10-26,8,25.202,SFO,@,NOR,W 23-0,,4,2,31,15.50,0,50.0%,7.75,0,0
9,1997,1997-11-02,9,25.209,SFO,,DAL,W 17-10,,1,1,12,12.00,0,100.0%,12.00,0,0
10,1997,1997-11-10,10,25.217,SFO,@,PHI,W 24-12,,,0,0,,0,0.0%,,,
11,1997,1997-11-16,11,25.223,SFO,,CAR,W 27-19,,2,2,26,13.00,0,100.0%,13.00,0,0
12,1997,1997-11-23,12,25.230,SFO,,SDG,W 17-10,,,0,0,,0,0.0%,,,
13,1997,1997-11-30,13,25.237,SFO,@,KAN,L 9-44,,,0,0,,0,0.0%,,,
14,1997,1997-12-07,14,25.244,SFO,,MIN,W 28-17,,,0,0,,0,0.0%,,,
15,1997,1997-12-15,15,25.252,SFO,,DEN,W 34-17,,,0,0,,0,0.0%,,,
16,1998,1998-09-27,3,26.173,SFO,,ATL,W 31-20,,,,,,,0.0%,,,
17,1998,1998-10-11,5,26.187,SFO,@,NOR,W 31-0,,1,1,1,1.00,1,100.0%,1.00,1,6
18,1998,1998-10-18,6,26.194,SFO,,IND,W 34-31,,3,1,15,15.00,0,33.3%,5.00,0,0
19,1998,1998-10-25,7,26.201,SFO,@,STL,W 28-10,,,,,,,0.0%,,,
20,1998,1998-11-01,8,26.208,SFO,@,GNB,L 22-36,,1,1,3,3.00,0,100.0%,3.00,0,0
21,1998,1998-11-08,9,26.215,SFO,,CAR,W 25-23,,4,1,8,8.00,0,25.0%,2.00,0,0
22,1998,1998-11-15,10,26.222,SFO,@,ATL,L 19-31,,4,1,9,9.00,0,25.0%,2.25,0,0
23,1998,1998-11-22,11,26.229,SFO,,NOR,W 31-20,,4,1,10,10.00,0,25.0%,2.50,0,0
24,1998,1998-11-30,12,26.237,SFO,,NYG,W 31-7,,2,1,7,7.00,0,50.0%,3.50,0,0
25,1998,1998-12-06,13,26.243,SFO,@,CAR,W 31-28,,2,1,16,16.00,0,50.0%,8.00,0,0
26,1998,1998-12-14,14,26.251,SFO,,DET,W 35-13,,1,1,9,9.00,0,100.0%,9.00,0,0
27,1998,1998-12-20,15,26.257,SFO,@,NWE,L 21-24,,,,,,,0.0%,,,
28,1998,1998-12-27,16,26.264,SFO,,STL,W 38-19,,4,3,46,15.33,0,75.0%,11.50,0,0
29,1999,1999-10-03,4,27.179,SFO,,TEN,W 24-22,*,4,3,29,9.67,0,75.0%,7.25,0,0
30,1999,1999-10-10,5,27.186,SFO,@,STL,L 20-42,*,4,,,,,0.0%,,,
31,1999,1999-10-17,6,27.193,SFO,,CAR,L 29-31,*,7,5,43,8.60,0,71.4%,6.14,0,0
32,1999,1999-10-24,7,27.200,SFO,@,MIN,L 16-40,*,8,3,27,9.00,0,37.5%,3.38,0,0
33,1999,1999-11-14,9,27.221,SFO,@,NOR,L 6-24,*,3,1,8,8.00,0,33.3%,2.67,0,0
34,1999,1999-11-21,10,27.228,SFO,,STL,L 7-23,*,3,2,22,11.00,0,66.7%,7.33,0,0
35,1999,1999-11-29,11,27.236,SFO,,GNB,L 3-20,,3,3,44,14.67,0,100.0%,14.67,0,0
36,1999,1999-12-05,12,27.242,SFO,@,CIN,L 30-44,*,5,3,24,8.00,0,60.0%,4.80,0,0
37,1999,1999-12-12,13,27.249,SFO,,ATL,W 26-7,*,4,4,46,11.50,0,100.0%,11.50,0,0
38,1999,1999-12-18,14,27.255,SFO,@,CAR,L 24-41,*,5,5,40,8.00,0,100.0%,8.00,0,0
39,1999,1999-12-26,15,27.263,SFO,,WAS,L 20-26,*,8,4,46,11.50,0,50.0%,5.75,0,0
40,1999,2000-01-03,16,27.271,SFO,@,ATL,L 29-34,*,1,1,18,18.00,0,100.0%,18.00,0,0
41,2000,2000-09-03,1,28.149,SFO,@,ATL,L 28-36,*,6,4,27,6.75,0,66.7%,4.50,0,0
42,2000,2000-09-10,2,28.156,SFO,,CAR,L 22-38,*,3,2,12,6.00,0,66.7%,4.00,0,0
43,2000,2000-09-17,3,28.163,SFO,@,STL,L 24-41,*,2,2,13,6.50,0,100.0%,6.50,0,0
44,2000,2000-09-24,4,28.170,SFO,@,DAL,W 41-24,*,2,2,13,6.50,0,100.0%,6.50,0,0
45,2000,2000-10-01,5,28.177,SFO,,ARI,W 27-20,*,2,2,24,12.00,0,100.0%,12.00,0,0
46,2000,2000-10-08,6,28.184,SFO,,OAK,L 28-34,*,2,2,19,9.50,0,100.0%,9.50,0,0
47,2000,2000-10-22,8,28.198,SFO,@,CAR,L 16-34,*,2,2,14,7.00,0,100.0%,7.00,0,0
48,2000,2000-10-29,9,28.205,SFO,,STL,L 24-34,*,3,3,17,5.67,0,100.0%,5.67,0,0
49,2000,2000-11-05,10,28.212,SFO,@,NOR,L 15-31,*,6,4,53,13.25,0,66.7%,8.83,0,0
50,2000,2000-11-12,11,28.219,SFO,,KAN,W 21-7,*,4,4,41,10.25,0,100.0%,10.25,0,0
51,2000,2000-11-19,12,28.226,SFO,,ATL,W 16-6,,2,1,3,3.00,0,50.0%,1.50,0,0
52,2000,2000-12-03,13,28.240,SFO,@,SDG,W 45-17,,5,3,62,20.67,0,60.0%,12.40,0,0
53,2000,2000-12-10,14,28.247,SFO,,NOR,L 27-31,*,6,4,24,6.00,1,66.7%,4.00,1,6
54,2000,2000-12-17,15,28.254,SFO,,CHI,W 17-0,*,3,3,20,6.67,1,100.0%,6.67,1,6
55,2000,2000-12-23,16,28.260,SFO,@,DEN,L 9-38,,3,,,,,0.0%,,,
