ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,gs,targets,rec,rec_yds,rec_yds_per_rec,rec_td,catch_pct,rec_yds_per_tgt,rush_att,rush_yds,rush_yds_per_att,rush_td,all_td,scoring
1,2015,2015-09-13,1,23.213,SDG,,DET,W 33-28,,0,0,0,,0,0.0%,,0,0,,0,0,0
2,2015,2015-11-22,10,23.283,SDG,,KAN,L 3-33,,0,0,0,,0,0.0%,,0,0,,0,0,0
3,2015,2015-12-13,13,23.304,SDG,@,KAN,L 3-10,,0,0,0,,0,0.0%,,0,0,,0,0,0
4,2015,2015-12-20,14,23.311,SDG,,MIA,W 30-14,,0,0,0,,0,0.0%,,0,0,,0,0,0
5,2015,2016-01-03,16,23.325,SDG,@,DEN,L 20-27,,5,2,90,45.00,1,40.0%,18.00,0,0,,0,1,6
6,2016,2016-09-11,1,24.212,SDG,@,KAN,L 27-33,,5,2,71,35.50,0,40.0%,14.20,0,0,,0,0,0
7,2016,2016-09-18,2,24.219,SDG,,JAX,W 38-14,,6,3,61,20.33,1,50.0%,10.17,0,0,,0,1,6
8,2016,2016-09-25,3,24.226,SDG,@,IND,L 22-26,*,9,6,69,11.50,0,66.7%,7.67,0,0,,0,0,0
9,2016,2016-10-02,4,24.233,SDG,,NOR,L 34-35,*,8,5,40,8.00,0,62.5%,5.00,0,0,,0,0,0
10,2016,2016-10-09,5,24.240,SDG,@,OAK,L 31-34,,6,5,117,23.40,1,83.3%,19.50,0,0,,0,1,6
11,2016,2016-10-13,6,24.244,SDG,,DEN,W 21-13,*,3,3,28,9.33,0,100.0%,9.33,0,0,,0,0,0
12,2016,2016-10-23,7,24.254,SDG,@,ATL,W 33-30,*,10,7,140,20.00,0,70.0%,14.00,0,0,,0,0,0
13,2016,2016-10-30,8,24.261,SDG,@,DEN,L 19-27,,6,1,4,4.00,0,16.7%,0.67,0,0,,0,0,0
14,2016,2016-11-06,9,24.268,SDG,,TEN,W 43-35,*,7,6,65,10.83,1,85.7%,9.29,0,0,,0,1,6
15,2016,2016-11-13,10,24.275,SDG,,MIA,L 24-31,*,11,5,125,25.00,1,45.5%,11.36,0,0,,0,1,6
16,2016,2016-11-27,11,24.289,SDG,@,HOU,W 21-13,*,14,8,70,8.75,1,57.1%,5.00,0,0,,0,1,6
17,2016,2016-12-04,12,24.296,SDG,,TAM,L 21-28,*,4,2,47,23.50,1,50.0%,11.75,0,0,,0,1,6
18,2016,2016-12-11,13,24.303,SDG,@,CAR,L 16-28,*,5,2,68,34.00,0,40.0%,13.60,0,0,,0,0,0
19,2016,2016-12-18,14,24.310,SDG,,OAK,L 16-19,*,9,4,20,5.00,0,44.4%,2.22,0,0,,0,0,0
20,2016,2016-12-24,15,24.316,SDG,@,CLE,L 17-20,*,9,4,64,16.00,1,44.4%,7.11,0,0,,0,1,6
21,2016,2017-01-01,16,24.324,SDG,,KAN,L 27-37,*,7,6,70,11.67,0,85.7%,10.00,0,0,,0,0,0
22,2017,2017-09-11,1,25.211,LAC,@,DEN,L 21-24,*,7,5,54,10.80,0,71.4%,7.71,0,0,,0,0,0
23,2017,2017-09-17,2,25.217,LAC,,MIA,L 17-19,*,4,4,54,13.50,0,100.0%,13.50,0,0,,0,0,0
24,2017,2017-09-24,3,25.224,LAC,,KAN,L 10-24,*,7,2,15,7.50,0,28.6%,2.14,0,0,,0,0,0
25,2017,2017-10-01,4,25.231,LAC,,PHI,L 24-26,*,6,5,115,23.00,1,83.3%,19.17,0,0,,0,1,6
26,2017,2017-10-08,5,25.238,LAC,@,NYG,W 27-22,*,2,1,22,22.00,0,50.0%,11.00,0,0,,0,0,0
27,2017,2017-10-15,6,25.245,LAC,@,OAK,W 17-16,*,3,3,27,9.00,0,100.0%,9.00,0,0,,0,0,0
28,2017,2017-10-22,7,25.252,LAC,,DEN,W 21-0,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
29,2017,2017-10-29,8,25.259,LAC,@,NWE,L 13-21,,6,1,24,24.00,0,16.7%,4.00,0,0,,0,0,0
30,2017,2017-11-12,9,25.273,LAC,@,JAX,L 17-20,*,5,2,49,24.50,0,40.0%,9.80,0,0,,0,0,0
31,2017,2017-11-19,10,25.280,LAC,,BUF,W 54-24,*,1,1,11,11.00,0,100.0%,11.00,0,0,,0,0,0
32,2017,2017-11-23,11,25.284,LAC,@,DAL,W 28-6,*,3,2,58,29.00,1,66.7%,19.33,0,0,,0,1,6
33,2017,2017-12-03,12,25.294,LAC,,CLE,W 19-10,*,3,1,8,8.00,0,33.3%,2.67,0,0,,0,0,0
34,2017,2017-12-10,13,25.301,LAC,,WAS,W 30-13,*,4,4,132,33.00,1,100.0%,33.00,0,0,,0,1,6
35,2017,2017-12-16,14,25.307,LAC,@,KAN,L 13-30,*,7,3,31,10.33,0,42.9%,4.43,0,0,,0,0,0
36,2017,2017-12-24,15,25.315,LAC,@,NYJ,W 14-7,*,6,5,50,10.00,0,83.3%,8.33,0,0,,0,0,0
37,2017,2017-12-31,16,25.322,LAC,,OAK,W 30-10,*,4,3,67,22.33,1,75.0%,16.75,0,0,,0,1,6
38,2018,2018-09-09,1,26.209,LAC,,KAN,L 28-38,*,5,2,8,4.00,1,40.0%,1.60,0,0,,0,1,6
39,2018,2018-09-16,2,26.216,LAC,@,BUF,W 31-20,*,3,3,48,16.00,0,100.0%,16.00,0,0,,0,0,0
40,2018,2018-09-23,3,26.223,LAC,@,LAR,L 23-35,*,3,2,22,11.00,0,66.7%,7.33,1,14,14.00,0,0,0
