ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td
1,1982,1982-09-12,1,23.210,CIN,,HOU,W 27-6,1,0,0.00,0,0,0,,0,1,20,20.00,0
2,1982,1982-09-19,2,23.217,CIN,@,PIT,L 20-26,0,0,,0,0,0,,0,2,41,20.50,0
3,1982,1982-11-21,3,23.280,CIN,@,PHI,W 18-14,0,0,,0,,,,,0,0,,0
4,1982,1982-11-28,4,23.287,CIN,,RAI,W 31-17,0,0,,0,0,0,,0,3,89,29.67,0
5,1982,1982-12-05,5,23.294,CIN,@,BAL,W 20-17,0,0,,0,,,,,0,0,,0
6,1982,1982-12-12,6,23.301,CIN,,CLE,W 23-10,0,0,,0,,,,,0,0,,0
7,1982,1982-12-20,7,23.309,CIN,@,SDG,L 34-50,0,0,,0,0,0,,0,4,62,15.50,0
8,1982,1982-12-26,8,23.315,CIN,,SEA,W 24-10,1,2,2.00,0,0,0,,0,0,0,,0
9,1982,1983-01-02,9,23.322,CIN,@,HOU,W 35-27,0,0,,0,0,0,,0,4,102,25.50,0
10,1983,1983-09-04,1,24.202,CIN,,RAI,L 10-20,0,0,,0,2,11,5.50,0,2,30,15.00,0
11,1983,1983-09-11,2,24.209,CIN,,BUF,L 6-10,2,2,1.00,0,2,19,9.50,0,1,17,17.00,0
12,1983,1983-09-15,3,24.213,CIN,@,CLE,L 7-17,2,16,8.00,0,3,5,1.67,0,2,25,12.50,0
13,1983,1983-09-25,4,24.223,CIN,@,TAM,W 23-17,3,7,2.33,0,2,30,15.00,0,1,20,20.00,0
14,1983,1983-10-02,5,24.230,CIN,,BAL,L 31-34,2,-1,-0.50,0,1,7,7.00,0,5,98,19.60,0
15,1983,1983-10-10,6,24.238,CIN,,PIT,L 14-24,3,6,2.00,0,0,0,,0,1,19,19.00,0
16,1983,1983-10-16,7,24.244,CIN,@,DEN,L 17-24,3,7,2.33,0,3,38,12.67,0,0,0,,0
17,1983,1983-10-23,8,24.251,CIN,,CLE,W 28-21,3,13,4.33,0,1,8,8.00,0,0,0,,0
18,1983,1983-11-28,13,24.287,CIN,@,MIA,L 14-38,3,7,2.33,0,2,11,5.50,0,0,0,,0
19,1983,1983-12-04,14,24.293,CIN,@,PIT,W 23-10,1,4,4.00,0,0,0,,0,0,0,,0
20,1983,1983-12-11,15,24.300,CIN,,DET,W 17-9,1,4,4.00,0,1,11,11.00,0,1,9,9.00,0
21,1983,1983-12-17,16,24.306,CIN,@,MIN,L 14-20,2,12,6.00,0,1,2,2.00,0,0,0,,0
22,1984,1984-09-09,2,25.208,ATL,,DET,L 24-27,,,,,,,,,0,0,,0
23,1984,1984-09-16,3,25.215,ATL,@,MIN,L 20-27,0,0,,0,0,0,,0,1,19,19.00,0
24,1984,1984-09-23,4,25.222,ATL,,HOU,W 42-10,0,0,,0,0,0,,0,2,48,24.00,0
25,1984,1984-09-30,5,25.229,ATL,@,SFO,L 5-14,,,,,,,,,0,0,,0
26,1984,1984-10-07,6,25.236,ATL,@,RAM,W 30-28,0,0,,0,0,0,,0,4,50,12.50,0
27,1984,1984-10-14,7,25.243,ATL,,NYG,L 7-19,0,0,,0,0,0,,0,2,31,15.50,0
28,1984,1984-10-22,8,25.251,ATL,,RAM,L 10-24,,,,,,,,,0,0,,0
