ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rush_att,rush_yds,rush_yds_per_att,rush_td,rec,rec_yds,rec_yds_per_rec,rec_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1964,1964-09-13,1,22.338,BUF,,KAN,W 34-17,7,21,3.00,0,2,11,5.50,0,0,0,,0,0,0,,0,0,0
2,1964,1964-09-20,2,22.345,BUF,,DEN,W 30-13,10,44,4.40,0,2,46,23.00,0,0,0,,0,0,0,,0,0,0
3,1964,1964-09-26,3,22.351,BUF,,SDG,W 30-3,6,16,2.67,1,1,6,6.00,0,0,0,,0,0,0,,0,1,6
4,1964,1964-10-03,4,22.358,BUF,,OAK,W 23-20,4,6,1.50,0,3,41,13.67,0,0,0,,0,0,0,,0,0,0
5,1964,1964-10-11,5,23.000,BUF,@,HOU,W 48-17,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
6,1964,1964-10-18,6,23.007,BUF,@,KAN,W 35-22,6,20,3.33,0,1,43,43.00,0,0,0,,0,0,0,,0,0,0
7,1964,1964-10-24,7,23.013,BUF,,NYJ,W 34-24,3,7,2.33,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1964,1964-11-15,10,23.035,BUF,,BOS,L 28-36,2,12,6.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
9,1964,1964-11-26,11,23.046,BUF,@,SDG,W 27-24,15,46,3.07,1,2,19,9.50,0,0,0,,0,0,0,,0,1,6
10,1964,1964-12-06,12,23.056,BUF,@,OAK,L 13-16,9,15,1.67,0,0,0,,0,0,1,,0,0,,,0,0,0
11,1965,1965-09-11,1,23.335,BUF,,BOS,W 24-7,2,15,7.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
12,1965,1965-10-10,5,23.364,BUF,,SDG,L 3-34,1,4,4.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
13,1966,1966-09-02,1,24.326,MIA,,OAK,L 14-23,10,25,2.50,0,2,30,15.00,0,3,140,46.67,1,0,0,,0,1,6
14,1966,1966-09-09,2,24.333,MIA,,NYJ,L 14-19,4,6,1.50,0,1,1,1.00,0,0,0,,0,0,0,,0,0,0
15,1966,1966-09-18,3,24.342,MIA,@,BUF,L 24-58,8,35,4.38,0,1,3,3.00,0,5,147,29.40,0,0,0,,0,0,0
16,1966,1966-10-02,4,24.356,MIA,@,SDG,L 10-44,8,45,5.63,0,1,5,5.00,0,2,36,18.00,0,0,0,,0,0,0
17,1966,1966-10-09,5,24.363,MIA,@,OAK,L 10-21,7,6,0.86,1,1,5,5.00,0,0,0,,0,0,0,,0,1,6
18,1966,1966-10-16,6,25.005,MIA,,DEN,W 24-7,17,32,1.88,2,0,0,,0,1,20,20.00,0,0,0,,0,2,12
19,1966,1966-10-23,7,25.012,MIA,@,HOU,W 20-13,6,41,6.83,0,1,-2,-2.00,0,3,79,26.33,0,0,0,,0,0,0
20,1966,1966-11-06,8,25.026,MIA,,BUF,L 0-29,6,-3,-0.50,0,0,0,,0,4,71,17.75,0,1,56,56.00,0,0,0
21,1966,1966-11-13,9,25.033,MIA,@,KAN,L 16-34,7,27,3.86,1,1,11,11.00,0,0,0,,0,0,0,,0,1,6
22,1966,1966-11-20,10,25.040,MIA,@,NYJ,L 13-30,4,2,0.50,0,2,30,15.00,1,2,58,29.00,0,0,0,,0,1,6
23,1966,1966-11-27,11,25.047,MIA,,BOS,L 14-20,10,38,3.80,0,5,104,20.80,1,1,7,7.00,0,0,0,,0,1,6
24,1966,1966-12-04,12,25.054,MIA,@,DEN,L 7-17,13,2,0.15,0,2,7,3.50,0,1,20,20.00,0,1,4,4.00,0,0,0
