ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,all_td,scoring
1,1983,1983-09-04,1,23.337,CHI,,ATL,L 17-20,0,0,,0,,
2,1983,1983-09-11,2,23.344,CHI,,TAM,W 17-10,0,0,,0,,
3,1983,1983-09-18,3,23.351,CHI,@,NOR,L 31-34,0,0,,0,,
4,1983,1983-09-25,4,23.358,CHI,@,BAL,L 19-22,0,0,,0,,
5,1983,1983-10-02,5,24.000,CHI,,DEN,W 31-14,0,0,,0,,
6,1983,1983-10-09,6,24.007,CHI,,MIN,L 14-23,2,21,10.50,0,0,0
7,1983,1983-10-16,7,24.014,CHI,@,DET,L 17-31,5,73,14.60,0,0,0
8,1983,1983-10-23,8,24.021,CHI,@,PHI,W 7-6,0,0,,0,,
9,1983,1983-10-30,9,24.028,CHI,,DET,L 17-38,0,0,,0,,
10,1983,1983-11-06,10,24.035,CHI,@,RAM,L 14-21,0,0,,0,,
11,1983,1983-11-13,11,24.042,CHI,,PHI,W 17-14,1,8,8.00,0,0,0
12,1983,1983-11-20,12,24.049,CHI,@,TAM,W 27-0,0,0,,0,,
13,1983,1983-11-27,13,24.056,CHI,,SFO,W 13-3,0,0,,0,,
14,1983,1983-12-04,14,24.063,CHI,@,GNB,L 28-31,0,0,,0,,
15,1983,1983-12-11,15,24.070,CHI,@,MIN,W 19-13,0,0,,0,,
16,1983,1983-12-18,16,24.077,CHI,,GNB,W 23-21,0,0,,0,,
17,1984,1984-09-30,5,24.364,CHI,,DAL,L 14-23,0,0,,0,,
18,1984,1984-10-07,6,25.005,CHI,,NOR,W 20-7,0,0,,0,,
19,1984,1984-10-14,7,25.012,CHI,@,STL,L 21-38,0,0,,0,,
20,1984,1984-10-21,8,25.019,CHI,@,TAM,W 44-9,1,20,20.00,0,0,0
21,1984,1984-10-28,9,25.026,CHI,,MIN,W 16-7,1,16,16.00,0,0,0
22,1984,1984-11-04,10,25.033,CHI,,RAI,W 17-6,0,0,,0,,
23,1984,1984-11-11,11,25.040,CHI,@,RAM,L 13-29,2,33,16.50,0,0,0
24,1984,1984-11-18,12,25.047,CHI,,DET,W 16-14,1,1,1.00,1,1,6
25,1984,1984-11-25,13,25.054,CHI,@,MIN,W 34-3,1,2,2.00,0,0,0
26,1984,1984-12-03,14,25.062,CHI,@,SDG,L 7-20,1,20,20.00,0,0,0
27,1984,1984-12-09,15,25.068,CHI,,GNB,L 14-20,2,14,7.00,0,0,0
