ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td,rush_att,rush_yds,rush_yds_per_att,rush_td,kick_ret,kick_ret_yds,kick_ret_yds_per_ret,kick_ret_td,punt_ret,punt_ret_yds,punt_ret_yds_per_ret,punt_ret_td,all_td,scoring
1,1965,1965-09-12,1,21.304,KAN,@,OAK,L 10-37,1,11,11.00,0,0,0,,0,4,68,17.00,0,1,4,4.00,0,0,0
2,1965,1965-09-26,3,21.318,KAN,@,SDG,T 10-10,0,0,,0,0,0,,0,1,32,32.00,0,0,0,,0,0,0
3,1966,1966-11-20,11,23.008,KAN,,BOS,T 27-27,1,11,11.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
4,1966,1966-11-27,12,23.015,KAN,@,NYJ,W 32-24,,,,,,,,,0,38,,0,,,,,,
5,1967,1967-10-01,3,23.323,KAN,@,OAK,L 21-23,,,,,,,,,0,9,,0,,,,,,
6,1967,1967-10-15,5,23.337,KAN,@,SDG,L 31-45,1,17,17.00,0,2,25,12.50,1,0,0,,0,0,0,,0,1,6
7,1967,1967-10-29,7,23.351,KAN,,DEN,W 52-9,2,55,27.50,0,0,0,,0,0,0,,0,0,0,,0,0,0
8,1967,1967-11-23,11,24.011,KAN,,OAK,L 22-44,1,59,59.00,1,0,0,,0,0,0,,0,0,0,,0,1,6
9,1967,1967-12-03,12,24.021,KAN,,BUF,W 23-13,0,0,,0,1,-6,-6.00,0,0,0,,0,0,0,,0,0,0
10,1968,1968-09-22,3,24.315,KAN,,DEN,W 34-2,2,41,20.50,0,2,37,18.50,0,0,0,,0,0,0,,0,0,0
11,1968,1968-09-28,4,24.321,KAN,@,MIA,W 48-3,3,28,9.33,0,1,-11,-11.00,0,0,0,,0,0,0,,0,0,0
12,1968,1968-10-05,5,24.328,KAN,@,BUF,W 18-7,1,23,23.00,0,2,30,15.00,0,0,0,,0,0,0,,0,0,0
13,1968,1968-10-13,6,24.336,KAN,,CIN,W 13-3,1,22,22.00,0,0,0,,0,0,0,,0,0,0,,0,0,0
