ranker,year_id,game_date,game_num,age,team,game_location,opp,game_result,rec,rec_yds,rec_yds_per_rec,rec_td
1,1956,1956-11-04,6,23.361,PHI,@,CRD,L 17-28,1,15,15.00,0
2,1956,1956-11-11,7,24.002,PHI,,PIT,W 14-7,2,87,43.50,1
3,1956,1956-11-18,8,24.009,PHI,,CLE,L 0-16,1,13,13.00,0
4,1956,1956-12-02,10,24.023,PHI,@,CLE,L 14-17,1,22,22.00,0
5,1956,1956-12-09,11,24.030,PHI,@,WAS,L 17-19,3,44,14.67,1
6,1956,1956-12-15,12,24.036,PHI,,NYG,L 7-21,2,27,13.50,0
7,1957,1957-10-13,3,24.338,PHI,@,CLE,L 7-24,1,16,16.00,0
8,1957,1957-10-27,5,24.352,PHI,@,PIT,L 0-6,1,12,12.00,0
9,1957,1957-11-17,8,25.008,PHI,@,NYG,L 0-13,2,5,2.50,0
10,1957,1957-12-08,11,25.029,PHI,@,WAS,L 7-42,3,30,10.00,0
